accepted_name	IUCN_category_old	IUCN_category_new	TS_category_old	TS_category_new	IUCN_old	IUCN_new	TS_global_old	TS_global_new
Plectocomia pierreana	NE	NE	Threatened,Not Threatened	NE	0	0	2	0
Plectocomia pygmaea	NE	NE	Possibly Threatened	NE	0	0	1	0
Plectocomiopsis corneri	NE	NE	NE	NE	0	0	0	0
Plectocomiopsis geminiflora	NE	NE	Not Threatened	NE	0	0	1	0
Plectocomiopsis mira	NE	NE	NE	NE	0	0	0	0
Plectocomiopsis songthanhensis	NE	NE	NE	NE	0	0	0	0
Plectocomiopsis triquetra	NE	LC	NE	Not Threatened	0	1	0	1
Plectocomiopsis wrayi	NE	NE	Threatened	NE	0	0	1	0
Podococcus acaulis	NE	NE	NE	NE	0	0	0	0
Podococcus barteri	NE	NE	NE	NE	0	0	0	0
Ponapea hentyi	EN	NE	Threatened	NE	1	0	1	0
Ponapea hosinoi	NE	NE	NE	NE	0	0	0	0
Ponapea ledermanniana	NE	NE	NE	NE	0	0	0	0
Ponapea palauensis	NE	NE	NE	NE	0	0	0	0
Prestoea acuminata	NE	NE	Threatened	Not Threatened	0	0	2	1
Prestoea carderi	NE	NE	NE	NE	0	0	0	0
Prestoea decurrens	NE	NE	NE	NE	0	0	0	0
Prestoea ensiformis	NE	NE	NE	NE	0	0	0	0
Prestoea longepetiolata	NE	NE	Threatened	NE	0	0	1	0
Prestoea pubens	LC	NE	Not Threatened	NE	1	0	1	0
Prestoea pubigera	NE	NE	NE	NE	0	0	0	0
Prestoea schultzeana	NE	NE	NE	NE	0	0	0	0
Prestoea simplicifolia	NE	NE	Threatened	NE	0	0	1	0
Prestoea tenuiramosa	NT	NE	Possibly Threatened	NE	1	0	1	0
Pritchardia arecina	NE	NE	Threatened	NE	0	0	1	0
Pritchardia bakeri	NE	NE	NE	Threatened	0	0	0	1
Pritchardia beccariana	NE	NE	Threatened	NE	0	0	1	0
Pritchardia flynnii	NE	EN	NE	Threatened	0	1	0	1
Pritchardia forbesiana	EN	NE	Threatened	NE	1	0	1	0
Pritchardia glabrata	EN	NE	Data Deficient,Threatened	NE	3	0	3	0
Pritchardia gordonii	NE	NE	NE	NE	0	0	0	0
Pritchardia hardyi	CR	NE	Threatened	NE	1	0	1	0
Pritchardia hillebrandii	NE	NE	Threatened	NE	0	0	1	0
Pritchardia kaalae	CR	NE	Threatened	NE	1	0	1	0
Pritchardia kahukuensis	NE	NE	NE	NE	0	0	0	0
Pritchardia lanigera	EN	NE	Threatened	NE	1	0	1	0
Pritchardia lowreyana	VU	NE	Threatened	NE	1	0	1	0
Pritchardia maideniana	CR	NE	Threatened	NE	1	0	1	0
Pritchardia martii	NE	NE	Threatened	NE	0	0	1	0
Pritchardia minor	NE	EN	Threatened	Threatened	0	1	1	1
Pritchardia mitiaroana	NE	NE	NE	NE	0	0	0	0
Pritchardia munroi	CR	NE	Threatened	NE	1	0	1	0
Pritchardia napaliensis	CR	NE	Threatened	NE	2	0	2	0
Pritchardia pacifica	NE	NE	NE	NE	0	0	0	0
Pritchardia perlmanii	EN	NE	Threatened	NE	1	0	1	0
Pritchardia remota	CR,EN	NE	Threatened	NE	2	0	2	0
Pritchardia schattaueri	CR	NE	Threatened	NE	1	0	1	0
Pritchardia thurstonii	NE	VU	Possibly Threatened	Threatened	0	1	1	1
Pritchardia viscosa	CR	NE	Threatened	NE	1	0	1	0
Pritchardia vuylstekeana	NE	NE	NE	NE	0	0	0	0
Pritchardia waialealeana	VU	NE	Threatened	NE	1	0	1	0
Pritchardia woodii	NE	NE	NE	NE	0	0	0	0
Pseudophoenix ekmanii	CR	NE	Threatened	NE	1	0	1	0
Pseudophoenix lediniana	CR	NE	Threatened	NE	1	0	1	0
Pseudophoenix sargentii	NE	NE	Not Threatened	Not Threatened	0	0	1	1
Pseudophoenix vinifera	NE	NE	NE	NE	0	0	0	0
Ptychococcus lepidotus	NE	NE	NE	NE	0	0	0	0
Ptychococcus paradoxus	NE	LC	NE	Not Threatened	0	1	0	1
Ptychosperma ambiguum	NE	NE	NE	NE	0	0	0	0
Ptychosperma buabe	NE	NE	NE	NE	0	0	0	0
Ptychosperma burretianum	NE	NE	NE	NE	0	0	0	0
Ptychosperma caryotoides	NE	NE	NE	NE	0	0	0	0
Ptychosperma cuneatum	NE	NE	NE	NE	0	0	0	0
Ptychosperma elegans	NE	NE	NE	NE	0	0	0	0
Ptychosperma furcatum	NE	NE	NE	NE	0	0	0	0
Ptychosperma gracile	NE	NT	Possibly Threatened	Possibly Threatened	0	1	1	1
Ptychosperma hartmannii	NE	NE	NE	NE	0	0	0	0
Ptychosperma lauterbachii	NE	NE	NE	NE	0	0	0	0
Ptychosperma lineare	NE	NE	NE	NE	0	0	0	0
Ptychosperma macarthurii	NE	NE	Threatened	NE	0	0	1	0
Ptychosperma macrocerum	NE	NE	NE	NE	0	0	0	0
Ptychosperma mambare	NE	NE	NE	NE	0	0	0	0
Ptychosperma microcarpum	NE	LC	NE	Not Threatened	0	1	0	1
Ptychosperma mooreanum	NE	NE	NE	NE	0	0	0	0
Ptychosperma nicolai	NE	NE	NE	NE	0	0	0	0
Ptychosperma praemorsum	NE	NE	NE	NE	0	0	0	0
Ptychosperma propinquum	NE	NE	NE	NE	0	0	0	0
Ptychosperma pullenii	NE	NE	NE	NE	0	0	0	0
Ptychosperma ramosissimum	NE	NE	NE	NE	0	0	0	0
Ptychosperma rosselense	NE	NE	NE	NE	0	0	0	0
Ptychosperma salomonense	NE	NE	NE	NE	0	0	0	0
Ptychosperma sanderianum	NE	NE	NE	NE	0	0	0	0
Ptychosperma schefferi	NE	NE	NE	NE	0	0	0	0
Ptychosperma streimannii	NE	NE	NE	NE	0	0	0	0
Ptychosperma tagulense	NE	NE	NE	NE	0	0	0	0
Ptychosperma vestitum	NE	NE	NE	NE	0	0	0	0
Ptychosperma waitianum	NE	NE	NE	NE	0	0	0	0
Raphia africana	NE	NE	NE	NE	0	0	0	0
Raphia australis	NE	VU	Possibly Threatened	Threatened	0	1	1	1
Raphia farinifera	NE	NE	NE	Not Threatened	0	0	0	1
Raphia gentiliana	NE	NE	NE	NE	0	0	0	0
Raphia hookeri	NE	NE	NE	NE	0	0	0	0
Raphia laurentii	NE	NE	NE	NE	0	0	0	0
Raphia longiflora	NE	DD	NE	Data Deficient	0	1	0	1
Raphia mambillensis	NE	LC	NE	Not Threatened	0	1	0	1
Raphia mannii	NE	NE	NE	NE	0	0	0	0
Raphia matombe	NE	NE	NE	NE	0	0	0	0
Raphia monbuttorum	NE	NE	NE	NE	0	0	0	0
Raphia palma-pinus	NE	DD	NE	Data Deficient	0	1	0	1
Raphia regalis	VU	NE	Threatened	NE	1	0	1	0
Raphia rostrata	NE	NE	NE	NE	0	0	0	0
Raphia ruwenzorica	NE	NE	NE	NE	0	0	0	0
Raphia sese	NE	NE	NE	NE	0	0	0	0
Raphia sudanica	NE	DD	NE	Data Deficient	0	1	0	1
Raphia taedigera	NE	NE	NE	NE	0	0	0	0
Raphia textilis	NE	NE	NE	NE	0	0	0	0
Raphia vinifera	NE	NE	NE	NE	0	0	0	0
Ravenea albicans	NE	EN	Threatened	Threatened	0	1	1	1
Ravenea beentjei	NE	CR	NE	Threatened	0	1	0	1
Ravenea declivium	NE	NE	NE	NE	0	0	0	0
Ravenea delicatula	NE	CR	NE	Threatened	0	1	0	1
Ravenea dransfieldii	NE	EN	Threatened	Threatened	0	1	1	1
Ravenea glauca	NE	VU	Threatened	Threatened	0	1	1	1
Ravenea hildebrandtii	EN	NE	Threatened	NE	1	0	1	0
Ravenea hypoleuca	NE	CR	NE	Threatened	0	1	0	1
Ravenea julietiae	NE	EN	Threatened	Threatened	0	1	1	1
Ravenea krociana	NE	EN	Threatened	Threatened	0	1	1	1
Ravenea lakatra	NE	CR	Threatened	Threatened	0	1	1	1
Ravenea latisecta	NE	CR	Threatened	Threatened	0	1	1	1
Ravenea louvelii	NE	CR	Threatened	Threatened	0	1	1	1
Ravenea madagascariensis	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Ravenea moorei	CR	NE	Threatened	NE	1	0	1	0
Ravenea musicalis	NE	CR	Threatened	Threatened	0	1	1	1
Ravenea nana	NE	EN	Threatened	Threatened	0	1	1	1
Ravenea rivularis	NE	VU	Threatened	Threatened	0	1	1	1
Ravenea robustior	NE	NT	Possibly Threatened	Possibly Threatened	0	1	1	1
Ravenea sambiranensis	NE	LC	Threatened	Not Threatened	0	1	1	1
Ravenea xerophila	NE	VU	Threatened	Threatened	0	1	1	1
Reinhardtia elegans	NE	NE	Possibly Threatened	Threatened	0	0	1	1
Reinhardtia gracilis	NE	NE	Possibly Threatened	NE	0	0	1	0
Reinhardtia koschnyana	NE	NE	Threatened	NE	0	0	1	0
Reinhardtia latisecta	NE	NE	NE	NE	0	0	0	0
Reinhardtia paiewonskiana	NE	NE	Threatened	NE	0	0	1	0
Reinhardtia simplex	NE	NE	Possibly Threatened	NE	0	0	1	0
Rhapidophyllum hystrix	NE	NE	Not Threatened	NE	0	0	1	0
Rhapis evansii	NE	NE	NE	NE	0	0	0	0
Rhapis excelsa	NE	NE	Possibly Threatened	NE	0	0	1	0
Rhapis gracilis	NE	NE	NE	NE	0	0	0	0
Rhapis humilis	NE	NE	NE	NE	0	0	0	0
Rhapis kebangensis	NE	NE	NE	NE	0	0	0	0
Rhapis laosensis	NE	NE	NE	NE	0	0	0	0
Rhapis micrantha	NE	NE	NE	NE	0	0	0	0
Rhapis puhuongensis	NE	NE	NE	NE	0	0	0	0
Rhapis robusta	NE	NE	NE	NE	0	0	0	0
Rhapis subtilis	NE	NE	NE	NE	0	0	0	0
Rhapis vidalii	NE	NE	NE	NE	0	0	0	0
Rhopaloblaste augusta	VU	NE	Data Deficient	NE	1	0	1	0
Rhopaloblaste ceramica	NE	NE	Not Threatened	NE	0	0	1	0
Rhopaloblaste elegans	DD	NE	Data Deficient	NE	1	0	1	0
Rhopaloblaste gideonii	NE	NE	Data Deficient	NE	0	0	1	0
Rhopaloblaste ledermanniana	NE	NE	Not Threatened	NE	0	0	1	0
Rhopaloblaste singaporensis	NT	NE	Not Threatened	NE	1	0	1	0
Rhopalostylis baueri	NT	NE	Possibly Threatened	NE	1	0	1	0
Rhopalostylis sapida	NT	NE	Possibly Threatened	NE	1	0	1	0
Roscheria melanochaetes	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Roystonea altissima	NE	NE	Possibly Threatened	NE	0	0	1	0
Roystonea borinquena	NE	NE	Possibly Threatened	Near Threatened	0	0	1	1
Roystonea dunlapiana	EN	NE	Threatened	NE	1	0	1	0
Roystonea lenis	VU	NE	Threatened	NE	1	0	1	0
Roystonea maisiana	NE	NE	Threatened	NE	0	0	1	0
Roystonea oleracea	NE	NE	NE	NE	0	0	0	0
Roystonea princeps	NT	NE	Possibly Threatened	NE	1	0	1	0
Roystonea regia	CR	NE	Threatened	NE	1	0	2	0
Roystonea stellata	EN	NE	Threatened	NE	1	0	1	0
Roystonea violacea	NE	NE	Threatened	NE	0	0	1	0
Sabal bermudana	NE	EN	Threatened	Threatened	0	1	1	1
Sabal causiarum	NE	NE	NE	Near Threatened	0	0	0	1
Sabal domingensis	NE	NE	NE	NE	0	0	0	0
Sabal etonia	NE	NE	Not Threatened	NE	0	0	2	0
Sabal gretherae	NE	NE	Threatened	Threatened	0	0	1	1
Sabal maritima	NE	NE	NE	NE	0	0	0	0
Sabal mauritiiformis	NE	NE	Threatened	NE	0	0	1	0
Sabal mexicana	NE	NE	Not Threatened	NE	0	0	1	0
Sabal minor	NE	NE	Not Threatened	NE	0	0	1	0
Sabal palmetto	NE	NE	Not Threatened	NE	0	0	1	0
Sabal pumos	VU	NE	Threatened	NE	1	0	1	0
Sabal rosei	NE	NE	NE	NE	0	0	0	0
Sabal uresana	VU	NE	Threatened	Threatened	1	0	1	1
Sabal yapa	NE	NE	Not Threatened	NE	0	0	1	0
Sabinaria magnifica	NE	NE	NE	NE	0	0	0	0
Salacca acehensis	NE	NE	NE	NE	0	0	0	0
Salacca affinis	NE	NE	NE	NE	0	0	0	0
Salacca bakeriana	NE	NE	NE	NE	0	0	0	0
Salacca clemensiana	NE	NE	Possibly Threatened	NE	0	0	1	0
Salacca dolicholepis	NE	NE	Possibly Threatened	NE	0	0	1	0
Salacca dransfieldiana	NE	NE	Possibly Threatened	NE	0	0	1	0
Salacca flabellata	NE	NE	Possibly Threatened	NE	0	0	1	0
Salacca glabrescens	NE	NE	NE	NE	0	0	0	0
Salacca graciliflora	NE	NE	Threatened	NE	0	0	1	0
Salacca griffithii	NE	NE	NE	NE	0	0	0	0
Salacca lophospatha	NE	NE	Threatened	NE	0	0	1	0
Salacca magnifica	NE	NE	NE	NE	0	0	0	0
Salacca minuta	NE	NE	Possibly Threatened	NE	0	0	1	0
Salacca multiflora	NE	NE	Threatened	NE	0	0	1	0
Salacca ramosiana	NE	NE	NE	NE	0	0	0	0
Salacca rupicola	NE	NE	Possibly Threatened	NE	0	0	1	0
Salacca sarawakensis	NE	NE	NE	NE	0	0	0	0
Salacca secunda	NE	NE	NE	NE	0	0	0	0
Salacca stolonifera	NE	NE	NE	NE	0	0	0	0
Salacca sumatrana	NE	NE	NE	NE	0	0	0	0
Salacca vermicularis	NE	NE	NE	NE	0	0	0	0
Salacca wallichiana	NE	NE	NE	NE	0	0	0	0
Salacca zalacca	NE	NE	NE	NE	0	0	0	0
Saribus brevifolius	NE	NE	NE	NE	0	0	0	0
Saribus chocolatinus	NE	NE	NE	NE	0	0	0	0
Saribus jeanneneyi	NE	CR	Threatened	Threatened	0	1	1	1
Saribus merrillii	NE	NE	NE	NE	0	0	0	0
Saribus papuanus	NE	NE	NE	NE	0	0	0	0
Saribus rotundifolius	VU	NE	Threatened	NE	1	0	1	0
Saribus surru	NE	NE	NE	NE	0	0	0	0
Saribus tothur	NE	NE	NE	NE	0	0	0	0
Saribus woodfordii	VU	NE	Threatened	NE	1	0	1	0
Satakentia liukiuensis	DD	NE	Data Deficient	NE	1	0	1	0
Satranala decussilvae	NE	EN	Threatened	Threatened	0	1	1	1
Schippia concolor	VU	NE	Threatened	NE	1	0	1	0
Sclerosperma mannii	NE	NE	NE	NE	0	0	0	0
Sclerosperma profizianum	NE	NE	NE	NE	0	0	0	0
Sclerosperma walkeri	NE	NE	NE	NE	0	0	0	0
Serenoa repens	NE	NE	Not Threatened	NE	0	0	1	0
Socratea exorrhiza	NE	NE	NE	NE	0	0	0	0
Socratea hecatonandra	NE	NE	Possibly Threatened	NE	0	0	1	0
Socratea karstenii	NE	NE	NE	NE	0	0	0	0
Socratea rostrata	NE	NE	NE	NE	0	0	0	0
Socratea salazarii	NE	NE	Possibly Threatened	NE	0	0	1	0
Sommieria leucophylla	NE	NE	NE	NE	0	0	0	0
Syagrus allagopteroides	NE	NE	NE	NE	0	0	0	0
Syagrus amara	NE	NE	NE	Threatened	0	0	0	1
Syagrus angustifolia	NE	NE	NE	NE	0	0	0	0
Syagrus botryophora	NT	NE	Possibly Threatened	Not Threatened	1	0	1	1
Syagrus caerulescens	NE	NE	NE	NE	0	0	0	0
Syagrus campestris	NE	NE	NE	NE	0	0	0	0
Syagrus campylospatha	NE	NE	NE	NE	0	0	0	0
Syagrus cardenasii	NE	NE	Threatened	NE	0	0	1	0
Syagrus cearensis	NE	NE	NE	NE	0	0	0	0
Syagrus cerqueirana	NE	NE	NE	NE	0	0	0	0
Syagrus cocoides	NE	NE	NE	NE	0	0	0	0
Syagrus comosa	NE	NE	NE	NE	0	0	0	0
Syagrus coronata	NE	NE	NE	NE	0	0	0	0
Syagrus deflexa	NE	NE	NE	NE	0	0	0	0
Syagrus duartei	NE	NE	Possibly Threatened	NE	0	0	1	0
Syagrus emasensis	NE	NE	NE	NE	0	0	0	0
Syagrus evansiana	NE	NE	NE	NE	0	0	0	0
Syagrus flexuosa	NE	NE	Possibly Threatened	NE	0	0	1	0
Syagrus glaucescens	VU	NE	Threatened	Threatened	1	0	1	1
Syagrus glazioviana	NE	NE	NE	NE	0	0	0	0
Syagrus gouveiana	NE	NE	NE	NE	0	0	0	0
Syagrus graminifolia	NE	NE	Possibly Threatened	NE	0	0	1	0
Syagrus guimaraesensis	NE	NE	NE	NE	0	0	0	0
Syagrus harleyi	NE	NE	Possibly Threatened	NE	0	0	1	0
Syagrus hoehnei	NE	NE	Possibly Threatened	NE	0	0	1	0
Syagrus inajai	NE	NE	NE	NE	0	0	0	0
Syagrus insignis	NE	NE	NE	Threatened	0	0	0	1
Syagrus itacambirana	NE	NE	NE	NE	0	0	0	0
Syagrus itapebiensis	NE	NE	NE	NE	0	0	0	0
Syagrus kellyana	NE	NE	NE	NE	0	0	0	0
Syagrus lilliputiana	NE	NE	NE	NE	0	0	0	0
Syagrus loefgrenii	NE	NE	NE	NE	0	0	0	0
Syagrus longipedunculata	NE	NE	NE	NE	0	0	0	0
Syagrus lorenzoniorum	NE	NE	NE	NE	0	0	0	0
Syagrus macrocarpa	EN	NE	Threatened	Threatened	1	0	1	1
Syagrus mendanhensis	NE	NE	NE	Threatened	0	0	0	1
Syagrus menzeliana	NE	NE	NE	NE	0	0	0	0
Syagrus microphylla	NE	NE	Possibly Threatened	NE	0	0	1	0
Syagrus minor	NE	NE	NE	NE	0	0	0	0
Syagrus oleracea	NE	NE	NE	NE	0	0	0	0
Syagrus orinocensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Syagrus petraea	NE	NE	NE	NE	0	0	0	0
Syagrus picrophylla	LC	NE	Not Threatened	Threatened	1	0	1	1
Syagrus pleioclada	NE	NE	Possibly Threatened	NE	0	0	1	0
Syagrus pleiocladoides	NE	NE	NE	NE	0	0	0	0
Syagrus pompeoi	NE	NE	NE	NE	0	0	0	0
Syagrus procumbens	NE	NE	NE	NE	0	0	0	0
Syagrus pseudococos	LC	NE	Not Threatened	Not Threatened	1	0	1	1
Syagrus romanzoffiana	NE	NE	NE	NE	0	0	0	0
Syagrus rupicola	NE	NE	NE	NE	0	0	0	0
Syagrus ruschiana	LC	NE	Not Threatened	Threatened	1	0	1	1
Syagrus sancona	NE	NE	NE	NE	0	0	0	0
Syagrus santosii	NE	NE	NE	NE	0	0	0	0
Syagrus schizophylla	NE	NE	NE	Not Threatened	0	0	0	1
Syagrus smithii	LC	NE	Not Threatened	NE	1	0	1	0
Syagrus stenopetala	NE	NE	NE	NE	0	0	0	0
Syagrus stratincola	VU	NE	Threatened	NE	1	0	1	0
Syagrus vagans	NE	NE	NE	NE	0	0	0	0
Syagrus vermicularis	NE	NE	NE	NE	0	0	0	0
Syagrus weddelliana	NE	NE	Threatened	NE	0	0	1	0
Syagrus werdermannii	NE	NE	Possibly Threatened	NE	0	0	1	0
Syagrus yungasensis	NE	NE	NE	Threatened	0	0	0	1
Synechanthus dasystachys	NE	NE	NE	NE	0	0	0	0
Synechanthus fibrosus	NE	NE	NE	NE	0	0	0	0
Synechanthus warscewiczianus	NE	NE	NE	NE	0	0	0	0
Tahina spectabilis	NE	CR	NE	Threatened	0	1	0	1
Tectiphiala ferox	CR	NE	Threatened	NE	1	0	1	0
Thrinax excelsa	NE	NE	Possibly Threatened	NE	0	0	1	0
Thrinax parviflora	NE	NE	Threatened	NE	0	0	3	0
Thrinax radiata	NE	NE	Not Threatened	NE	0	0	1	0
Trachycarpus fortunei	NE	NE	NE	NE	0	0	0	0
Trachycarpus geminisectus	NE	NE	NE	NE	0	0	0	0
Trachycarpus latisectus	NE	NE	NE	NE	0	0	0	0
Trachycarpus martianus	NE	NE	NE	NE	0	0	0	0
Trachycarpus nanus	NE	NE	NE	Threatened	0	0	0	1
Trachycarpus oreophilus	NE	NE	NE	NE	0	0	0	0
Trachycarpus princeps	NE	NE	NE	Data Deficient	0	0	0	1
Trachycarpus ravenii	NE	NE	NE	NE	0	0	0	0
Trachycarpus takil	NE	NE	Possibly Threatened	NE	0	0	1	0
Trachycarpus ukhrulensis	NE	NE	NE	NE	0	0	0	0
Trithrinax brasiliensis	DD	NE	Data Deficient	NE	1	0	1	0
Trithrinax campestris	NE	NE	NE	NE	0	0	0	0
Trithrinax schizophylla	NE	NE	Possibly Threatened	NE	0	0	2	0
Veitchia arecina	LC,EN	NE	Not Threatened,Threatened	NE	2	0	2	0
Veitchia filifera	NE	LC	Threatened	Not Threatened	0	1	3	1
Veitchia joannis	NE	LC	Not Threatened	Not Threatened	0	1	1	1
Veitchia lepidota	DD	NE	Data Deficient	NE	1	0	1	0
Veitchia metiti	NT	NE	Possibly Threatened	NE	1	0	1	0
Veitchia pachyclada	DD	NE	Data Deficient	NE	1	0	1	0
Veitchia simulans	NE	DD	Threatened	Data Deficient	0	1	1	1
Veitchia spiralis	NT	NE	Possibly Threatened	NE	1	0	1	0
Veitchia subdisticha	DD	NE	Data Deficient	NE	1	0	1	0
Veitchia subglobosa	NE	NE	NE	NE	0	0	0	0
Veitchia vitiensis	NE	LC	Not Threatened	Not Threatened	0	1	1	1
Veitchia winin	NE	NE	NE	NE	0	0	0	0
Verschaffeltia splendida	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Voanioala gerardii	NE	CR	Threatened	Threatened	0	1	1	1
Wallaceodoxa raja-ampat	NE	NE	NE	NE	0	0	0	0
Wallichia caryotoides	NE	NE	NE	NE	0	0	0	0
Wallichia disticha	NE	NE	NE	NE	0	0	0	0
Wallichia gracilis	NE	NE	NE	NE	0	0	0	0
Wallichia lidiae	NE	NE	NE	NE	0	0	0	0
Wallichia marianneae	NE	NE	NE	NE	0	0	0	0
Wallichia nana	NE	NE	NE	NE	0	0	0	0
Wallichia oblongifolia	NE	NE	NE	NE	0	0	0	0
Wallichia triandra	LC	NE	Not Threatened	NE	1	0	1	0
Washingtonia filifera	NT	NE	Not Threatened	NE	1	0	1	0
Washingtonia robusta	NE	NE	NE	NE	0	0	0	0
Welfia alfredii	NE	NE	NE	NE	0	0	0	0
Welfia regia	NE	NE	NE	NE	0	0	0	0
Wendlandiella gracilis	NE	NE	Possibly Threatened	NE	0	0	3	0
Wettinia aequalis	NE	NE	NE	NE	0	0	0	0
Wettinia aequatorialis	VU	NE	Threatened	NE	1	0	1	0
Wettinia anomala	LC	NE	Not Threatened	NE	1	0	1	0
Wettinia augusta	NE	NE	Possibly Threatened	NE	0	0	1	0
Wettinia castanea	NE	NT	Possibly Threatened	Possibly Threatened	0	1	1	1
Wettinia disticha	LC	NE	Not Threatened	NE	1	0	1	0
Wettinia drudei	LC	NE	Not Threatened	NE	1	0	1	0
Wettinia fascicularis	LC	NE	Not Threatened	NE	1	0	1	0
Wettinia hirsuta	EN	NE	Threatened	NE	1	0	1	0
Wettinia kalbreyeri	LC	NE	Not Threatened	NE	1	0	1	0
Wettinia lanata	NE	NE	Possibly Threatened	NE	0	0	1	0
Wettinia longipetala	VU	NE	Threatened	NE	1	0	1	0
Wettinia maynensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Wettinia microcarpa	NE	NE	Threatened	NE	0	0	1	0
Wettinia minima	EN	NE	Threatened	Threatened	1	0	1	1
Wettinia oxycarpa	NE	NE	NE	NE	0	0	0	0
Wettinia panamensis	NE	NE	NE	NE	0	0	0	0
Wettinia praemorsa	NE	NE	NE	NE	0	0	0	0
Wettinia quinaria	NE	NE	NE	NE	0	0	0	0
Wettinia radiata	NE	NE	NE	NE	0	0	0	0
Wettinia verruculosa	NE	NE	NE	NE	0	0	0	0
Wodyetia bifurcata	NT	NE	Possibly Threatened	NE	1	0	1	0
Zombia antillarum	NE	NE	NE	NE	0	0	0	0
