"taxa"	"EOO"	"AOO"	"Nbe_unique_occ."	"Nbe_subPop"	"Nbe_loc"	"EOO2"	"NOP"	"MER"	"EOOkm2"	"AOO2km"	"EOOcat"	"AOOcat"	"EOO_rCAT_conR2"
"Calamus ater"	162438	44	14	11	11	162438	"14"	"294751.349973981"	"162338.528876414"	"48"	"LC"	"EN"	"162338.528876414"
"Calamus australis"	307750	248	71	42	51	307750	"71"	"1186927.1508905"	"322483.015543436"	"252"	"LC"	"EN"	"322483.015543436"
"Calamus axillaris"	708453	40	11	10	10	708453	"11"	"1608133.94794823"	"697656.77134691"	"44"	"LC"	"EN"	"697656.77134691"
"Calamus bachmaensis"	8	8	3	2	2	4	"3"	"110.419646095338"	"3.74687273626661"	"8"	"CR"	"CR"	"3.74687273626661"
"Calamus bacularis"	18450	40	12	6	7	18450	"12"	"82088.7646520347"	"18428.8165705525"	"44"	"VU"	"EN"	"18428.8165705525"
"Calamus baiyerensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus balingensis"	10686	20	5	5	5	10686	"5"	"49758.5968544948"	"10732.9518335005"	"20"	"VU"	"EN"	"10732.9518335005"
"Calamus banggiensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus bankae"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus barbatus"	138226	28	8	6	6	138226	"8"	"1226706.56357878"	"136156.820531572"	"28"	"LC"	"EN"	"136156.820531572"
"Calamus barfodii"	146	12	3	2	2	146	"3"	"1715.47781483968"	"145.922374368397"	"12"	"EN"	"EN"	"145.922374368397"
"Calamus beccarii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus beguinii"	NA	4	2	1	1	NA	"2"	"1.23078601498704"	"0"	"8"	"CR"	"CR"	NA
"Calamus bousigonii"	453698	96	31	17	20	453698	"31"	"1124914.90860711"	"455529.706554028"	"104"	"LC"	"EN"	"455529.706554028"
"Calamus brachypodus"	44843	12	3	3	3	44843	"3"	"295941.164922754"	"44959.2809910141"	"12"	"LC"	"EN"	"44959.2809910141"
"Calamus brevicaulis"	95	16	4	2	2	95	"4"	"412.58187936332"	"95.1116388456917"	"16"	"CR"	"EN"	"95.1116388456917"
"Calamus bulubabi"	NA	8	2	2	2	NA	"2"	"67179.9017159694"	"0"	"8"	"CR"	"CR"	NA
"Calamus caesius"	1253355	220	64	41	44	1253355	"64"	"1811705.19152249"	"1246774.71395785"	"220"	"LC"	"EN"	"1246774.71395785"
"Calamus calapparius"	NA	8	2	2	2	NA	"2"	"144245.945703643"	"0"	"8"	"CR"	"CR"	NA
"Calamus calicarpus"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus calospathus"	268	12	3	3	3	268	"3"	"2048.67977720561"	"268.081665976648"	"12"	"EN"	"EN"	"268.081665976648"
"Calamus capillosus"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus caryotoides"	20160	20	5	3	3	20160	"5"	"115533.552325945"	"19716.4225623415"	"20"	"VU"	"EN"	"19716.4225623415"
"Calamus castaneus"	455104	92	24	21	21	455104	"24"	"1064163.71565109"	"460206.508307377"	"92"	"LC"	"EN"	"460206.508307377"
"Calamus centralis"	2206	24	11	4	4	2206	"11"	"22738.2827318596"	"2203.37554826227"	"24"	"EN"	"EN"	"2203.37554826227"
"Calamus ceratophorus"	13	12	4	2	2	13	"4"	"280.810881135385"	"13.3378712898521"	"12"	"CR"	"EN"	"13.3378712898521"
"Calamus cheirophyllus"	53	12	3	2	2	53	"3"	"1115.51915702924"	"53.2122149174976"	"12"	"CR"	"EN"	"53.2122149174976"
"Calamus collarifer"	62187	64	16	15	15	62187	"16"	"170907.867129668"	"62039.0235552803"	"64"	"LC"	"EN"	"62039.0235552803"
"Calamus comptus"	99395	68	20	12	14	99395	"20"	"384106.356658716"	"98966.6310282429"	"76"	"LC"	"EN"	"98966.6310282429"
"Calamus concinnus"	37913	24	6	6	6	37913	"6"	"85176.9987545227"	"37905.4689713207"	"24"	"LC"	"EN"	"37905.4689713207"
"Calamus concolor"	401583	152	45	28	32	401583	"45"	"812781.354535786"	"401233.517660572"	"160"	"LC"	"EN"	"401233.517660572"
"Calamus conirostris"	625173	112	34	23	25	625173	"34"	"1245401.65929614"	"621680.103540164"	"124"	"LC"	"EN"	"621680.103540164"
"Calamus conjugatus"	29	12	4	2	2	29	"4"	"63.9831895518291"	"28.9154726416264"	"12"	"CR"	"EN"	"28.9154726416264"
"Calamus conspectus"	11743	36	12	5	5	11743	"12"	"30888.1024223156"	"11733.7472951138"	"36"	"VU"	"EN"	"11733.7472951138"
"Calamus convallium"	275313	72	23	14	15	275313	"23"	"630673.512172021"	"274949.600496938"	"84"	"LC"	"EN"	"274949.600496938"
"Calamus crassifolius"	8	8	3	2	2	7	"3"	"472.502128149308"	"7.38284575233221"	"12"	"CR"	"EN"	"7.38284575233221"
"Calamus cristatus"	266507	60	16	10	11	266507	"16"	"502816.498968643"	"266288.811943927"	"60"	"LC"	"EN"	"266288.811943927"
"Calamus croftii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus curranii"	6608	28	7	6	7	6608	"7"	"45291.6535696077"	"6558.01391704641"	"28"	"VU"	"EN"	"6558.01391704641"
"Calamus cuthbertsonii"	14778	60	16	12	13	14778	"16"	"45345.6150848469"	"14788.0976646489"	"64"	"VU"	"EN"	"14788.0976646489"
"Calamus dasyacanthus"	195233	28	9	5	5	195233	"9"	"662522.169477997"	"195552.363024041"	"32"	"LC"	"EN"	"195552.363024041"
"Calamus deerratus"	2991946	136	38	31	33	2991946	"38"	"6378790.9999506"	"2820120.17384735"	"140"	"LC"	"EN"	"2820120.17384735"
"Calamus densiflorus"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus depauperatus"	250022	40	10	8	9	250022	"10"	"768974.978442017"	"249650.607008175"	"40"	"LC"	"EN"	"249650.607008175"
"Calamus depressiusculus"	46123	20	5	5	5	46123	"5"	"230155.731426909"	"46093.9125370147"	"20"	"LC"	"EN"	"46093.9125370147"
"Calamus dianbaiensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus didymocarpus"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus didymophyllus"	2185658	276	77	62	64	2185658	"77"	"3143040.90066748"	"2169369.54614306"	"276"	"LC"	"EN"	"2169369.54614306"
"Calamus diepenhorstii"	894795	140	37	30	32	894795	"37"	"1479301.28464844"	"882408.97111393"	"144"	"LC"	"EN"	"882408.97111393"
"Calamus dioicus"	24483	20	6	5	5	24483	"6"	"37499.9303477201"	"24388.0699701268"	"24"	"NT"	"EN"	"24388.0699701268"
"Calamus discolor"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus distentus"	63	12	4	3	3	63	"4"	"25488.6733301458"	"68.8814797255135"	"12"	"CR"	"EN"	"68.8814797255135"
"Calamus divaricatus"	263576	84	24	18	18	263576	"24"	"585329.877361247"	"262869.864105848"	"88"	"LC"	"EN"	"262869.864105848"
"Calamus dongnaiensis"	51924	16	5	3	4	51924	"5"	"227863.647660523"	"50971.4408557254"	"16"	"LC"	"EN"	"50971.4408557254"
"Calamus draco"	NA	8	2	2	2	NA	"2"	"155830.149035314"	"0"	"8"	"CR"	"CR"	NA
"Calamus dumetosus"	239119	48	15	10	11	239119	"15"	"420123.594146915"	"238883.910047851"	"52"	"LC"	"EN"	"238883.910047851"
"Calamus egregius"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calamus elongatus"	167083	68	22	11	12	167083	"22"	"372770.439357663"	"166841.477024731"	"76"	"LC"	"EN"	"166841.477024731"
"Calamus erectus"	155437	28	10	6	6	155437	"10"	"576166.703959533"	"152626.285940166"	"32"	"LC"	"EN"	"152626.285940166"
"Calamus erinaceus"	975043	32	9	8	8	975043	"9"	"1273823.11132702"	"963751.387594852"	"36"	"LC"	"EN"	"963751.387594852"
"Calamus erioacanthus"	759086	148	43	23	27	759086	"43"	"1448833.07426306"	"755693.236177661"	"160"	"LC"	"EN"	"755693.236177661"
"Calamus erythrocarpus"	NA	8	2	2	2	NA	"2"	"0"	"0"	"8"	"CR"	"CR"	NA
"Calamus essigii"	15	12	5	2	2	15	"5"	"107.642003610543"	"15.3840065728245"	"16"	"CR"	"EN"	"15.3840065728245"
"Calamus eugenei"	56309	56	21	11	12	56309	"21"	"275804.27378127"	"58339.1830032822"	"60"	"LC"	"EN"	"58339.1830032822"
"Calamus exilis"	728039	88	25	20	20	728039	"25"	"1167403.08731093"	"725616.45123173"	"96"	"LC"	"EN"	"725616.45123173"
"Calamus fertilis"	653199	64	22	16	16	653199	"22"	"1218305.6168592"	"653572.631244116"	"72"	"LC"	"EN"	"653572.631244116"
"Calamus filispadix"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
