"taxa"	"EOO"	"AOO"	"Nbe_unique_occ."	"Nbe_subPop"	"Nbe_loc"	"EOO2"	"NOP"	"MER"	"EOOkm2"	"AOO2km"	"EOOcat"	"AOOcat"	"EOO_rCAT_conR2"
"Oenocarpus mapora"	4041019	1468	455	195	250	4041019	"455"	"6924010.85661102"	"4025916.98220326"	"1488"	"LC"	"VU"	"4025916.98220326"
"Oenocarpus minor"	2156079	320	88	59	68	2156079	"88"	"4356110.93707564"	"2136786.9884448"	"316"	"LC"	"EN"	"2136786.9884448"
"Oenocarpus simplex"	NA	4	2	1	1	0	"2"	"0.970188258876371"	"0"	"8"	"CR"	"CR"	"0"
"Oncocalamus macrospathus"	92365	20	7	5	5	92365	"7"	"183024.219393053"	"92338.491182149"	"20"	"LC"	"EN"	"92338.491182149"
"Oncocalamus mannii"	60311	84	26	16	17	60311	"26"	"136288.380491727"	"60290.712780495"	"92"	"LC"	"EN"	"60290.712780495"
"Oncocalamus tuleyi"	7557	56	17	11	13	7557	"17"	"12541.19918608"	"7554.73007212271"	"68"	"VU"	"EN"	"7554.73007212271"
"Oncocalamus wrightianus"	8	8	4	1	1	0	"4"	"0.77417148400146"	"0.455317067588985"	"8"	"CR"	"CR"	"0.455317067588985"
"Oncosperma gracilipes"	NA	8	2	2	2	NA	"2"	"34034.5191924069"	"0"	"8"	"CR"	"CR"	NA
"Oncosperma horridum"	2814832	92	24	23	23	2814832	"24"	"3591828.03920816"	"2789430.60445884"	"92"	"LC"	"EN"	"2789430.60445884"
"Oncosperma tigillarium"	2111302	36	10	8	9	2111302	"10"	"3505307.30298198"	"2096931.25287816"	"36"	"LC"	"EN"	"2096931.25287816"
"Orania archboldiana"	58558	24	12	6	6	58558	"12"	"114188.801821905"	"58487.8887902"	"32"	"LC"	"EN"	"58487.8887902"
"Orania bakeri"	NA	4	2	1	1	NA	"2"	"0"	"0"	"8"	"CR"	"CR"	NA
"Orania dafonsoroensis"	NA	4	2	1	1	NA	"2"	"0"	"0"	"8"	"CR"	"CR"	NA
"Orania decipiens"	20563	12	3	3	3	20563	"3"	"214865.507823712"	"21307.380791559"	"12"	"NT"	"EN"	"21307.380791559"
"Orania deflexa"	NA	4	2	1	1	NA	"2"	"0.140724489917705"	"0"	"8"	"CR"	"CR"	NA
"Orania disticha"	95574	36	12	7	8	95574	"12"	"1040745.30331028"	"90573.0063226912"	"40"	"LC"	"EN"	"90573.0063226912"
"Orania ferruginea"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Orania gagavu"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Orania glauca"	61	8	3	2	2	61	"3"	"9451.45923603563"	"60.9070086819229"	"8"	"CR"	"CR"	"60.9070086819229"
"Orania grandiflora"	NA	4	2	1	1	NA	"2"	"1.22730356954293"	"0"	"8"	"CR"	"CR"	NA
"Orania lauterbachiana"	567527	68	19	17	17	567527	"19"	"2043886.8502909"	"561236.774396647"	"72"	"LC"	"EN"	"561236.774396647"
"Orania littoralis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Orania longisquama"	171172	84	31	16	17	171172	"31"	"401993.478169177"	"168490.995742841"	"88"	"LC"	"EN"	"168490.995742841"
"Orania longistaminodia"	140	8	4	2	2	140	"4"	"94818.8341463208"	"138.659356041111"	"16"	"EN"	"EN"	"138.659356041111"
"Orania macropetala"	91370	36	10	8	8	91370	"10"	"846128.092771558"	"89146.5036599566"	"36"	"LC"	"EN"	"89146.5036599566"
"Orania micrantha"	9065	12	3	3	3	9065	"3"	"120774.131707448"	"9017.59916048227"	"12"	"VU"	"EN"	"9017.59916048227"
"Orania oreophila"	NA	8	2	2	2	NA	"2"	"159.068120795947"	"0"	"8"	"CR"	"CR"	NA
"Orania palindan"	1275666	52	16	12	12	1275666	"16"	"4228660.52780253"	"1236426.23752998"	"56"	"LC"	"EN"	"1236426.23752998"
"Orania paraguanensis"	NA	8	2	2	2	NA	"2"	"16081.6327640014"	"0"	"8"	"CR"	"CR"	NA
"Orania ravaka"	10141	48	14	8	9	10141	"14"	"17361.1345450798"	"10140.2043694373"	"52"	"VU"	"EN"	"10140.2043694373"
"Orania regalis"	60796	24	9	5	5	60796	"9"	"186055.745292926"	"60692.4212103669"	"20"	"LC"	"EN"	"60692.4212103669"
"Orania subdisticha"	NA	4	2	1	1	NA	"2"	"0"	"0"	"4"	"CR"	"CR"	NA
"Orania sylvicola"	600301	24	8	6	6	600301	"8"	"1696121.94360204"	"596244.254397284"	"24"	"LC"	"EN"	"596244.254397284"
"Orania tabubilensis"	NA	4	2	1	1	NA	"2"	"1.2259666282043"	"0"	"8"	"CR"	"CR"	NA
"Orania timikae"	NA	4	2	1	1	NA	"2"	"36.8255702727265"	"0"	"8"	"CR"	"CR"	NA
"Orania trispatha"	28789	64	17	11	13	28789	"17"	"245982.911642567"	"28685.7453844463"	"68"	"NT"	"EN"	"28685.7453844463"
"Orania zonae"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Oraniopsis appendiculata"	8372	92	29	10	13	8372	"29"	"15969.6004042965"	"8375.84981406129"	"96"	"VU"	"EN"	"8375.84981406129"
"Parajubaea cocoides"	104174	16	5	4	4	104174	"5"	"498723.59900603"	"104052.641280891"	"16"	"LC"	"EN"	"104052.641280891"
"Parajubaea sunkha"	78	16	4	3	3	78	"4"	"168.77036627198"	"78.278300769906"	"16"	"CR"	"EN"	"78.278300769906"
"Parajubaea torallyi"	1638	28	10	4	4	1638	"10"	"15211.0124622074"	"1619.42524902718"	"32"	"EN"	"EN"	"1619.42524902718"
"Phoenicophorium borsigianum"	NA	8	2	2	2	184	"2"	"1077.43818185715"	"0"	"8"	"CR"	"CR"	"184"
"Phoenix atlantica"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Phoenix caespitosa"	44758	28	7	7	7	44758	"7"	"152362.505425503"	"44646.9135475772"	"28"	"LC"	"EN"	"44646.9135475772"
"Phoenix canariensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Phoenix dactylifera"	30255116	784	223	112	141	30255116	"223"	"56969797.9225945"	"33079609.1558345"	"792"	"LC"	"VU"	"33079609.1558345"
"Phoenix loureiroi"	4126348	184	48	44	45	4126348	"48"	"8671339.85993447"	"3904779.06567737"	"188"	"LC"	"EN"	"3904779.06567737"
"Phoenix paludosa"	420534	40	11	9	9	420534	"11"	"798987.108827785"	"420848.496290264"	"40"	"LC"	"EN"	"420848.496290264"
"Phoenix reclinata"	68882694	1136	327	226	253	68882694	"327"	"134890071.052897"	"53975037.1775785"	"1156"	"LC"	"VU"	"53975037.1775785"
"Phoenix roebelenii"	143310	12	3	3	3	143310	"3"	"311619.323218615"	"149942.162043988"	"12"	"LC"	"EN"	"149942.162043988"
"Phoenix theophrasti"	621	20	8	2	3	621	"8"	"2064.41351487303"	"618.055243007172"	"24"	"EN"	"EN"	"618.055243007172"
"Pholidocarpus ihur"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pholidocarpus macrocarpus"	2884	12	3	3	3	2884	"3"	"9345.56693351228"	"2881.13410870736"	"12"	"EN"	"EN"	"2881.13410870736"
"Pholidocarpus majadum"	9845	12	5	3	3	9845	"5"	"24787.1242789061"	"9875.49723662213"	"20"	"VU"	"EN"	"9875.49723662213"
"Pholidocarpus sumatranus"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pholidostachys dactyloides"	294243	256	85	39	49	294243	"85"	"702917.587621872"	"294304.731340993"	"256"	"LC"	"EN"	"294304.731340993"
"Pholidostachys kalbreyeri"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pholidostachys occidentalis"	22977	28	8	5	6	22977	"8"	"58951.6915219305"	"22971.9069281404"	"32"	"NT"	"EN"	"22971.9069281404"
"Pholidostachys panamensis"	4044	48	18	5	7	4044	"18"	"20642.9048306301"	"4050.77332433923"	"52"	"EN"	"EN"	"4050.77332433923"
"Pholidostachys sanluisensis"	1464	16	4	4	4	1464	"4"	"3393.70259579027"	"1462.50369833695"	"16"	"EN"	"EN"	"1462.50369833695"
"Pholidostachys synanthera"	1431364	596	191	97	114	1431364	"191"	"2501543.66632142"	"1429855.03334787"	"592"	"LC"	"VU"	"1429855.03334787"
"Physokentia avia"	150	16	4	3	3	150	"4"	"1843.7365422583"	"150.071579021016"	"16"	"EN"	"EN"	"150.071579021016"
"Physokentia insolita"	4364	12	4	3	3	4364	"4"	"32556.828013517"	"4384.87907702253"	"12"	"EN"	"EN"	"4384.87907702253"
"Phytelephas aequatorialis"	50183	132	38	22	26	50183	"38"	"93580.0964007201"	"50180.8614675337"	"140"	"LC"	"EN"	"50180.8614675337"
"Phytelephas macrocarpa"	1869811	624	189	89	115	1869811	"189"	"3563801.85281078"	"1871402.73673161"	"664"	"LC"	"VU"	"1871402.73673161"
"Phytelephas tenuicaulis"	183583	348	116	34	50	183583	"116"	"322307.095986865"	"183606.017088475"	"364"	"LC"	"EN"	"183606.017088475"
"Phytelephas tumacana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pigafetta filaris"	154337	32	9	7	7	154337	"9"	"410373.725894742"	"154256.221027274"	"36"	"LC"	"EN"	"154256.221027274"
"Pinanga acuminata"	970	12	4	3	3	970	"4"	"9297.46043722491"	"954.078277302095"	"12"	"EN"	"EN"	"954.078277302095"
"Pinanga adangensis"	1092	12	3	3	3	1092	"3"	"37680.9511629291"	"1115.51311412869"	"12"	"EN"	"EN"	"1115.51311412869"
"Pinanga albescens"	390083	64	16	14	14	390083	"16"	"844220.147431275"	"390006.477968765"	"64"	"LC"	"EN"	"390006.477968765"
"Pinanga angustisecta"	47998	20	5	5	5	47998	"5"	"214367.128272314"	"47870.0769294315"	"20"	"LC"	"EN"	"47870.0769294315"
"Pinanga annamensis"	4392	16	7	3	3	4392	"7"	"16309.9322943578"	"4440.74355653279"	"20"	"EN"	"EN"	"4440.74355653279"
"Pinanga arinasae"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pinanga aristata"	353122	80	21	19	20	353122	"21"	"740969.842499249"	"352331.263170681"	"80"	"LC"	"EN"	"352331.263170681"
"Pinanga auriculata"	1280501	80	22	18	18	1280501	"22"	"2842497.22883016"	"1257747.55546292"	"84"	"LC"	"EN"	"1257747.55546292"
"Pinanga baviensis"	750360	124	41	28	30	750360	"41"	"1476055.31962763"	"753977.101853488"	"132"	"LC"	"EN"	"753977.101853488"
"Pinanga bicolana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pinanga brevipes"	166658	56	14	12	13	166658	"14"	"466232.608465736"	"166643.854113604"	"56"	"LC"	"EN"	"166643.854113604"
"Pinanga caesia"	80943	48	14	12	12	80943	"14"	"301909.34687589"	"80903.2661757069"	"56"	"LC"	"EN"	"80903.2661757069"
"Pinanga capitata"	109124	124	33	16	20	109124	"33"	"316748.99585859"	"109044.387180204"	"124"	"LC"	"EN"	"109044.387180204"
"Pinanga cattienensis"	NA	4	2	1	1	NA	"2"	"0.134123302869405"	"0"	"8"	"CR"	"CR"	NA
"Pinanga celebica"	NA	8	2	2	2	NA	"2"	"224571.464059515"	"0"	"8"	"CR"	"CR"	NA
"Pinanga chaiana"	12531	32	8	6	6	12531	"8"	"55434.7600608074"	"12544.2250846265"	"32"	"VU"	"EN"	"12544.2250846265"
"Pinanga copelandii"	165953	32	8	7	7	165953	"8"	"307169.663710946"	"165187.526628895"	"32"	"LC"	"EN"	"165187.526628895"
"Pinanga coronata"	33423	24	6	6	6	33423	"6"	"226077.913561232"	"33214.5474128306"	"24"	"LC"	"EN"	"33214.5474128306"
"Pinanga crassipes"	26671	28	7	6	6	26671	"7"	"262219.300803797"	"26889.8138701216"	"28"	"NT"	"EN"	"26889.8138701216"
"Pinanga cucullata"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pinanga cupularis"	7786	20	7	4	4	7786	"7"	"17909.0026144257"	"7766.24476965676"	"20"	"VU"	"EN"	"7766.24476965676"
"Pinanga curranii"	308	12	3	2	3	308	"3"	"4853.52723188826"	"307.535629545906"	"12"	"EN"	"EN"	"307.535629545906"
"Pinanga declinata"	15432	56	19	7	10	15432	"19"	"38740.936936124"	"15480.857932383"	"60"	"VU"	"EN"	"15480.857932383"
"Pinanga densiflora"	47653	24	6	6	6	47653	"6"	"636619.124984663"	"47678.8643739066"	"24"	"LC"	"EN"	"47678.8643739066"
"Pinanga disticha"	188845	48	12	12	12	188845	"12"	"615714.05475822"	"189989.111453798"	"48"	"LC"	"EN"	"189989.111453798"
"Pinanga dumetosa"	57467	60	16	10	12	57467	"16"	"189248.589373205"	"57416.8991158682"	"64"	"LC"	"EN"	"57416.8991158682"
"Pinanga geonomiformis"	3502	12	3	3	3	3502	"3"	"7034.16670517981"	"3495.56993160155"	"12"	"EN"	"EN"	"3495.56993160155"
"Pinanga glaucescens"	531	12	3	3	3	531	"3"	"3919.2607606795"	"530.510859222508"	"12"	"EN"	"EN"	"530.510859222508"
"Pinanga gracilis"	1342	16	6	3	3	1342	"6"	"4367.46649823528"	"1346.67936475816"	"20"	"EN"	"EN"	"1346.67936475816"
"Pinanga heterophylla"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pinanga humilis"	NA	4	2	1	1	NA	"2"	"0"	"0"	"8"	"CR"	"CR"	NA
"Pinanga insignis"	312697	36	9	9	9	312697	"9"	"622431.714203077"	"311950.727724396"	"36"	"LC"	"EN"	"311950.727724396"
"Pinanga isabelensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pinanga javana"	NA	8	2	2	2	NA	"2"	"224281.526396902"	"0"	"8"	"CR"	"CR"	NA
"Pinanga keahii"	188519	24	6	5	5	188519	"6"	"399391.181582375"	"188495.074744362"	"24"	"LC"	"EN"	"188495.074744362"
"Pinanga kontumensis"	8	8	4	1	1	1	"4"	"7.18572434861983"	"0.622140636244655"	"8"	"CR"	"CR"	"0.622140636244655"
"Pinanga latisecta"	8143	12	3	3	3	8143	"3"	"66182.9911278426"	"8180.08697346912"	"12"	"VU"	"EN"	"8180.08697346912"
"Pinanga lepidota"	95955	152	39	31	34	95955	"39"	"374847.77060643"	"95868.5594806017"	"156"	"LC"	"EN"	"95868.5594806017"
"Pinanga ligulata"	NA	8	2	2	2	NA	"2"	"106192.81598084"	"0"	"8"	"CR"	"CR"	NA
"Pinanga limosa"	1073659	20	5	5	5	1073659	"5"	"2214191.44666157"	"1067569.75084393"	"20"	"LC"	"EN"	"1067569.75084393"
"Pinanga maculata"	85951	56	14	13	13	85951	"14"	"154124.695964637"	"85739.8532915418"	"56"	"LC"	"EN"	"85739.8532915418"
"Pinanga malaiana"	353697	56	14	14	14	353697	"14"	"787526.310232348"	"353302.494210424"	"56"	"LC"	"EN"	"353302.494210424"
"Pinanga minuta"	141129	32	8	8	8	141129	"8"	"263429.319794197"	"137967.029286336"	"32"	"LC"	"EN"	"137967.029286336"
"Pinanga mirabilis"	300513	52	14	12	12	300513	"14"	"1226992.24577476"	"298507.727348475"	"52"	"LC"	"EN"	"298507.727348475"
"Pinanga modesta"	1073	12	3	3	3	1073	"3"	"12892.9114588846"	"1072.52192923989"	"12"	"EN"	"EN"	"1072.52192923989"
"Pinanga mooreana"	37793	80	21	14	16	37793	"21"	"202610.868539355"	"37812.8266116877"	"80"	"LC"	"EN"	"37812.8266116877"
"Pinanga nuichuensis"	NA	4	2	1	1	NA	"2"	"0"	"0"	"8"	"CR"	"CR"	NA
"Pinanga pachyphylla"	935	12	3	3	3	935	"3"	"4956.45030146733"	"934.846396877685"	"12"	"EN"	"EN"	"934.846396877685"
"Pinanga paradoxa"	1649	16	4	4	4	1649	"4"	"2393.9757955021"	"1649.28516148487"	"16"	"EN"	"EN"	"1649.28516148487"
"Pinanga patula"	531782	48	13	12	12	531782	"13"	"920757.790369113"	"530143.271171335"	"52"	"LC"	"EN"	"530143.271171335"
"Pinanga philippinensis"	139251	72	18	14	17	139251	"18"	"407824.381396636"	"139262.051234132"	"72"	"LC"	"EN"	"139262.051234132"
"Pinanga pilosa"	40422	84	22	8	12	40422	"22"	"422832.359269942"	"39792.9009157404"	"84"	"LC"	"EN"	"39792.9009157404"
"Pinanga plicata"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pinanga quadrijuga"	105	12	5	3	2	105	"5"	"362.16588046763"	"104.630079674963"	"16"	"EN"	"EN"	"104.630079674963"
"Pinanga ridleyana"	76376	32	8	6	6	76376	"8"	"201796.628284645"	"76160.6961853398"	"32"	"LC"	"EN"	"76160.6961853398"
"Pinanga rigida"	NA	8	2	2	2	NA	"2"	"1431.79957156367"	"0"	"8"	"CR"	"CR"	NA
"Pinanga riparia"	210835	20	5	5	5	210835	"5"	"408179.12368684"	"209568.593801514"	"20"	"LC"	"EN"	"209568.593801514"
"Pinanga rivularis"	4171	40	11	7	7	4171	"11"	"20388.2767190092"	"4167.30496726064"	"44"	"EN"	"EN"	"4167.30496726064"
"Pinanga rumphiana"	1299246	92	34	21	21	1299246	"34"	"2238569.08025869"	"1279886.04451801"	"92"	"LC"	"EN"	"1279886.04451801"
"Pinanga rupestris"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pinanga salicifolia"	327020	132	34	26	28	327020	"34"	"662682.525820766"	"326343.333409293"	"136"	"LC"	"EN"	"326343.333409293"
"Pinanga sclerophylla"	NA	8	2	2	2	NA	"2"	"293.16194728961"	"0"	"8"	"CR"	"CR"	NA
"Pinanga scortechinii"	5400	24	6	6	6	5400	"6"	"7140.90969561647"	"5398.36582329802"	"24"	"VU"	"EN"	"5398.36582329802"
"Pinanga sessilifolia"	108007	24	6	6	6	108007	"6"	"309617.324634433"	"107985.020740208"	"24"	"LC"	"EN"	"107985.020740208"
"Pinanga simplicifrons"	930695	100	26	23	24	930695	"26"	"1224323.48926082"	"926759.831400775"	"104"	"LC"	"EN"	"926759.831400775"
"Pinanga speciosa"	44303	16	4	4	4	44303	"4"	"113787.001283414"	"44100.3608855714"	"16"	"LC"	"EN"	"44100.3608855714"
"Pinanga stricta"	NA	8	2	2	2	NA	"2"	"47.8470353952528"	"0"	"8"	"CR"	"CR"	NA
"Pinanga stylosa"	NA	8	2	2	2	NA	"2"	"38755.4384789949"	"0"	"8"	"CR"	"CR"	NA
"Pinanga subintegra"	115364	40	11	10	10	115364	"11"	"345825.37223375"	"115564.128408474"	"40"	"LC"	"EN"	"115564.128408474"
"Pinanga sylvestris"	1018513	68	19	16	17	1018513	"19"	"1724011.22440921"	"1016942.93444608"	"68"	"LC"	"EN"	"1016942.93444608"
"Pinanga tenacinervis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pinanga tenella"	116716	80	21	16	17	116716	"21"	"316122.51568148"	"116735.714345366"	"80"	"LC"	"EN"	"116735.714345366"
"Pinanga tomentella"	139705	48	13	11	11	139705	"13"	"358448.369790793"	"139597.466815263"	"48"	"LC"	"EN"	"139597.466815263"
"Pinanga tomentosa"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pinanga trichoneura"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pinanga variegata"	493779	84	23	19	19	493779	"23"	"799730.100595519"	"493008.487158559"	"88"	"LC"	"EN"	"493008.487158559"
"Pinanga veitchii"	13218	28	7	5	5	13218	"7"	"184485.340365708"	"13315.8736071263"	"28"	"VU"	"EN"	"13315.8736071263"
"Pinanga versicolor"	18448	24	6	4	5	18448	"6"	"117974.694093067"	"19044.7663385702"	"24"	"VU"	"EN"	"19044.7663385702"
"Pinanga woodiana"	NA	8	2	2	2	NA	"2"	"323959.908617232"	"0"	"8"	"CR"	"CR"	NA
"Pinanga yassinii"	8	8	3	1	1	0	"3"	"10.9140756641292"	"0.341075212985158"	"8"	"CR"	"CR"	"0.341075212985158"
"Plectocomia elmeri"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Plectocomia elongata"	4068927	88	26	21	21	4068927	"26"	"7462214.21074202"	"4044038.41017378"	"92"	"LC"	"EN"	"4044038.41017378"
"Plectocomia himalayana"	NA	8	2	2	2	NA	"2"	"96062.0685050223"	"0"	"8"	"CR"	"CR"	NA
"Plectocomia microstachys"	5599	12	3	3	3	5599	"3"	"86905.6069352952"	"5556.61185580931"	"12"	"VU"	"EN"	"5556.61185580931"
"Plectocomia mulleri"	737124	108	30	25	25	737124	"30"	"1585865.11966058"	"733858.38722"	"116"	"LC"	"EN"	"733858.38722"
"Plectocomia pierreana"	460912	84	25	20	21	460912	"25"	"722647.91552433"	"460464.486818878"	"88"	"LC"	"EN"	"460464.486818878"
"Plectocomiopsis geminiflora"	2596317	200	58	43	44	2596317	"58"	"4635574.19366125"	"2584800.49413454"	"204"	"LC"	"EN"	"2584800.49413454"
"Plectocomiopsis mira"	932570	80	24	17	17	932570	"24"	"1553714.41570681"	"925840.558093102"	"88"	"LC"	"EN"	"925840.558093102"
"Plectocomiopsis songthanhensis"	NA	8	2	2	2	NA	"2"	"217.92258410225"	"0"	"8"	"CR"	"CR"	NA
"Plectocomiopsis triquetra"	46311	36	10	6	7	46311	"10"	"146524.1780382"	"46366.8495395049"	"36"	"LC"	"EN"	"46366.8495395049"
"Podococcus acaulis"	13330	60	20	9	10	13330	"20"	"30503.5832645036"	"13328.0659559366"	"64"	"VU"	"EN"	"13328.0659559366"
"Podococcus barteri"	95115	136	36	26	28	95115	"36"	"135558.019844647"	"95105.1760362588"	"140"	"LC"	"EN"	"95105.1760362588"
"Ponapea hentyi"	325	12	3	3	3	325	"3"	"16057.128512373"	"343.276620027041"	"12"	"EN"	"EN"	"343.276620027041"
"Prestoea acuminata"	7338722	1096	356	168	210	7338722	"356"	"11359861.5536498"	"7299371.22990077"	"1096"	"LC"	"VU"	"7299371.22990077"
"Prestoea carderi"	1145457	108	36	20	22	1145457	"36"	"2516708.71312297"	"1144141.90647129"	"116"	"LC"	"EN"	"1144141.90647129"
"Prestoea decurrens"	941105	520	153	85	104	941105	"153"	"1834355.52766038"	"940597.672949142"	"540"	"LC"	"VU"	"940597.672949142"
"Prestoea ensiformis"	1303277	228	70	40	48	1303277	"70"	"2586004.39005936"	"1303786.53721999"	"232"	"LC"	"EN"	"1303786.53721999"
"Prestoea longepetiolata"	384744	208	66	25	36	384744	"66"	"1034520.56184753"	"377316.959162979"	"224"	"LC"	"EN"	"377316.959162979"
"Prestoea pubens"	75099	60	22	7	11	75099	"22"	"194340.679580129"	"75378.912760008"	"68"	"LC"	"EN"	"75378.912760008"
"Prestoea pubigera"	427	20	7	3	3	427	"7"	"21627.8148306149"	"429.002027257324"	"20"	"EN"	"EN"	"429.002027257324"
"Prestoea schultzeana"	1707493	552	176	77	102	1707493	"176"	"3824995.78311938"	"1704466.72339966"	"564"	"LC"	"VU"	"1704466.72339966"
"Prestoea simplicifolia"	7919	28	9	4	6	7919	"9"	"31164.4381370163"	"7927.25009921967"	"28"	"VU"	"EN"	"7927.25009921967"
"Prestoea tenuiramosa"	40517	28	12	5	5	40517	"12"	"379829.918498059"	"40323.7534993142"	"36"	"LC"	"EN"	"40323.7534993142"
"Pritchardia beccariana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pritchardia forbesiana"	NA	4	2	1	1	NA	"2"	"0.183154724692742"	"0"	"8"	"CR"	"CR"	NA
"Pritchardia glabrata"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pritchardia hillebrandii"	24	12	3	3	3	24	"3"	"556.800182634383"	"23.9591783822479"	"12"	"CR"	"EN"	"23.9591783822479"
"Pritchardia kahukuensis"	NA	4	2	1	1	NA	"2"	"0.0171943210000104"	"0"	"8"	"CR"	"CR"	NA
"Pritchardia maideniana"	1464	16	5	3	3	1464	"5"	"48945.2320662373"	"1396.64531874521"	"20"	"EN"	"EN"	"1396.64531874521"
"Pritchardia martii"	NA	8	2	2	2	NA	"2"	"695.032799946875"	"0"	"8"	"CR"	"CR"	NA
"Pritchardia minor"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pritchardia munroi"	NA	8	2	2	2	NA	"2"	"5295.51218611047"	"0"	"8"	"CR"	"CR"	NA
"Pritchardia napaliensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pritchardia pacifica"	NA	4	2	1	1	NA	"2"	"0"	"0"	"8"	"CR"	"CR"	NA
"Pritchardia waialealeana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pseudophoenix ekmanii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pseudophoenix lediniana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Pseudophoenix sargentii"	1443355	80	25	15	17	1443355	"25"	"2722781.82479523"	"1413176.8979961"	"80"	"LC"	"EN"	"1413176.8979961"
"Pseudophoenix vinifera"	2683	12	3	3	3	2683	"3"	"11012.8133520959"	"2697.32060818335"	"12"	"EN"	"EN"	"2697.32060818335"
"Ptychococcus lepidotus"	159113	56	15	9	11	159113	"15"	"393417.275520426"	"158525.220366763"	"52"	"LC"	"EN"	"158525.220366763"
"Ptychococcus paradoxus"	590726	92	31	18	19	590726	"31"	"1386833.07068488"	"588907.488511257"	"100"	"LC"	"EN"	"588907.488511257"
"Ptychosperma buabe"	NA	4	2	1	1	NA	"2"	"19.6601771463592"	"0"	"8"	"CR"	"CR"	NA
"Ptychosperma burretianum"	156	12	4	2	3	156	"4"	"1878.79728963789"	"155.835652643845"	"16"	"EN"	"EN"	"155.835652643845"
"Ptychosperma caryotoides"	80497	84	23	15	18	80497	"23"	"157233.629018255"	"80695.3525918189"	"88"	"LC"	"EN"	"80695.3525918189"
"Ptychosperma cuneatum"	1234	12	4	3	3	1234	"4"	"6583.79852399792"	"1233.34914935424"	"12"	"EN"	"EN"	"1233.34914935424"
"Ptychosperma furcatum"	2677	24	6	6	6	2677	"6"	"9462.93247700319"	"2686.49607137452"	"24"	"EN"	"EN"	"2686.49607137452"
"Ptychosperma gracile"	151205	24	8	6	6	151205	"8"	"281315.937262246"	"151316.087014713"	"24"	"LC"	"EN"	"151316.087014713"
"Ptychosperma lauterbachii"	95266	40	11	7	9	95266	"11"	"908989.134033426"	"91415.1437405243"	"40"	"LC"	"EN"	"91415.1437405243"
"Ptychosperma lineare"	4240	16	5	4	4	4240	"5"	"13033.8736389495"	"4238.66297017875"	"20"	"EN"	"EN"	"4238.66297017875"
"Ptychosperma macarthurii"	568000	36	9	8	8	568000	"9"	"1163572.05494943"	"566101.025311115"	"36"	"LC"	"EN"	"566101.025311115"
"Ptychosperma mambare"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Ptychosperma microcarpum"	2414	52	15	5	9	2414	"15"	"8610.463497363"	"2414.5972946521"	"52"	"EN"	"EN"	"2414.5972946521"
"Ptychosperma mooreanum"	31305	24	7	6	6	31305	"7"	"201903.17006715"	"31315.0981199364"	"28"	"LC"	"EN"	"31315.0981199364"
