Tree_name	Acc_name	NO_EXT	DO_CON	Americas	AfricaWAsia	EAsiaPacific	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	FruitColorDescription	MainFruitColors	Conspicuousness	AnimalFood	EnvironmentalUses	Fuels	GeneSources	HumanFood	InvertebrateFood	Materials	Medicines	Poisons	SocialUses
Phytelephas macrocarpa	Phytelephas macrocarpa	LC	LC	1	0	0	0	2	2	1	0	0	2	30	understorey	20	8.5	7	1.55	13	10	16	15.5	13	18	large	globose	yellowish-orange; brown	orange; brown	conspicuous	1	1	1	0	1	0	1	1	0	1
Phytelephas schottii	Phytelephas macrocarpa	LC	LC	1	0	0	0	2	2	1	0	0	2	30	understorey	20	8.5	7	1.55	13	10	16	15.5	13	18	large	globose	yellowish-orange; brown	orange; brown	conspicuous	1	1	1	0	1	0	1	1	0	1
Phytelephas seemannii	Phytelephas macrocarpa	LC	LC	1	0	0	0	2	2	1	0	0	2	30	understorey	20	8.5	7	1.55	13	10	16	15.5	13	18	large	globose	yellowish-orange; brown	orange; brown	conspicuous	1	1	1	0	1	0	1	1	0	1
Phytelephas tenuicaulis	Phytelephas tenuicaulis	LC	LC	1	0	0	0	0	1	0	0	0	7	10	canopy	20	7.76	5.5	2.36	7.5	6	9	NA	NA	NA	large	ovoid	brown	brown	cryptic	1	1	1	0	1	0	1	1	0	1
Phytelephas tumacana	Phytelephas tumacana	non-LC	non-LC	1	0	0	0	0	1	1	0	0	5	20	understorey	15	6	5	NA	7.5	7	8	12.5	10	15	large	NA	brown	brown	cryptic	0	1	0	0	0	0	1	0	0	0
Pigafetta elata	Pigafetta elata	LC	NA	0	0	1	0	0	1	1	0	1	40	40	canopy	NA	3	NA	0.75	0.9	NA	NA	0.7	NA	NA	small	NA	light brown scales	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pigafetta filaris	Pigafetta filaris	LC	LC	0	0	1	0	0	1	1	0	1	25	45	canopy	20	6	6	NA	1	0.8	1.2	0.65	0.6	0.7	small	globose	imbricate yellow to orange scales	yellow; orange	conspicuous	0	1	1	0	1	1	1	0	0	0
Pinanga acaulis	Pinanga acaulis	non-LC	NA	0	0	1	0	1	0	1	0	0	0.1	0	understorey	NA	0.9	0.9	0.22	1.2	NA	NA	0.7	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga acuminata	Pinanga acuminata	non-LC	non-LC	0	0	1	0	0	1	0	0	0	5	2	understorey	NA	0.7	0.7	NA	1.5	NA	NA	0.7	NA	NA	small	NA	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga adangensis	Pinanga adangensis	non-LC	NA	0	0	1	0	0	1	0	0	0	8	5	canopy	6	2	2	NA	1.55	1.3	1.8	1.05	0.9	1.2	small	ovoid	purple-black	purple; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga albescens	Pinanga albescens	LC	NA	0	0	1	0	0	1	2	0	0	1.5	1.5	understorey	NA	0.5	NA	0.22	4.5	NA	NA	5	NA	NA	large	ovoid	pale yellow; white; green; dark green	yellow; white; green	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga andamanensis	Pinanga andamanensis	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga angustisecta	Pinanga angustisecta	non-LC	NA	0	0	1	0	0	1	1	0	0	3	NA	understorey	NA	2.25	NA	NA	1.7	NA	NA	0.8	NA	NA	small	NA	red; pale reddish brown	red; brown	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga annamensis	Pinanga annamensis	non-LC	NA	0	0	1	0	0	1	0	0	0	5	3.5	understorey	6	1.2	1.2	NA	1.8	NA	NA	1.2	NA	NA	small	ovoid	pink or red	pink; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga arinasae	Pinanga arinasae	LC	LC	0	0	1	0	0	1	1	0	0	12	15	canopy	10	3.3	2.15	0.22	1.45	1.2	1.7	1	0.8	1.2	small	ovoid	red blackish	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga aristata	Pinanga aristata	non-LC	NA	0	0	1	0	0	1	2	0	0	2	2	understorey	7	1.8	NA	0.4	0.8	NA	NA	0.6	NA	NA	small	ovoid	pale orange; orange-brick red	orange; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga arundinacea	Pinanga arundinacea	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga auriculata	Pinanga auriculata	LC	LC	0	0	1	0	0	1	1	0	0	4	3	understorey	NA	1	1	NA	1.55	1.1	2	0.85	0.7	1	small	globose	ripening from white to red to black; burgundy red	white; red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga badia	Pinanga badia	non-LC	NA	0	0	1	0	0	1	0	0	0	3	2.5	understorey	6	2.7	1.8	NA	1.7	NA	NA	0.8	NA	NA	small	NA	red or pink	red; pink	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga basilanensis	Pinanga basilanensis	non-LC	NA	0	0	1	0	0	1	1	0	0	10	20	canopy	NA	NA	NA	NA	1.6	NA	NA	0.8	NA	NA	small	ovoid	NA	NA	NA	0	1	0	0	1	0	0	0	0	1
Pinanga batanensis	Pinanga batanensis	non-LC	NA	0	0	1	0	0	1	1	0	0	6	NA	canopy	NA	2.5	NA	NA	2.1	NA	NA	1.2	NA	NA	small	globose	NA	NA	NA	0	1	0	0	1	0	0	0	0	1
Pinanga baviensis	Pinanga baviensis	LC	LC	0	0	1	0	0	1	2	0	0	5	2.5	understorey	6	1.33	1	0.38	2.5	NA	NA	1	NA	NA	small	NA	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga bicolana	Pinanga bicolana	non-LC	non-LC	0	0	1	0	0	1	1	0	0	3	4	understorey	6	1	0.75	0.27	2.2	NA	NA	1.4	NA	NA	small	NA	reddish orange tunring purplish-black	orange; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga borneensis	Pinanga borneensis	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga brevipes	Pinanga brevipes	LC	LC	0	0	1	0	1	0	1	0	0	0.5	5	understorey	NA	3.35	NA	1.4	1	NA	NA	0.8	NA	NA	small	globose	green to rose-pink	green; pink	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga caesia	Pinanga caesia	non-LC	LC	0	0	1	0	0	1	1	0	0	3	10	understorey	NA	3	NA	1.25	1.7	NA	NA	1.2	NA	NA	small	NA	orange red to black	orange; red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga capitata	Pinanga capitata	LC	LC	0	0	1	0	0	1	0	0	0	2	5	understorey	8	2.4	2	0.45	1.2	NA	NA	0.7	NA	NA	small	ovoid	purplish-black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga cattienensis	Pinanga cattienensis	non-LC	LC	0	0	1	0	0	1	0	0	0	1.5	2	understorey	NA	2.11	NA	1.21	1.9	1.8	2	0.55	0.5	0.6	small	globose	red-pink	red; pink	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga celebica	Pinanga celebica	non-LC	NA	0	0	1	0	0	1	1	0	0	5	6	understorey	NA	2	NA	0.45	1.5	NA	NA	0.9	NA	NA	small	globose	purple; pulp as well	purple	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga chaiana	Pinanga chaiana	non-LC	non-LC	0	0	1	0	0	1	1	0	0	5.5	2.5	canopy	7	2	1.82	0.2	1.35	1	1.7	0.6	NA	NA	small	globose	almost mature fruit greenish yellow	yellow	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga cleistantha	Pinanga cleistantha	non-LC	NA	0	0	1	0	0	1	0	0	0	3	0.7	understorey	8	0.3	NA	NA	1.5	NA	NA	1	NA	NA	small	globose	purplish brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga copelandii	Pinanga copelandii	LC	LC	0	0	1	0	0	1	1	0	0	10	20	canopy	NA	3	NA	NA	2	1.5	2.5	1	NA	NA	small	elongate	red turning deep purplish-black	red; black	conspicuous	0	1	0	0	1	0	0	0	0	1
Pinanga coronata	Pinanga coronata	non-LC	NA	0	0	1	0	0	1	0	0	0	10	10	canopy	7	3	2	0.95	1.3	1.1	1.5	0.8	0.6	1	small	ovoid	yellow pink to black; on red rachis	yellow; pink; black	conspicuous	0	0	0	0	0	0	0	1	0	0
Pinanga crassipes	Pinanga crassipes	non-LC	NA	0	0	1	0	0	1	1	0	0	2	7	understorey	NA	3.5	NA	2.1	1.6	NA	NA	0.9	NA	NA	small	ovoid	pinkish red to black	red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga cucullata	Pinanga cucullata	non-LC	non-LC	0	0	1	0	0	1	0	0	0	0.6	0.8	understorey	8	0.5	NA	NA	1.3	NA	NA	0.5	NA	NA	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga cupularis	Pinanga cupularis	non-LC	LC	0	0	1	0	0	1	0	0	0	2	0.8	understorey	6	0.46	0.4	0.09	1.6	1.2	2	0.3	0.2	0.4	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga curranii	Pinanga curranii	non-LC	NA	0	0	1	0	0	1	1	0	0	15	15	canopy	NA	2.5	NA	0.45	1.5	NA	NA	1	NA	NA	small	ovoid	red; eaten by squirles	red	conspicuous	0	1	0	0	1	0	0	0	0	1
Pinanga declinata	Pinanga declinata	non-LC	non-LC	0	0	1	0	0	1	0	0	0	5	5.5	understorey	7	1.63	1.11	0.57	1.75	1.5	2	0.6	0.5	0.7	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga decora	Pinanga decora	NA	NA	0	0	1	0	0	1	0	0	0	8	12	canopy	NA	1.5	1.5	NA	1.5	NA	NA	1	NA	NA	small	NA	reddish	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga densiflora	Pinanga densiflora	non-LC	NA	0	0	1	0	0	1	0	0	0	2	5	understorey	7	2	NA	0.55	1.6	NA	NA	0.8	NA	NA	small	ovoid	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga dicksonii	Pinanga dicksonii	non-LC	NA	0	0	1	0	0	1	2	0	0	6	5	canopy	NA	1.5	NA	NA	2	NA	NA	0.7	NA	NA	small	globose	NA	NA	NA	0	0	0	0	0	0	0	1	0	0
Pinanga disticha	Pinanga disticha	LC	LC	0	0	1	0	0	1	0	0	0	1.8	1	understorey	6	1.5	0.6	0.85	1.35	1.2	1.5	0.9	0.8	1	small	ovoid	red	red	conspicuous	0	1	0	0	0	0	0	1	0	0
Pinanga dumetosa	Pinanga dumetosa	non-LC	NA	0	0	1	0	0	1	0	0	0	1	1.3	understorey	8	1.5	0.75	0.8	1.5	NA	NA	0.7	NA	NA	small	globose	from crimson to purplish-black	red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga duperreana	Pinanga sylvestris	LC	LC	0	0	1	0	0	1	0	0	0	6	3.5	canopy	8	1.55	1.3	0.27	2.3	NA	NA	1	NA	NA	small	NA	red	red	conspicuous	0	0	0	0	0	0	1	1	0	0
Pinanga egregia	Pinanga egregia	non-LC	NA	0	0	1	0	0	1	1	0	0	2	1.5	understorey	7	0.87	0.65	0.24	1.6	NA	NA	0.8	NA	NA	small	NA	pinkish; ripening red then purplish-black	red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga forbesii	Pinanga forbesii	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga fractiflexa	Pinanga fractiflexa	non-LC	NA	0	0	1	0	0	1	0	0	0	5	5	understorey	11	2	2	NA	3	NA	NA	1.5	NA	NA	small	NA	brownish yellow	yellow	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga furfuracea	Pinanga furfuracea	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga geonomiformis	Pinanga geonomiformis	non-LC	non-LC	0	0	1	0	0	1	2	0	0	5	3	understorey	NA	1	NA	0.29	1	NA	NA	0.8	NA	NA	small	NA	pink to purplish black	pink; black	conspicuous	0	1	0	0	1	0	0	0	0	1
Pinanga glauca	Pinanga glauca	non-LC	NA	0	0	1	0	0	1	0	0	0	3.5	1.5	understorey	5	0.56	NA	0.13	1.2	NA	NA	0.9	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga glaucifolia	Pinanga glaucifolia	non-LC	NA	0	0	1	0	0	1	1	0	0	3	6	understorey	8	1.23	1	0.25	2	NA	NA	1.8	NA	NA	small	ovoid	ripening yellow then red; but ultimately satiny purplish-black	yellow; red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga globulifera	Pinanga globulifera	NA	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga gracilis	Pinanga gracilis	non-LC	non-LC	0	0	1	0	0	1	0	0	0	4	1.5	understorey	6	0.73	0.6	0.15	1.8	0.8	NA	1	NA	NA	small	globose	red	red	conspicuous	0	0	0	0	0	0	0	1	0	0
Pinanga gracillima	Pinanga gracillima	NA	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga grandijuga	Pinanga grandijuga	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga grandis	Pinanga grandis	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	dark green	green	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga griffithii	Pinanga griffithii	non-LC	NA	0	0	1	0	0	1	0	0	0	3	2	understorey	NA	1	1	NA	1.5	NA	NA	0.7	NA	NA	small	NA	purple-black	purple; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga heterophylla	Pinanga heterophylla	non-LC	non-LC	0	0	1	0	0	1	1	0	0	3	1.5	understorey	NA	1	NA	0.29	1	NA	NA	0.8	NA	NA	small	globose	green turning red; purplish-black	green; red; black	conspicuous	0	1	0	0	1	0	0	0	0	1
Pinanga hexasticha	Pinanga hexasticha	non-LC	NA	0	0	1	0	0	1	1	0	0	10	10	canopy	NA	1.5	1.5	NA	1.35	1.3	1.4	3	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga hookeriana	Pinanga hookeriana	non-LC	NA	0	0	1	0	0	1	1	0	0	1	2	understorey	NA	1.5	NA	NA	1.2	NA	NA	0.7	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga humilis	Pinanga humilis	LC	LC	0	0	1	0	0	1	0	0	0	1	1	understorey	5	1.17	0.4	0.82	1.7	NA	NA	0.4	NA	NA	small	ovoid	white or yellowish to red	white; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga hymenospatha	Pinanga hymenospatha	non-LC	NA	0	0	1	0	0	1	NA	0	0	1	0.5	understorey	6	0.4	0.4	0.12	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga inaequalis	Pinanga inaequalis	NA	NA	0	0	1	0	0	1	1	0	0	1	NA	understorey	NA	1	NA	NA	1.3	NA	NA	NA	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga insignis	Pinanga insignis	LC	LC	0	0	1	0	0	1	1	0	0	15	25	canopy	NA	6	NA	NA	2.6	NA	NA	1.2	NA	NA	small	globose	red	red	conspicuous	0	1	0	0	0	0	0	0	0	0
Pinanga isabelensis	Pinanga isabelensis	non-LC	non-LC	0	0	1	0	0	1	1	0	0	3	2	understorey	NA	0.95	NA	0.31	2	NA	NA	0.9	NA	NA	small	ovoid	NA	NA	NA	0	1	0	0	1	0	0	0	0	1
Pinanga jamariensis	Pinanga jamariensis	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga jambusana	Pinanga jambusana	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga javana	Pinanga javana	non-LC	NA	0	0	1	0	0	1	1	0	0	10	15	canopy	10	3	2.7	0.33	2.3	2	2.6	1.3	1.1	1.4	small	globose	pale pinkish yellow when young; when ripe turning dark red then black	red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga johorensis	Pinanga johorensis	NA	NA	0	0	1	0	0	1	0	0	0	7	3	canopy	9	1.38	1	0.43	3	NA	NA	1.5	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga keahii	Pinanga keahii	non-LC	NA	0	0	1	0	0	1	0	0	0	4	2	understorey	7	1.3	NA	0.27	3.1	NA	NA	1.4	NA	NA	small	ovoid	pale yellow green	green	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga kontumensis	Pinanga kontumensis	non-LC	non-LC	0	0	1	0	0	1	0	0	0	2	1	understorey	8	0.3	0.3	0.12	1.5	NA	NA	0.4	NA	NA	small	globose	white or yellowish	white	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga lacei	Pinanga lacei	non-LC	NA	0	0	1	0	0	1	NA	0	0	1	1	understorey	NA	0.3	0.3	NA	1.5	NA	NA	0.7	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga latisecta	Pinanga latisecta	non-LC	non-LC	0	0	1	0	1	0	1	0	0	1	4	understorey	8	1.5	NA	0.45	1.7	NA	NA	0.9	NA	NA	small	globose	green against bright red fruit stalk; turning purplish black	green; black	cryptic	0	0	0	0	0	0	1	0	0	0
Pinanga lepidota	Pinanga lepidota	LC	LC	0	0	1	0	0	1	2	0	0	2.5	2	understorey	8	0.4	NA	NA	0.85	NA	NA	0.5	NA	NA	small	globose	dark green with yellow base when young; turning orange	orange	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga ligulata	Pinanga ligulata	non-LC	non-LC	0	0	1	0	0	1	1	0	0	2	4	understorey	NA	1	NA	NA	2	NA	NA	0.9	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga limbangensis	Pinanga limbangensis	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga limosa	Pinanga limosa	LC	LC	0	0	1	0	0	1	1	0	0	4	1	understorey	12	0.8	NA	NA	1.1	NA	NA	0.6	NA	NA	small	globose	black against bright red fruit stalk	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga macrospadix	Pinanga macrospadix	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga maculata	Pinanga maculata	LC	LC	0	0	1	0	0	1	1	0	0	5	5	understorey	7	2	NA	NA	2.5	2	3	1.6	NA	NA	small	ovoid	red to black	red; black	conspicuous	0	1	0	0	1	0	0	0	0	1
Pinanga malaiana	Pinanga malaiana	LC	LC	0	0	1	0	0	1	0	0	0	7	7	canopy	9	2	2	NA	2.5	NA	NA	1.4	1.3	1.5	small	globose	green to yellowish red to purple-black	green; red; purple; black	conspicuous	0	0	0	0	0	0	1	0	0	0
Pinanga manii	Pinanga manii	non-LC	NA	0	0	1	0	0	1	1	0	0	16	15	canopy	NA	2	2	NA	2	NA	NA	1	NA	NA	small	ovoid	red turning black	red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga megalocarpa	Pinanga megalocarpa	NA	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga micholitzii	Pinanga micholitzii	NA	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	elongate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga minor	Pinanga minor	NA	NA	0	0	1	0	0	1	1	0	0	3	3	understorey	NA	1.5	NA	NA	1.5	NA	NA	0.8	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga minuta	Pinanga minuta	LC	LC	0	0	1	0	0	1	2	0	0	1.5	0.5	understorey	13	0.3	NA	NA	0.95	NA	NA	0.5	NA	NA	small	elongate	pale yellow	yellow	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga mirabilis	Pinanga mirabilis	LC	LC	0	0	1	0	0	1	2	0	0	4.5	1.5	understorey	9	2	NA	0.33	2.25	NA	NA	1.7	NA	NA	small	globose	red brown; purple-black	brown; purple; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga modesta	Pinanga modesta	non-LC	NA	0	0	1	0	0	1	0	0	0	3	1.5	understorey	5	1.5	NA	NA	1.625	1.55	1.7	1	NA	NA	small	ovoid	pink turning red then purplish	pink; red	conspicuous	0	1	0	0	1	0	0	0	0	1
Pinanga mooreana	Pinanga mooreana	non-LC	NA	0	0	1	0	0	1	0	0	0	8	2.5	canopy	8	3	2	NA	1.5	NA	NA	0.5	NA	NA	small	ovoid	yellow-orange to deep purplish-black	yellow; orange; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga negrosensis	Pinanga negrosensis	non-LC	NA	0	0	1	0	0	1	0	0	0	8	7	canopy	NA	2	NA	NA	1.2	NA	NA	NA	NA	NA	small	elongate	NA	NA	NA	0	1	0	0	1	0	0	0	0	1
Pinanga nuichuensis	Pinanga nuichuensis	non-LC	NA	0	0	1	0	0	1	2	0	0	5	4	understorey	NA	NA	1.09	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga pachycarpa	Pinanga pachycarpa	NA	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga pachyphylla	Pinanga pachyphylla	non-LC	non-LC	0	0	1	0	0	1	2	0	0	3	2	understorey	5	1.2	0.9	0.33	0.9	NA	NA	0.5	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga palustris	Pinanga palustris	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga pantiensis	Pinanga pantiensis	non-LC	NA	0	0	1	0	0	1	0	0	0	6	20	canopy	NA	2.5	2	0.55	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga paradoxa	Pinanga paradoxa	non-LC	NA	0	0	1	0	0	1	0	0	0	1.8	0.7	understorey	7	0.4	0.4	NA	1.8	NA	NA	1	NA	NA	small	NA	ripening red to black	red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga parvula	Pinanga parvula	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga patula	Pinanga patula	LC	LC	0	0	1	0	0	1	1	0	0	6	3	canopy	12	2	1.6	0.3	1	NA	NA	0.5	NA	NA	small	elongate	pale pinkish brown; yellow; red	brown; yellow; red	conspicuous	0	0	0	0	0	0	1	0	0	0
Pinanga pectinata	Pinanga pectinata	non-LC	NA	0	0	1	0	0	1	2	0	0	4	3	understorey	7	2	NA	0.65	1.8	NA	NA	0.8	NA	NA	small	NA	young cream; green	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga perakensis	Pinanga perakensis	non-LC	NA	0	0	1	0	0	1	0	0	0	3	4	understorey	9	2	2	NA	2	NA	NA	1.05	1	1.1	small	ovoid	ripening pink to black; purple-black	pink; black; purple	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga philippinensis	Pinanga philippinensis	non-LC	LC	0	0	1	0	0	1	1	0	0	3	5	understorey	NA	1	NA	0.25	1.5	NA	NA	0.7	NA	NA	small	NA	pink to red then purplish black	pink; red; black	conspicuous	0	1	0	0	1	0	0	0	0	1
Pinanga pilosa	Pinanga pilosa	non-LC	NA	0	0	1	0	0	1	0	0	0	NA	1	NA	NA	0.4	0.4	NA	1	NA	NA	0.55	NA	NA	small	globose	yellow to orange to red	yellow; orange; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
