Tree_name	Acc_name	NO_EXT	DO_CON	Americas	AfricaWAsia	EAsiaPacific	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	FruitColorDescription	MainFruitColors	Conspicuousness	AnimalFood	EnvironmentalUses	Fuels	GeneSources	HumanFood	InvertebrateFood	Materials	Medicines	Poisons	SocialUses
Pinanga plicata	Pinanga plicata	non-LC	non-LC	0	0	1	0	0	1	0	0	0	2	1.7	understorey	NA	0.4	0.4	NA	1.5	NA	NA	0.7	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga polymorpha	Pinanga polymorpha	LC	NA	0	0	1	0	0	1	0	0	0	3	2.5	understorey	6	0.77	NA	NA	1.6	1.4	1.8	1	0.8	1.2	small	NA	purple-black; blue-green to black	purple; black; blue; green	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga porrecta	Pinanga porrecta	NA	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga pulchella	Pinanga pulchella	non-LC	NA	0	0	1	0	0	1	1	0	0	1.5	1.5	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga purpurea	Pinanga purpurea	NA	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga quadrijuga	Pinanga quadrijuga	non-LC	non-LC	0	0	1	0	0	1	0	0	0	3	2	understorey	6	1.07	NA	0.22	1.3	NA	NA	0.7	NA	NA	small	NA	pink or red	pink; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga ridleyana	Pinanga ridleyana	non-LC	NA	0	0	1	0	0	1	1	0	0	1	1	understorey	8	0.5	NA	NA	1.7	NA	NA	0.5	NA	NA	small	globose	deep red to black	red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga rigida	Pinanga rigida	non-LC	non-LC	0	0	1	0	0	1	1	0	0	5	2	understorey	NA	1	NA	NA	1	NA	NA	0.7	NA	NA	small	NA	red	red	conspicuous	0	1	0	0	1	0	0	0	0	1
Pinanga riparia	Pinanga riparia	non-LC	LC	0	0	1	0	0	1	0	0	0	5	3	understorey	6	0.9	0.8	0.12	1.3	NA	NA	0.7	NA	NA	small	ovoid	ripening red to black	red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga rivularis	Pinanga rivularis	non-LC	non-LC	0	0	1	0	0	1	0	0	0	1.5	1.5	understorey	NA	0.5	NA	NA	0.65	NA	NA	0.5	NA	NA	small	elongate	bright green; yellow cream	green; cream	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga rumphiana	Pinanga rumphiana	LC	LC	0	0	1	0	0	1	1	0	0	15	15	canopy	7	3.1	2.75	0.4	1.5	NA	NA	0.9	NA	NA	small	ovoid	bright red to blackish	red	conspicuous	0	1	0	0	1	0	1	0	0	1
Pinanga rupestris	Pinanga rupestris	non-LC	NA	0	0	1	0	0	1	0	0	0	0.6	0.6	understorey	6	0.67	0.5	0.19	1.7	NA	NA	0.9	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga salicifolia	Pinanga salicifolia	LC	LC	0	0	1	0	0	1	1	0	0	4	4	understorey	6	1.5	NA	0.45	1.5	NA	NA	0.5	NA	NA	small	globose	pale green; brown	green; brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga samarana	Pinanga samarana	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	0	1	0	0	1	0	0	0	0	1
Pinanga sarmentosa	Pinanga sarmentosa	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	elongate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga sclerophylla	Pinanga sclerophylla	non-LC	non-LC	0	0	1	0	0	1	0	0	0	4	4	understorey	NA	3	NA	2.2	1	NA	NA	0.7	NA	NA	small	elongate	NA	NA	NA	0	1	0	0	1	0	0	0	0	1
Pinanga scortechinii	Pinanga scortechinii	non-LC	NA	0	0	1	0	0	1	0	0	0	5	5	understorey	8	2.5	2.5	NA	1.35	1.2	1.5	0.85	0.7	1	small	NA	black; red	black; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga sessilifolia	Pinanga sessilifolia	non-LC	non-LC	0	0	1	0	0	1	1	0	0	2	1.25	understorey	10	0.47	NA	0.02	1.5	NA	NA	0.4	NA	NA	small	NA	darkgreen purple black	purple; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga sibuyanensis	Pinanga sibuyanensis	non-LC	NA	0	0	1	0	0	1	NA	0	0	9	15	canopy	NA	1.2	NA	NA	2.1	NA	NA	1.5	NA	NA	small	NA	green?	NA	NA	0	1	0	0	1	0	0	0	0	1
Pinanga sierramadreana	Pinanga sierramadreana	non-LC	NA	0	0	1	0	0	1	1	0	0	5	2.5	understorey	5	0.9	0.6	0.33	1.3	NA	NA	0.8	NA	NA	small	globose	green ripening red then purplish-black	red; purple; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga simplicifrons	Pinanga simplicifrons	LC	LC	0	0	1	0	0	1	0	0	0	1.5	1.5	understorey	7	0.8	NA	NA	1.9	1.8	2	1	NA	NA	small	NA	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga singaporensis	Pinanga singaporensis	non-LC	NA	0	0	1	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	1.6	NA	NA	0.9	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga sobolifera	Pinanga sobolifera	non-LC	NA	0	0	1	0	0	1	0	0	0	2	2.5	understorey	5	1.1	1.02	0.11	1.2	NA	NA	0.8	NA	NA	small	ovoid	ripening pinkish then purplish-black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga speciosa	Pinanga speciosa	non-LC	NA	0	0	1	0	0	1	1	0	0	NA	12	NA	NA	2.5	NA	NA	0.4	NA	NA	NA	NA	NA	small	ovoid	red black	black	cryptic	0	1	0	0	1	0	0	0	0	1
Pinanga stricta	Pinanga stricta	non-LC	non-LC	0	0	1	0	0	1	1	0	0	1.5	1.5	understorey	NA	0.75	NA	NA	1.5	NA	NA	0.6	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga stylosa	Pinanga stylosa	non-LC	NA	0	0	1	0	0	1	0	0	0	4	2	understorey	7	1.2	NA	0.22	1.6	NA	NA	1	NA	NA	small	ovoid	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga subintegra	Pinanga subintegra	LC	LC	0	0	1	0	0	1	0	0	0	3	0.5	understorey	NA	1	1	NA	1.7	NA	NA	0.5	NA	NA	small	ovoid	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga subruminata	Pinanga subruminata	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga sylvestris	Pinanga sylvestris	LC	LC	0	0	1	0	0	1	0	0	0	6	3.5	canopy	8	1.55	1.3	0.27	2.3	NA	NA	1	NA	NA	small	NA	red	red	conspicuous	0	0	0	0	0	0	1	1	0	0
Pinanga tashiroi	Pinanga tashiroi	non-LC	NA	0	0	1	0	0	1	2	0	0	7	20	canopy	NA	2.1	1.5	0.65	1.8	NA	NA	1.2	NA	NA	small	ovoid	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga tenacinervis	Pinanga tenacinervis	non-LC	non-LC	0	0	1	0	1	0	0	0	0	0.1	1.2	understorey	6	1.1	0.65	0.5	1.2	NA	NA	0.4	NA	NA	small	NA	crimson; shiny	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga tenella	Pinanga tenella	LC	NA	0	0	1	0	0	1	0	0	0	2	1	understorey	8	2.5	NA	NA	1.4	NA	NA	0.5	NA	NA	small	NA	green to cream white orange	green; cream; white	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga tomentella	Pinanga tomentella	non-LC	NA	0	0	1	0	0	1	0	0	0	1.5	1	understorey	7	1	0.75	0.27	1.55	NA	NA	0.7	NA	NA	small	globose	green to red to black	green; red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga tomentosa	Pinanga tomentosa	non-LC	non-LC	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga trichoneura	Pinanga trichoneura	non-LC	non-LC	0	0	1	0	0	1	NA	0	0	2.15	NA	understorey	NA	0.45	NA	0.12	0.8	NA	NA	0.4	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga uncinata	Pinanga uncinata	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga urdanetensis	Pinanga urdanetensis	non-LC	NA	0	0	1	0	0	1	1	0	0	3	3	understorey	NA	1	NA	NA	1.3	NA	NA	0.7	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga urosperma	Pinanga urosperma	non-LC	NA	0	0	1	0	0	1	NA	0	0	3.6	NA	understorey	NA	1.5	NA	NA	0.65	NA	NA	0.4	NA	NA	small	ovoid	NA	NA	NA	0	1	0	0	1	0	0	0	0	1
Pinanga variegata	Pinanga variegata	LC	LC	0	0	1	0	0	1	1	0	0	3	1	understorey	7	2.5	NA	NA	1.7	NA	NA	0.7	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga veitchii	Pinanga veitchii	non-LC	non-LC	0	0	1	0	0	1	0	0	0	2	1	understorey	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	globose	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga versicolor	Pinanga versicolor	non-LC	NA	0	0	1	0	0	1	0	0	0	5	3.5	understorey	NA	1	1	NA	1	1	1.6	1	NA	NA	small	ovoid	whitish	white	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga watanaiana	Pinanga watanaiana	non-LC	NA	0	0	1	0	0	1	0	0	0	2.5	3.5	understorey	7	1	1	NA	1.5	NA	NA	1	NA	NA	small	NA	ripening red to black	red; black	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinanga woodiana	Pinanga woodiana	non-LC	non-LC	0	0	1	0	0	1	1	0	0	5	4	understorey	NA	2	NA	NA	1.2	NA	NA	0.6	NA	NA	small	globose	NA	NA	NA	0	1	0	0	1	0	0	0	0	1
Pinanga yassinii	Pinanga yassinii	non-LC	non-LC	0	0	1	0	0	1	1	0	0	2	1.5	understorey	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia assamica	Plectocomia assamica	non-LC	NA	0	0	1	1	0	0	0	0	1	15	15	canopy	NA	5	5	NA	2.5	NA	NA	2.5	NA	NA	small	ovoid	reddish brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia billitonensis	Plectocomia billitonensis	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia bractealis	Plectocomia bractealis	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia dransfieldiana	Plectocomia dransfieldiana	non-LC	NA	0	0	1	1	0	0	0	0	1	30	7	canopy	NA	4.7	NA	0	2.25	NA	NA	2.5	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia elmeri	Plectocomia elmeri	non-LC	non-LC	0	0	1	1	0	0	0	0	1	25	15	canopy	NA	2.03	NA	0.38	2.5	NA	NA	2.5	NA	NA	small	globose	NA	NA	NA	0	0	0	0	0	0	1	0	0	0
Plectocomia elongata	Plectocomia elongata	LC	LC	0	0	1	1	0	0	1	0	1	50	17	canopy	NA	6.55	6.4	0.67	3	NA	NA	2	1	3	small	ovoid	reddish brown	brown	cryptic	0	1	0	0	1	0	1	1	0	0
Plectocomia himalayana	Plectocomia himalayana	LC	LC	0	0	1	1	0	0	0	0	1	20	10	canopy	NA	3.5	3.5	NA	1.5	NA	NA	1.5	NA	NA	small	globose	yellowish brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia khasyana	Plectocomia khasyana	LC	NA	0	0	1	1	0	0	NA	0	1	25	NA	canopy	NA	1.5	NA	NA	2.6	NA	NA	2.4	NA	NA	small	ovoid	dark brown scales	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia longistigma	Plectocomia longistigma	non-LC	NA	0	0	1	1	0	0	0	0	1	20	7	canopy	NA	4.5	NA	0.27	1.6	NA	NA	1.6	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia lorzingii	Plectocomia lorzingii	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia macrostachya	Plectocomia macrostachya	LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia microstachys	Plectocomia microstachys	non-LC	non-LC	0	0	1	1	0	0	1	0	1	15	6	canopy	NA	1.5	1.5	NA	2	NA	NA	2	NA	NA	small	globose	brownish	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia mulleri	Plectocomia mulleri	LC	LC	0	0	1	1	0	0	2	0	1	30	15	canopy	NA	7	NA	NA	2.5	NA	NA	2.5	2	3	small	NA	chestnut brown; hairy	brown	cryptic	0	0	0	0	0	0	1	0	0	0
Plectocomia pierreana	Plectocomia pierreana	LC	LC	0	0	1	1	0	0	2	0	1	50	10	canopy	NA	4.55	NA	0.64	2.3	NA	NA	2.3	NA	NA	small	ovoid	yellowish brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia pygmaea	Plectocomia pygmaea	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	1	canopy	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomiopsis corneri	Plectocomiopsis corneri	non-LC	NA	0	0	1	1	0	0	0	0	1	25	3.5	canopy	NA	3	NA	0.1	2.5	NA	NA	2.75	2.5	3	small	ovoid	pale bright orangey-brown scales	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomiopsis geminiflora	Plectocomiopsis geminiflora	LC	LC	0	0	1	1	0	0	0	0	1	50	6	canopy	22	3.9	3.9	0.15	2.75	2.5	3	3.25	3	3.5	small	globose	brown; pale greenish to chestnut brown	brown	cryptic	0	0	0	0	0	0	1	0	0	0
Plectocomiopsis mira	Plectocomiopsis mira	LC	LC	0	0	1	1	0	0	0	0	1	40	3.5	canopy	NA	2.75	NA	0.17	2.5	NA	NA	3	NA	NA	small	globose	bright orangey-brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomiopsis songthanhensis	Plectocomiopsis songthanhensis	non-LC	NA	0	0	1	1	0	0	0	0	1	30	1.7	canopy	NA	NA	0.87	0.02	1.8	NA	NA	1.6	NA	NA	small	globose	brownishקreen	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomiopsis triquetra	Plectocomiopsis triquetra	LC	LC	0	0	1	1	0	0	0	0	1	40	2	canopy	NA	2.2	NA	0.22	2.5	NA	NA	3	NA	NA	small	ovoid	bright orangey-brown	brown	cryptic	0	0	0	0	0	0	1	0	0	0
Plectocomiopsis wrayi	Plectocomiopsis wrayi	non-LC	NA	0	0	1	1	0	0	0	0	1	30	4	canopy	NA	2	1.5	0.55	2.7	NA	NA	3	NA	NA	small	NA	brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podococcus acaulis	Podococcus acaulis	non-LC	LC	0	1	0	0	1	0	0	0	0	0	NA	understorey	NA	5	NA	NA	2.5	2	3	0.75	0.5	1	small	ovoid	purplish brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podococcus barteri	Podococcus barteri	LC	LC	0	1	0	0	0	1	1	0	0	2	2.5	understorey	9	2	0.54	NA	2.5	2	3	0.6	0.6	0.8	small	NA	orange-red; brown	orange; red; brown	conspicuous	0	0	0	0	1	0	1	0	0	0
Pogonotium divaricatum	Calamus pogonotium	non-LC	NA	0	0	1	2	0	2	1	0	1	4	2	understorey	NA	1.2	NA	NA	1.55	1.4	1.7	1.7	NA	NA	small	NA	dull red-brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pogonotium moorei	Calamus moorei	non-LC	NA	0	0	1	0	0	1	1	0	1	2	1.8	understorey	NA	1.1	NA	NA	1.3	NA	NA	0.9	NA	NA	small	NA	pinkish-brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pogonotium ursinum	Calamus ursinus	non-LC	NA	0	0	1	2	0	2	1	0	1	4	2	understorey	NA	1.2	NA	NA	1.7	NA	NA	1.4	NA	NA	small	globose	dull red-brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ponapea hentyi	Ponapea hentyi	non-LC	non-LC	0	0	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	1.6	NA	NA	1	NA	NA	small	NA	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ponapea hosinoi	Ponapea hosinoi	non-LC	NA	0	0	1	0	0	1	1	0	0	15	20	canopy	NA	3	NA	NA	3	2.8	3.2	1.8	1.7	1.9	small	elongate	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ponapea ledermanniana	Ponapea ledermanniana	non-LC	NA	0	0	1	0	0	1	1	0	0	15	12	canopy	NA	3	3	NA	4	3.6	4.4	1.65	1.6	1.7	large	globose	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ponapea palauensis	Ponapea palauensis	non-LC	NA	0	0	1	0	0	1	1	0	0	NA	NA	NA	NA	2	NA	NA	2.25	2.2	2.3	1.15	1.1	1.2	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prestoea acuminata	Prestoea acuminata	LC	LC	1	0	0	0	0	1	2	0	0	15	20	canopy	10	3.2	2.6	0.65	1.4	NA	NA	1.4	1	1.8	small	NA	purple-black	purple; black	cryptic	1	1	0	0	1	0	1	1	0	1
Prestoea carderi	Prestoea carderi	LC	LC	1	0	0	0	0	1	2	0	0	4	10	understorey	10	4.9	2.4	2.6	0.85	NA	NA	0.85	0.7	1	small	ovoid	purple-black	purple; black	cryptic	0	0	0	0	0	0	0	0	0	0
Prestoea decurrens	Prestoea decurrens	non-LC	LC	1	0	0	0	0	1	2	0	0	10	12	canopy	10	4.67	3.12	1.65	0.9	NA	NA	0.9	0.7	1.1	small	globose	purple-black	purple; black	cryptic	0	0	0	0	1	0	1	0	0	1
Prestoea ensiformis	Prestoea ensiformis	LC	LC	1	0	0	0	0	1	2	0	0	10	13	canopy	14	3.4	2.3	1.15	0.85	NA	NA	0.85	0.7	1	small	globose	purple-black	purple; black	cryptic	0	1	1	0	1	0	1	0	0	0
Prestoea longepetiolata	Prestoea longepetiolata	LC	LC	1	0	0	0	0	1	2	0	0	3	10	understorey	6	NA	2	2	1.05	1	1.1	1.05	1	1.1	small	globose	purple	purple	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prestoea pubens	Prestoea pubens	LC	LC	1	0	0	0	0	1	2	0	0	3.5	5	understorey	10	2.8	1.8	NA	0.9	NA	NA	0.9	0.8	1	small	ovoid	purple-black	purple; black	cryptic	0	0	0	0	1	0	1	0	0	0
Prestoea pubigera	Prestoea pubigera	non-LC	NA	1	0	0	0	0	1	1	0	0	4	3.5	understorey	9	1.53	0.8	0.78	1	NA	NA	1	0.8	1.2	small	globose	purple-black	purple; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prestoea schultzeana	Prestoea schultzeana	LC	LC	1	0	0	0	0	1	2	0	0	5	5.5	understorey	10	3.8	2.2	1.7	0.85	NA	NA	0.85	0.7	1	small	elongate	purple-black	purple; black	cryptic	1	0	1	0	1	0	1	1	0	1
Prestoea simplicifolia	Prestoea simplicifolia	non-LC	NA	1	0	0	0	0	1	2	0	0	8	7	canopy	12	1.9	1.8	0.12	1.15	NA	NA	1.15	0.9	1.4	small	globose	purple-black	purple; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prestoea tenuiramosa	Prestoea tenuiramosa	non-LC	NA	1	0	0	0	0	1	2	0	0	10	20	canopy	15	2.2	1.8	0.45	1.1	NA	NA	1.1	1	1.2	small	ovoid	purple-black	purple; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia arecina	Pritchardia arecina	non-LC	NA	1	0	0	0	0	1	1	0	0	15	50	canopy	15	1.8	NA	0.02	4.5	NA	NA	3.9	3.8	4	large	NA	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia bakeri	Pritchardia bakeri	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	3.5	NA	NA	large	NA	green to brown to black	green; brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia beccariana	Pritchardia beccariana	non-LC	NA	1	0	0	0	0	1	1	0	0	20	30	canopy	NA	NA	NA	NA	4	NA	NA	3.5	3	4	large	NA	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia flynnii	Pritchardia flynnii	non-LC	NA	1	0	0	0	0	1	1	0	0	5	NA	understorey	26	1	NA	NA	3	2.5	3.5	2.05	1.8	2.3	small	elongate	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia forbesiana	Pritchardia forbesiana	non-LC	LC	1	0	0	0	0	1	1	0	0	10	NA	canopy	NA	NA	NA	NA	4.25	4	4.5	3.35	3.2	3.5	large	ovoid	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia glabrata	Pritchardia glabrata	non-LC	LC	1	0	0	0	0	1	1	0	0	5	20	understorey	16	1.05	0.5	0.6	2.5	2	3	2.25	2	2.5	small	globose	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia gordonii	Pritchardia gordonii	non-LC	NA	1	0	0	0	0	1	1	0	0	20	25	canopy	30	1.5	1.5	1.3	5	NA	NA	6	NA	NA	large	elongate	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia hardyi	Pritchardia hardyi	non-LC	NA	1	0	0	0	0	1	1	0	0	10	45	canopy	NA	NA	NA	NA	2.75	2	3.5	1.55	1.5	1.6	small	globose	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia hillebrandii	Pritchardia hillebrandii	non-LC	NA	1	0	0	0	0	1	1	0	0	8	25	canopy	16	1.7	1	NA	1.85	1.5	2.2	1.65	1.4	1.9	small	ovoid	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia kaalae	Pritchardia kaalae	non-LC	NA	1	0	0	0	0	1	1	0	0	10	NA	canopy	NA	1.6	NA	NA	2.5	NA	NA	2.5	NA	NA	small	ovoid	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia kahukuensis	Pritchardia kahukuensis	non-LC	LC	1	0	0	0	0	1	1	0	0	25	NA	canopy	NA	NA	NA	NA	1.5	NA	NA	1.1	NA	NA	small	NA	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia lanigera	Pritchardia lanigera	non-LC	NA	1	0	0	0	0	1	1	0	0	15	50	canopy	NA	NA	NA	NA	4.5	3.5	5.5	3.5	3	4	large	elongate	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia lowreyana	Pritchardia lowreyana	non-LC	NA	1	0	0	0	0	1	1	0	0	10	100	canopy	NA	1.7	NA	NA	4.75	3.5	6	3.75	3	4.5	large	elongate	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia maideniana	Pritchardia maideniana	non-LC	NA	1	0	0	0	0	1	1	0	0	10	NA	canopy	NA	NA	NA	NA	1.75	1.2	2.3	1.75	1.2	2.3	small	globose	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia martii	Pritchardia martii	non-LC	NA	1	0	0	0	0	1	1	0	0	10	NA	canopy	NA	NA	NA	NA	4.5	4	5	3.25	2.5	4	large	ovoid	brown to black	brown; black	cryptic	0	0	0	0	0	0	1	0	0	0
Pritchardia minor	Pritchardia minor	non-LC	non-LC	1	0	0	0	0	1	1	0	0	12	10	canopy	11	1.32	NA	NA	2.25	1.5	3	1.25	1.2	1.3	small	ovoid	brown to black	brown; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
