LEVEL3_NAM	LEVEL3_COD	LEVEL2_COD	LEVEL1_COD	LEVEL3_SPE_HUF_B	LEVEL3_SPE_HUMa_B	LEVEL3_SPE_HUMe_B	LEVEL3_SPE_HUC_B	LEVEL3_SPE_HUA_B	LEVEL3_SPE_FD2_B	LEVEL3_SPE_ED2_B	LEVEL3_SPE_COM_B	LEVEL3_SPE_HUF_W	LEVEL3_SPE_HUMa_W	LEVEL3_SPE_HUMe_W	LEVEL3_SPE_HUC_W	LEVEL3_SPE_HUA_W	LEVEL3_SPE_FD2_W	LEVEL3_SPE_ED2_W	LEVEL3_SPE_COM_W	LEVEL3_SPE_HUF_R	LEVEL3_SPE_HUMa_R	LEVEL3_SPE_HUMe_R	LEVEL3_SPE_HUC_R	LEVEL3_SPE_HUA_R	LEVEL3_SPE_FD2_R	LEVEL3_SPE_ED2_R	LEVEL3_SPE_COM_R	LEVEL3_SPE_HUF_B2	LEVEL3_SPE_HUMa_B2	LEVEL3_SPE_HUMe_B2	LEVEL3_SPE_HUC_B2	LEVEL3_SPE_HUA_B2	LEVEL3_SPE_FD2_B2	LEVEL3_SPE_ED2_B2	LEVEL3_SPE_COM_B2	LEVEL3_SPE_HUF_W2	LEVEL3_SPE_HUMa_W2	LEVEL3_SPE_HUMe_W2	LEVEL3_SPE_HUC_W2	LEVEL3_SPE_HUA_W2	LEVEL3_SPE_FD2_W2	LEVEL3_SPE_ED2_W2	LEVEL3_SPE_COM_W2	LEVEL3_SPE_HUF_R2	LEVEL3_SPE_HUMa_R2	LEVEL3_SPE_HUMe_R2	LEVEL3_SPE_HUC_R2	LEVEL3_SPE_HUA_R2	LEVEL3_SPE_FD2_R2	LEVEL3_SPE_ED2_R2	LEVEL3_SPE_COM_R2	LEVEL3_SPE_GAP_RL	LEVEL3_SPE_GAP_RLML	LEVEL3_SPE_speNum	LEVEL3_SPE_speNumCat	Continent
Xinjiang	CHX	36	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Chita	CTA	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Cyprus	CYP	34	3	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	1	0	1	1-10	AfricaWAsia
East Aegean Is.	EAI	34	3	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	0	0	33.33333333	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	3	0	3	1-10	AfricaWAsia
Gulf States	GST	35	3	0	0	0	0	0	0	0	0	0	0	50	0	50	50	50	50	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	40_60	0_20	40_60	40_60	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	2	0	2	1-10	AfricaWAsia
Irkutsk	IRK	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Iran	IRN	34	3	0	0	0	0	0	0	0	0	0	0	50	0	50	50	50	50	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	40_60	0_20	40_60	40_60	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	3	1	3	1-10	AfricaWAsia
Iraq	IRQ	34	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	AfricaWAsia
Japan	JAP	38	3	0	0	0	NA	0	50	NA	20	0	0	0	NA	25	50	NA	40	0	0	0	NA	0	0	NA	0	0_20	0_20	0_20	NOC	0_20	40_60	NOC	20_40	0_20	0_20	0_20	NOC	20_40	40_60	NOC	40_60	0_20	0_20	0_20	NOC	0_20	0_20	NOC	0_20	5	0	5	1-10	EAsiaPacific
Kamchatka	KAM	31	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Kazakhstan	KAZ	32	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
Kirgizistan	KGZ	32	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Khabarovsk	KHA	31	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Korea	KOR	38	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Krasnoyarsk	KRA	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Kuril Is.	KUR	31	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Kuwait	KUW	35	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
Kazan-retto	KZN	38	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	NOC	1	1	1	1-10	EAsiaPacific
Lebanon-Syria	LBS	34	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
Magadan	MAG	31	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Mongolia	MON	37	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
North Caucasus	NCS	33	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
Nansei-shoto	NNS	38	3	0	25	0	0	25	33.33333333	50	40	0	25	0	0	25	33.33333333	50	40	0	0	0	0	0	0	0	0	0_20	20_40	0_20	0_20	20_40	20_40	40_60	40_60	0_20	20_40	0_20	0_20	20_40	20_40	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	4	0	5	1-10	EAsiaPacific
Ogasawara-shoto	OGA	38	3	0	0	0	0	0	50	0	25	0	0	0	0	0	50	0	25	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	40_60	0_20	20_40	0_20	0_20	0_20	0_20	0_20	40_60	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	4	2	5	1-10	EAsiaPacific
Oman	OMA	35	3	0	0	0	0	0	0	0	0	0	0	50	0	33.33333333	33.33333333	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	40_60	0_20	20_40	20_40	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	3	0	3	1-10	AfricaWAsia
Palestine	PAL	34	3	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0	0	1	1-10	AfricaWAsia
Primorye	PRM	31	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Sakhalin	SAK	31	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Saudi Arabia	SAU	35	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	2	0	4	1-10	AfricaWAsia
Sinai	SIN	34	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	2	1-10	AfricaWAsia
Taiwan	TAI	38	3	0	0	0	0	0	12.5	33.33333333	10	20	16.66666667	16.66666667	0	14.28571429	25	33.33333333	20	0	0	0	0	0	12.5	33.33333333	10	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	0_20	0_20	0_20	0_20	20_40	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	6	1	11	11-50	EAsiaPacific
Transcaucasus	TCS	33	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
Turkmenistan	TKM	32	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
Turkey	TUR	34	3	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	50	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	40_60	0_20	0_20	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	2	0	2	1-10	AfricaWAsia
Tuva	TVA	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Tadzhikistan	TZK	32	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
Uzbekistan	UZB	32	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
West Siberia	WSB	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Yakutskiya	YAK	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
Yemen	YEM	35	3	0	0	0	0	0	0	0	0	0	33.33333333	33.33333333	0	40	66.66666667	50	50	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	40_60	60_80	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	4	0	6	1-10	AfricaWAsia
Andaman Is.	AND	41	4	12.5	10	5.555555556	9.090909091	13.04347826	5.263157895	7.692307692	13.33333333	12.5	10	5.555555556	9.090909091	13.04347826	5.263157895	7.692307692	13.33333333	12.5	10	5.555555556	9.090909091	13.04347826	0	7.692307692	10	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	22	12	32	11-50	EAsiaPacific
Assam	ASS	40	4	7.142857143	7.692307692	7.692307692	0	6.451612903	7.692307692	4.347826087	6.976744186	7.142857143	15.38461538	11.53846154	0	12.90322581	19.23076923	13.04347826	18.60465116	7.142857143	7.692307692	7.692307692	0	6.451612903	3.846153846	4.347826087	4.651162791	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	36	12	44	11-50	EAsiaPacific
Bangladesh	BAN	40	4	5	6.666666667	6.451612903	0	5.714285714	4	4.347826087	4.761904762	5	13.33333333	9.677419355	0	11.42857143	12	13.04347826	16.66666667	5	6.666666667	6.451612903	0	5.714285714	4	4.347826087	4.761904762	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	33	8	43	11-50	EAsiaPacific
Bismarck Archipelago	BIS	43	4	0	6.666666667	0	7.692307692	11.76470588	0	27.27272727	25	9.090909091	13.33333333	0	15.38461538	17.64705882	14.28571429	36.36363636	30	0	0	0	7.692307692	5.882352941	0	0	5	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	18	1	25	11-50	EAsiaPacific
Borneo	BOR	42	4	3.846153846	8.333333333	0	6.666666667	7.692307692	35.4679803	31.16883117	34.63203463	15.38461538	28.57142857	3.703703704	20	31.86813187	61.08374384	54.54545455	59.74025974	3.846153846	1.19047619	0	6.666666667	1.098901099	9.359605911	0	8.658008658	0_20	0_20	0_20	0_20	0_20	20_40	20_40	20_40	0_20	20_40	0_20	20_40	20_40	60_80	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	246	35	291	>100	EAsiaPacific
Cambodia	CBD	41	4	10.52631579	7.142857143	4.347826087	9.090909091	6.896551724	10	9.090909091	12.5	10.52631579	7.142857143	4.347826087	9.090909091	6.896551724	20	13.63636364	20	10.52631579	7.142857143	4.347826087	9.090909091	6.896551724	3.333333333	4.545454545	7.5	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	32	3	43	11-50	EAsiaPacific
Cocos (Keeling) I.	CKI	42	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	EAsiaPacific
East Himalaya	EHM	40	4	0	5.555555556	5.263157895	0	4.347826087	5.882352941	0	3.225806452	0	16.66666667	10.52631579	0	13.04347826	23.52941176	12.5	19.35483871	0	5.555555556	5.263157895	0	4.347826087	5.882352941	0	3.225806452	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	26	7	31	11-50	EAsiaPacific
India	IND	40	4	6.666666667	5.882352941	7.407407407	0	7.407407407	0	11.11111111	5.555555556	6.666666667	5.882352941	11.11111111	0	11.11111111	3.846153846	11.11111111	8.333333333	6.666666667	5.882352941	3.703703704	0	3.703703704	0	5.555555556	2.777777778	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	30	21	36	11-50	EAsiaPacific
Jawa	JAW	42	4	4.166666667	6.060606061	0	0	5.263157895	8.333333333	5.263157895	6.382978723	16.66666667	15.15151515	14.28571429	16.66666667	23.68421053	19.44444444	15.78947368	21.27659574	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	45	17	51	51-100	EAsiaPacific
Laos	LAO	41	4	0	3.571428571	4.761904762	0	3.448275862	15.15151515	5	10.86956522	0	3.571428571	4.761904762	0	3.448275862	27.27272727	10	19.56521739	0	3.571428571	4.761904762	0	3.448275862	6.060606061	0	4.347826087	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	44	6	52	51-100	EAsiaPacific
Laccadive Is.	LDV	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	EAsiaPacific
Lesser Sunda Is.	LSI	42	4	0	0	0	0	0	0	0	0	9.090909091	0	11.11111111	0	15.38461538	8.333333333	12.5	11.76470588	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	14	5	18	11-50	EAsiaPacific
Maldives	MDV	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	2	1-10	EAsiaPacific
Malaya	MLY	42	4	10	6.52173913	4	9.090909091	5.714285714	7.228915663	8.108108108	8.457711443	22.5	21.73913043	14	13.63636364	24.76190476	25.90361446	21.62162162	25.87064677	5	2.173913043	2	4.545454545	1.904761905	0.602409639	2.702702703	1.492537313	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	0_20	20_40	20_40	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	222	102	238	>100	EAsiaPacific
Maluku	MOL	42	4	9.523809524	19.44444444	0	18.75	18.91891892	24	20	23.25581395	28.57142857	33.33333333	0	18.75	35.13513514	32	53.33333333	37.20930233	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	20_40	20_40	20_40	20_40	20_40	0_20	0_20	20_40	20_40	40_60	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	43	12	50	11-50	EAsiaPacific
Myanmar	MYA	41	4	4.545454545	4.87804878	5.882352941	0	4.444444444	14	3.125	11.42857143	4.545454545	14.63414634	8.823529412	0	13.33333333	34	15.625	30	4.545454545	4.87804878	5.882352941	0	4.444444444	2	3.125	2.857142857	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	69	13	78	51-100	EAsiaPacific
Nicobar Is.	NCB	41	4	11.11111111	7.692307692	8.333333333	0	6.666666667	0	12.5	5.263157895	11.11111111	7.692307692	8.333333333	0	6.666666667	0	12.5	5.263157895	11.11111111	7.692307692	8.333333333	0	6.666666667	0	12.5	5.263157895	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	14	7	20	11-50	EAsiaPacific
Nepal	NEP	40	4	0	0	0	0	0	0	0	0	0	14.28571429	0	0	10	12.5	12.5	16.66666667	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	10	2	12	11-50	EAsiaPacific
New Guinea	NWG	43	4	7.142857143	23.86363636	0	16.21621622	23.95833333	42.37288136	44.44444444	42.17687075	33.33333333	54.54545455	6.25	37.83783784	54.16666667	62.71186441	68.51851852	64.62585034	0	3.409090909	0	5.405405405	4.166666667	0	3.703703704	3.401360544	0_20	20_40	0_20	0_20	20_40	40_60	40_60	40_60	20_40	40_60	0_20	20_40	40_60	60_80	60_80	60_80	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	265	50	280	>100	EAsiaPacific
Pakistan	PAK	40	4	0	0	0	0	0	0	0	0	0	0	25	0	25	25	25	25	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	20_40	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	4	1	4	1-10	EAsiaPacific
Philippines	PHI	42	4	37.20930233	23.28767123	4.761904762	39.39393939	37.5	33.33333333	22.85714286	38.79310345	51.1627907	31.50684932	14.28571429	57.57575758	49.03846154	40.57971014	37.14285714	50	11.62790698	8.219178082	0	9.090909091	10.57692308	14.49275362	8.571428571	12.93103448	20_40	20_40	0_20	20_40	20_40	20_40	20_40	20_40	40_60	20_40	0_20	40_60	40_60	40_60	20_40	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	103	34	130	>100	EAsiaPacific
South China Sea	SCS	41	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	EAsiaPacific
Solomon Is.	SOL	43	4	0	0	0	7.692307692	16.66666667	0	15.38461538	17.39130435	9.090909091	13.33333333	0	15.38461538	27.77777778	14.28571429	23.07692308	26.08695652	0	0	0	7.692307692	5.555555556	0	0	4.347826087	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	33	12	38	11-50	EAsiaPacific
Sri Lanka	SRL	40	4	0	8.333333333	5.263157895	0	10	11.76470588	0	8.695652174	0	8.333333333	10.52631579	0	15	17.64705882	0	13.04347826	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	19	14	23	11-50	EAsiaPacific
