"Region"	"Scenario"	"Use"	"Category"	"PercentageA"	"NumberA"	"NumberUT"
"5821"	"SIN"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5822"	"SIN"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5823"	"SIN"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5824"	"SIN"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5825"	"SIN"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5826"	"SOA"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5827"	"SOA"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5828"	"SOA"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5829"	"SOA"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5830"	"SOA"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5831"	"SOA"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5832"	"SOA"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5833"	"SOA"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5834"	"SOA"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5835"	"SOA"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5836"	"SOA"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5837"	"SOA"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5838"	"SOA"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5839"	"SOA"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5840"	"SOA"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5841"	"SOA"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5842"	"SOA"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5843"	"SOA"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5844"	"SOA"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5845"	"SOA"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5846"	"SOA"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5847"	"SOA"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5848"	"SOA"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5849"	"SOA"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5850"	"SOA"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5851"	"SOA"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5852"	"SOA"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5853"	"SOA"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5854"	"SOA"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5855"	"SOA"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5856"	"SOA"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5857"	"SOA"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5858"	"SOC"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5859"	"SOC"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5860"	"SOC"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5861"	"SOC"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5862"	"SOC"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5863"	"SOC"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5864"	"SOC"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5865"	"SOC"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5866"	"SOC"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5867"	"SOC"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5868"	"SOC"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5869"	"SOC"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5870"	"SOC"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5871"	"SOC"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5872"	"SOC"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5873"	"SOC"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5874"	"SOC"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5875"	"SOC"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5876"	"SOC"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5877"	"SOC"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5878"	"SOC"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5879"	"SOC"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5880"	"SOC"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5881"	"SOC"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5882"	"SOC"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5883"	"SOC"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5884"	"SOC"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5885"	"SOC"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5886"	"SOC"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5887"	"SOC"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5888"	"SOC"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5889"	"SOC"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5890"	"SOL"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5891"	"SOL"	"WS"	"HUF"	"C1"	"100"	"1"	"1"
"5892"	"SOL"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5893"	"SOL"	"WS"	"HUF"	"C2"	"0"	"0"	"1"
"5894"	"SOL"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5895"	"SOL"	"WS"	"HUF"	"C3"	"0"	"0"	"1"
"5896"	"SOL"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5897"	"SOL"	"WS"	"HUF"	"C4"	"0"	"0"	"1"
"5898"	"SOL"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5899"	"SOL"	"WS"	"HUMa"	"C1"	"100"	"2"	"2"
"5900"	"SOL"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5901"	"SOL"	"WS"	"HUMa"	"C2"	"0"	"0"	"2"
"5902"	"SOL"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5903"	"SOL"	"WS"	"HUMa"	"C3"	"0"	"0"	"2"
"5904"	"SOL"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5905"	"SOL"	"WS"	"HUMa"	"C4"	"0"	"0"	"2"
"5906"	"SOL"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5907"	"SOL"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5908"	"SOL"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5909"	"SOL"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5910"	"SOL"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5911"	"SOL"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5912"	"SOL"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5913"	"SOL"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5914"	"SOL"	"BS"	"HUC"	"C1"	"100"	"1"	"1"
"5915"	"SOL"	"WS"	"HUC"	"C1"	"100"	"2"	"2"
"5916"	"SOL"	"BS"	"HUC"	"C2"	"100"	"1"	"1"
"5917"	"SOL"	"WS"	"HUC"	"C2"	"50"	"1"	"2"
"5918"	"SOL"	"BS"	"HUC"	"C3"	"100"	"1"	"1"
"5919"	"SOL"	"WS"	"HUC"	"C3"	"0"	"0"	"2"
"5920"	"SOL"	"BS"	"HUC"	"C4"	"0"	"0"	"1"
"5921"	"SOL"	"WS"	"HUC"	"C4"	"0"	"0"	"2"
"5922"	"SOM"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5923"	"SOM"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5924"	"SOM"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5925"	"SOM"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5926"	"SOM"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5927"	"SOM"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5928"	"SOM"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5929"	"SOM"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5930"	"SOM"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5931"	"SOM"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"5932"	"SOM"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5933"	"SOM"	"WS"	"HUMa"	"C2"	"0"	"0"	"1"
"5934"	"SOM"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5935"	"SOM"	"WS"	"HUMa"	"C3"	"0"	"0"	"1"
"5936"	"SOM"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5937"	"SOM"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"5938"	"SOM"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5939"	"SOM"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5940"	"SOM"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5941"	"SOM"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5942"	"SOM"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5943"	"SOM"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5944"	"SOM"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5945"	"SOM"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5946"	"SOM"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5947"	"SOM"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5948"	"SOM"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5949"	"SOM"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5950"	"SOM"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5951"	"SOM"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5952"	"SOM"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5953"	"SOM"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5954"	"SPA"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5955"	"SPA"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5956"	"SPA"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5957"	"SPA"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5958"	"SPA"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5959"	"SPA"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5960"	"SPA"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5961"	"SPA"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5962"	"SPA"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5963"	"SPA"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5964"	"SPA"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5965"	"SPA"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5966"	"SPA"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5967"	"SPA"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5968"	"SPA"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5969"	"SPA"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5970"	"SPA"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5971"	"SPA"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5972"	"SPA"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5973"	"SPA"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5974"	"SPA"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5975"	"SPA"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5976"	"SPA"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5977"	"SPA"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5978"	"SPA"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5979"	"SPA"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5980"	"SPA"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5981"	"SPA"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5982"	"SPA"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5983"	"SPA"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5984"	"SPA"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5985"	"SPA"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5986"	"SRL"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5987"	"SRL"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5988"	"SRL"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5989"	"SRL"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5990"	"SRL"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5991"	"SRL"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5992"	"SRL"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5993"	"SRL"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5994"	"SRL"	"BS"	"HUMa"	"C1"	"100"	"1"	"1"
"5995"	"SRL"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"5996"	"SRL"	"BS"	"HUMa"	"C2"	"100"	"1"	"1"
"5997"	"SRL"	"WS"	"HUMa"	"C2"	"0"	"0"	"1"
"5998"	"SRL"	"BS"	"HUMa"	"C3"	"0"	"0"	"1"
"5999"	"SRL"	"WS"	"HUMa"	"C3"	"0"	"0"	"1"
"6000"	"SRL"	"BS"	"HUMa"	"C4"	"0"	"0"	"1"
"6001"	"SRL"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"6002"	"SRL"	"BS"	"HUMe"	"C1"	"100"	"1"	"1"
"6003"	"SRL"	"WS"	"HUMe"	"C1"	"100"	"2"	"2"
"6004"	"SRL"	"BS"	"HUMe"	"C2"	"100"	"1"	"1"
"6005"	"SRL"	"WS"	"HUMe"	"C2"	"0"	"0"	"2"
"6006"	"SRL"	"BS"	"HUMe"	"C3"	"0"	"0"	"1"
"6007"	"SRL"	"WS"	"HUMe"	"C3"	"0"	"0"	"2"
"6008"	"SRL"	"BS"	"HUMe"	"C4"	"0"	"0"	"1"
"6009"	"SRL"	"WS"	"HUMe"	"C4"	"0"	"0"	"2"
"6010"	"SRL"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"6011"	"SRL"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"6012"	"SRL"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"6013"	"SRL"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"6014"	"SRL"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"6015"	"SRL"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"6016"	"SRL"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"6017"	"SRL"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"6018"	"SUD"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"6019"	"SUD"	"WS"	"HUF"	"C1"	"100"	"1"	"1"
"6020"	"SUD"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"6021"	"SUD"	"WS"	"HUF"	"C2"	"100"	"1"	"1"
"6022"	"SUD"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"6023"	"SUD"	"WS"	"HUF"	"C3"	"100"	"1"	"1"
"6024"	"SUD"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"6025"	"SUD"	"WS"	"HUF"	"C4"	"0"	"0"	"1"
"6026"	"SUD"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"6027"	"SUD"	"WS"	"HUMa"	"C1"	"100"	"2"	"2"
"6028"	"SUD"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"6029"	"SUD"	"WS"	"HUMa"	"C2"	"50"	"1"	"2"
"6030"	"SUD"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"6031"	"SUD"	"WS"	"HUMa"	"C3"	"50"	"1"	"2"
"6032"	"SUD"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"6033"	"SUD"	"WS"	"HUMa"	"C4"	"0"	"0"	"2"
"6034"	"SUD"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"6035"	"SUD"	"WS"	"HUMe"	"C1"	"100"	"1"	"1"
"6036"	"SUD"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"6037"	"SUD"	"WS"	"HUMe"	"C2"	"0"	"0"	"1"
"6038"	"SUD"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"6039"	"SUD"	"WS"	"HUMe"	"C3"	"0"	"0"	"1"
"6040"	"SUD"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"6041"	"SUD"	"WS"	"HUMe"	"C4"	"0"	"0"	"1"
"6042"	"SUD"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"6043"	"SUD"	"WS"	"HUC"	"C1"	"100"	"1"	"1"
"6044"	"SUD"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"6045"	"SUD"	"WS"	"HUC"	"C2"	"100"	"1"	"1"
"6046"	"SUD"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"6047"	"SUD"	"WS"	"HUC"	"C3"	"100"	"1"	"1"
"6048"	"SUD"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"6049"	"SUD"	"WS"	"HUC"	"C4"	"0"	"0"	"1"
"6050"	"SUL"	"BS"	"HUF"	"C1"	"100"	"1"	"1"
"6051"	"SUL"	"WS"	"HUF"	"C1"	"100"	"3"	"3"
"6052"	"SUL"	"BS"	"HUF"	"C2"	"0"	"0"	"1"
"6053"	"SUL"	"WS"	"HUF"	"C2"	"33.3333333333333"	"1"	"3"
"6054"	"SUL"	"BS"	"HUF"	"C3"	"0"	"0"	"1"
"6055"	"SUL"	"WS"	"HUF"	"C3"	"0"	"0"	"3"
"6056"	"SUL"	"BS"	"HUF"	"C4"	"0"	"0"	"1"
"6057"	"SUL"	"WS"	"HUF"	"C4"	"0"	"0"	"3"
"6058"	"SUL"	"BS"	"HUMa"	"C1"	"100"	"7"	"7"
"6059"	"SUL"	"WS"	"HUMa"	"C1"	"100"	"9"	"9"
"6060"	"SUL"	"BS"	"HUMa"	"C2"	"85.7142857142857"	"6"	"7"
"6061"	"SUL"	"WS"	"HUMa"	"C2"	"22.2222222222222"	"2"	"9"
"6062"	"SUL"	"BS"	"HUMa"	"C3"	"71.4285714285714"	"5"	"7"
"6063"	"SUL"	"WS"	"HUMa"	"C3"	"0"	"0"	"9"
"6064"	"SUL"	"BS"	"HUMa"	"C4"	"57.1428571428571"	"4"	"7"
"6065"	"SUL"	"WS"	"HUMa"	"C4"	"0"	"0"	"9"
"6066"	"SUL"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"6067"	"SUL"	"WS"	"HUMe"	"C1"	"100"	"1"	"1"
"6068"	"SUL"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"6069"	"SUL"	"WS"	"HUMe"	"C2"	"100"	"1"	"1"
"6070"	"SUL"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"6071"	"SUL"	"WS"	"HUMe"	"C3"	"0"	"0"	"1"
"6072"	"SUL"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"6073"	"SUL"	"WS"	"HUMe"	"C4"	"0"	"0"	"1"
"6074"	"SUL"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"6075"	"SUL"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"6076"	"SUL"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"6077"	"SUL"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"6078"	"SUL"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"6079"	"SUL"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"6080"	"SUL"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"6081"	"SUL"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"6082"	"SUM"	"BS"	"HUF"	"C1"	"100"	"3"	"3"
"6083"	"SUM"	"WS"	"HUF"	"C1"	"100"	"7"	"7"
"6084"	"SUM"	"BS"	"HUF"	"C2"	"100"	"3"	"3"
"6085"	"SUM"	"WS"	"HUF"	"C2"	"85.7142857142857"	"6"	"7"
"6086"	"SUM"	"BS"	"HUF"	"C3"	"66.6666666666667"	"2"	"3"
"6087"	"SUM"	"WS"	"HUF"	"C3"	"57.1428571428571"	"4"	"7"
"6088"	"SUM"	"BS"	"HUF"	"C4"	"66.6666666666667"	"2"	"3"
"6089"	"SUM"	"WS"	"HUF"	"C4"	"42.8571428571429"	"3"	"7"
"6090"	"SUM"	"BS"	"HUMa"	"C1"	"100"	"5"	"5"
"6091"	"SUM"	"WS"	"HUMa"	"C1"	"100"	"18"	"18"
"6092"	"SUM"	"BS"	"HUMa"	"C2"	"100"	"5"	"5"
"6093"	"SUM"	"WS"	"HUMa"	"C2"	"88.8888888888889"	"16"	"18"
"6094"	"SUM"	"BS"	"HUMa"	"C3"	"80"	"4"	"5"
"6095"	"SUM"	"WS"	"HUMa"	"C3"	"83.3333333333333"	"15"	"18"
"6096"	"SUM"	"BS"	"HUMa"	"C4"	"80"	"4"	"5"
"6097"	"SUM"	"WS"	"HUMa"	"C4"	"61.1111111111111"	"11"	"18"
"6098"	"SUM"	"BS"	"HUMe"	"C1"	"100"	"1"	"1"
"6099"	"SUM"	"WS"	"HUMe"	"C1"	"100"	"7"	"7"
"6100"	"SUM"	"BS"	"HUMe"	"C2"	"100"	"1"	"1"
"6101"	"SUM"	"WS"	"HUMe"	"C2"	"85.7142857142857"	"6"	"7"
"6102"	"SUM"	"BS"	"HUMe"	"C3"	"0"	"0"	"1"
"6103"	"SUM"	"WS"	"HUMe"	"C3"	"71.4285714285714"	"5"	"7"
"6104"	"SUM"	"BS"	"HUMe"	"C4"	"0"	"0"	"1"
"6105"	"SUM"	"WS"	"HUMe"	"C4"	"42.8571428571429"	"3"	"7"
"6106"	"SUM"	"BS"	"HUC"	"C1"	"100"	"1"	"1"
"6107"	"SUM"	"WS"	"HUC"	"C1"	"100"	"2"	"2"
"6108"	"SUM"	"BS"	"HUC"	"C2"	"100"	"1"	"1"
"6109"	"SUM"	"WS"	"HUC"	"C2"	"100"	"2"	"2"
"6110"	"SUM"	"BS"	"HUC"	"C3"	"100"	"1"	"1"
"6111"	"SUM"	"WS"	"HUC"	"C3"	"100"	"2"	"2"
"6112"	"SUM"	"BS"	"HUC"	"C4"	"100"	"1"	"1"
"6113"	"SUM"	"WS"	"HUC"	"C4"	"100"	"2"	"2"
"6114"	"SUR"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"6115"	"SUR"	"WS"	"HUF"	"C1"	"100"	"1"	"1"
"6116"	"SUR"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"6117"	"SUR"	"WS"	"HUF"	"C2"	"100"	"1"	"1"
"6118"	"SUR"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"6119"	"SUR"	"WS"	"HUF"	"C3"	"100"	"1"	"1"
"6120"	"SUR"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"6121"	"SUR"	"WS"	"HUF"	"C4"	"100"	"1"	"1"
"6122"	"SUR"	"BS"	"HUMa"	"C1"	"100"	"1"	"1"
"6123"	"SUR"	"WS"	"HUMa"	"C1"	"100"	"2"	"2"
"6124"	"SUR"	"BS"	"HUMa"	"C2"	"100"	"1"	"1"
"6125"	"SUR"	"WS"	"HUMa"	"C2"	"100"	"2"	"2"
"6126"	"SUR"	"BS"	"HUMa"	"C3"	"0"	"0"	"1"
"6127"	"SUR"	"WS"	"HUMa"	"C3"	"50"	"1"	"2"
"6128"	"SUR"	"BS"	"HUMa"	"C4"	"0"	"0"	"1"
"6129"	"SUR"	"WS"	"HUMa"	"C4"	"50"	"1"	"2"
"6130"	"SUR"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"6131"	"SUR"	"WS"	"HUMe"	"C1"	"100"	"1"	"1"
"6132"	"SUR"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"6133"	"SUR"	"WS"	"HUMe"	"C2"	"100"	"1"	"1"
"6134"	"SUR"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"6135"	"SUR"	"WS"	"HUMe"	"C3"	"100"	"1"	"1"
"6136"	"SUR"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"6137"	"SUR"	"WS"	"HUMe"	"C4"	"100"	"1"	"1"
"6138"	"SUR"	"BS"	"HUC"	"C1"	"100"	"1"	"1"
"6139"	"SUR"	"WS"	"HUC"	"C1"	"100"	"2"	"2"
"6140"	"SUR"	"BS"	"HUC"	"C2"	"100"	"1"	"1"
"6141"	"SUR"	"WS"	"HUC"	"C2"	"100"	"2"	"2"
"6142"	"SUR"	"BS"	"HUC"	"C3"	"0"	"0"	"1"
"6143"	"SUR"	"WS"	"HUC"	"C3"	"50"	"1"	"2"
"6144"	"SUR"	"BS"	"HUC"	"C4"	"0"	"0"	"1"
"6145"	"SUR"	"WS"	"HUC"	"C4"	"0"	"0"	"2"
"6146"	"SWC"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"6147"	"SWC"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"6148"	"SWC"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"6149"	"SWC"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"6150"	"SWC"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"6151"	"SWC"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"6152"	"SWC"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"6153"	"SWC"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"6154"	"SWC"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"6155"	"SWC"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"6156"	"SWC"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"6157"	"SWC"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"6158"	"SWC"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"6159"	"SWC"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"6160"	"SWC"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
