"Region"	"Scenario"	"Use"	"Category"	"PercentageA"	"NumberA"	"NumberUT"
"5484"	"SAR"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5485"	"SAR"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5486"	"SAR"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5487"	"SAR"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5488"	"SAR"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5489"	"SAR"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5490"	"SAR"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5491"	"SAR"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5492"	"SAR"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5493"	"SAR"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5494"	"SAR"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5495"	"SAR"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5496"	"SAR"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5497"	"SAR"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5498"	"SAR"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5499"	"SAR"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5500"	"SAR"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5501"	"SAR"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5502"	"SAR"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5503"	"SAR"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5504"	"SAR"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5505"	"SAR"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5506"	"SAU"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5507"	"SAU"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5508"	"SAU"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5509"	"SAU"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5510"	"SAU"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5511"	"SAU"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5512"	"SAU"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5513"	"SAU"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5514"	"SAU"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5515"	"SAU"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5516"	"SAU"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5517"	"SAU"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5518"	"SAU"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5519"	"SAU"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5520"	"SAU"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5521"	"SAU"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5522"	"SAU"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5523"	"SAU"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5524"	"SAU"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5525"	"SAU"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5526"	"SAU"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5527"	"SAU"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5528"	"SAU"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5529"	"SAU"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5530"	"SAU"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5531"	"SAU"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5532"	"SAU"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5533"	"SAU"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5534"	"SAU"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5535"	"SAU"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5536"	"SAU"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5537"	"SAU"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5538"	"SCA"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5539"	"SCA"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5540"	"SCA"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5541"	"SCA"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5542"	"SCA"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5543"	"SCA"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5544"	"SCA"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5545"	"SCA"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5546"	"SCA"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5547"	"SCA"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5548"	"SCA"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5549"	"SCA"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5550"	"SCA"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5551"	"SCA"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5552"	"SCA"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5553"	"SCA"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5554"	"SCA"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5555"	"SCA"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5556"	"SCA"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5557"	"SCA"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5558"	"SCA"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5559"	"SCA"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5560"	"SCA"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5561"	"SCA"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5562"	"SCA"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5563"	"SCA"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5564"	"SCA"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5565"	"SCA"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5566"	"SCA"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5567"	"SCA"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5568"	"SCA"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5569"	"SCA"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5570"	"SCI"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5571"	"SCI"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5572"	"SCI"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5573"	"SCI"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5574"	"SCI"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5575"	"SCI"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5576"	"SCI"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5577"	"SCI"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5578"	"SCI"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5579"	"SCI"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"5580"	"SCI"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5581"	"SCI"	"WS"	"HUMa"	"C2"	"100"	"1"	"1"
"5582"	"SCI"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5583"	"SCI"	"WS"	"HUMa"	"C3"	"0"	"0"	"1"
"5584"	"SCI"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5585"	"SCI"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"5586"	"SCI"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5587"	"SCI"	"WS"	"HUMe"	"C1"	"100"	"1"	"1"
"5588"	"SCI"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5589"	"SCI"	"WS"	"HUMe"	"C2"	"100"	"1"	"1"
"5590"	"SCI"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5591"	"SCI"	"WS"	"HUMe"	"C3"	"100"	"1"	"1"
"5592"	"SCI"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5593"	"SCI"	"WS"	"HUMe"	"C4"	"0"	"0"	"1"
"5594"	"SCI"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5595"	"SCI"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5596"	"SCI"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5597"	"SCI"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5598"	"SCI"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5599"	"SCI"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5600"	"SCI"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5601"	"SCI"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5602"	"SCS"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5603"	"SCS"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5604"	"SCS"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5605"	"SCS"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5606"	"SCS"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5607"	"SCS"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5608"	"SCS"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5609"	"SCS"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5610"	"SCS"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5611"	"SCS"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5612"	"SCS"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5613"	"SCS"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5614"	"SCS"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5615"	"SCS"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5616"	"SCS"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5617"	"SCS"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5618"	"SCS"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5619"	"SCS"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5620"	"SCS"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5621"	"SCS"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5622"	"SCS"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5623"	"SCS"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5624"	"SCS"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5625"	"SCS"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5626"	"SCS"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5627"	"SCS"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5628"	"SCS"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5629"	"SCS"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5630"	"SCS"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5631"	"SCS"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5632"	"SCS"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5633"	"SCS"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5634"	"SCZ"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5635"	"SCZ"	"WS"	"HUF"	"C1"	"100"	"1"	"1"
"5636"	"SCZ"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5637"	"SCZ"	"WS"	"HUF"	"C2"	"0"	"0"	"1"
"5638"	"SCZ"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5639"	"SCZ"	"WS"	"HUF"	"C3"	"0"	"0"	"1"
"5640"	"SCZ"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5641"	"SCZ"	"WS"	"HUF"	"C4"	"0"	"0"	"1"
"5642"	"SCZ"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5643"	"SCZ"	"WS"	"HUMa"	"C1"	"100"	"2"	"2"
"5644"	"SCZ"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5645"	"SCZ"	"WS"	"HUMa"	"C2"	"0"	"0"	"2"
"5646"	"SCZ"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5647"	"SCZ"	"WS"	"HUMa"	"C3"	"0"	"0"	"2"
"5648"	"SCZ"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5649"	"SCZ"	"WS"	"HUMa"	"C4"	"0"	"0"	"2"
"5650"	"SCZ"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5651"	"SCZ"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5652"	"SCZ"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5653"	"SCZ"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5654"	"SCZ"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5655"	"SCZ"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5656"	"SCZ"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5657"	"SCZ"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5658"	"SCZ"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5659"	"SCZ"	"WS"	"HUC"	"C1"	"100"	"1"	"1"
"5660"	"SCZ"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5661"	"SCZ"	"WS"	"HUC"	"C2"	"0"	"0"	"1"
"5662"	"SCZ"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5663"	"SCZ"	"WS"	"HUC"	"C3"	"0"	"0"	"1"
"5664"	"SCZ"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5665"	"SCZ"	"WS"	"HUC"	"C4"	"0"	"0"	"1"
"5666"	"SEN"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5667"	"SEN"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5668"	"SEN"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5669"	"SEN"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5670"	"SEN"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5671"	"SEN"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5672"	"SEN"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5673"	"SEN"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5674"	"SEN"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5675"	"SEN"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5676"	"SEN"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5677"	"SEN"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5678"	"SEN"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5679"	"SEN"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5680"	"SEN"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5681"	"SEN"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5682"	"SEN"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5683"	"SEN"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5684"	"SEN"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5685"	"SEN"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5686"	"SEN"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5687"	"SEN"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5688"	"SEN"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5689"	"SEN"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5690"	"SEN"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5691"	"SEN"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5692"	"SEN"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5693"	"SEN"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5694"	"SEN"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5695"	"SEN"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5696"	"SEN"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5697"	"SEN"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5698"	"SEY"	"BS"	"HUF"	"C1"	"100"	"1"	"1"
"5699"	"SEY"	"WS"	"HUF"	"C1"	"100"	"1"	"1"
"5700"	"SEY"	"BS"	"HUF"	"C2"	"0"	"0"	"1"
"5701"	"SEY"	"WS"	"HUF"	"C2"	"0"	"0"	"1"
"5702"	"SEY"	"BS"	"HUF"	"C3"	"0"	"0"	"1"
"5703"	"SEY"	"WS"	"HUF"	"C3"	"0"	"0"	"1"
"5704"	"SEY"	"BS"	"HUF"	"C4"	"0"	"0"	"1"
"5705"	"SEY"	"WS"	"HUF"	"C4"	"0"	"0"	"1"
"5706"	"SEY"	"BS"	"HUMa"	"C1"	"100"	"1"	"1"
"5707"	"SEY"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"5708"	"SEY"	"BS"	"HUMa"	"C2"	"0"	"0"	"1"
"5709"	"SEY"	"WS"	"HUMa"	"C2"	"0"	"0"	"1"
"5710"	"SEY"	"BS"	"HUMa"	"C3"	"0"	"0"	"1"
"5711"	"SEY"	"WS"	"HUMa"	"C3"	"0"	"0"	"1"
"5712"	"SEY"	"BS"	"HUMa"	"C4"	"0"	"0"	"1"
"5713"	"SEY"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"5714"	"SEY"	"BS"	"HUMe"	"C1"	"100"	"1"	"1"
"5715"	"SEY"	"WS"	"HUMe"	"C1"	"100"	"1"	"1"
"5716"	"SEY"	"BS"	"HUMe"	"C2"	"0"	"0"	"1"
"5717"	"SEY"	"WS"	"HUMe"	"C2"	"0"	"0"	"1"
"5718"	"SEY"	"BS"	"HUMe"	"C3"	"0"	"0"	"1"
"5719"	"SEY"	"WS"	"HUMe"	"C3"	"0"	"0"	"1"
"5720"	"SEY"	"BS"	"HUMe"	"C4"	"0"	"0"	"1"
"5721"	"SEY"	"WS"	"HUMe"	"C4"	"0"	"0"	"1"
"5722"	"SEY"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5723"	"SEY"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5724"	"SEY"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5725"	"SEY"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5726"	"SEY"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5727"	"SEY"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5728"	"SEY"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5729"	"SEY"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5730"	"SIC"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5731"	"SIC"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5732"	"SIC"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5733"	"SIC"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5734"	"SIC"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5735"	"SIC"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5736"	"SIC"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5737"	"SIC"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5738"	"SIC"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5739"	"SIC"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5740"	"SIC"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5741"	"SIC"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5742"	"SIC"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5743"	"SIC"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5744"	"SIC"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5745"	"SIC"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5746"	"SIC"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5747"	"SIC"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5748"	"SIC"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5749"	"SIC"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5750"	"SIC"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5751"	"SIC"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5752"	"SIC"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5753"	"SIC"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5754"	"SIC"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5755"	"SIC"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5756"	"SIC"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5757"	"SIC"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5758"	"SIC"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5759"	"SIC"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5760"	"SIC"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5761"	"SIC"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5762"	"SIE"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5763"	"SIE"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5764"	"SIE"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5765"	"SIE"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5766"	"SIE"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5767"	"SIE"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5768"	"SIE"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5769"	"SIE"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5770"	"SIE"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5771"	"SIE"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5772"	"SIE"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5773"	"SIE"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5774"	"SIE"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5775"	"SIE"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5776"	"SIE"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5777"	"SIE"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5778"	"SIE"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5779"	"SIE"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5780"	"SIE"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5781"	"SIE"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5782"	"SIE"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5783"	"SIE"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5784"	"SIE"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5785"	"SIE"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5786"	"SIE"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5787"	"SIE"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5788"	"SIE"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5789"	"SIE"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"5790"	"SIE"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5791"	"SIE"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"5792"	"SIE"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5793"	"SIE"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"5794"	"SIN"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5795"	"SIN"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"5796"	"SIN"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5797"	"SIN"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"5798"	"SIN"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5799"	"SIN"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"5800"	"SIN"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5801"	"SIN"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"5802"	"SIN"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5803"	"SIN"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"5804"	"SIN"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5805"	"SIN"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"5806"	"SIN"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5807"	"SIN"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"5808"	"SIN"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5809"	"SIN"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"5810"	"SIN"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5811"	"SIN"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"5812"	"SIN"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5813"	"SIN"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"5814"	"SIN"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5815"	"SIN"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"5816"	"SIN"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5817"	"SIN"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"5818"	"SIN"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5819"	"SIN"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"5820"	"SIN"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
