"LEVEL3_NAM"	"LEVEL3_COD"	"LEVEL2_COD"	"LEVEL1_COD"	"LEVEL3_SPE_HUF_B"	"LEVEL3_SPE_HUMa_B"	"LEVEL3_SPE_HUMe_B"	"LEVEL3_SPE_HUC_B"	"LEVEL3_SPE_HUA_B"	"LEVEL3_SPE_FD2_B"	"LEVEL3_SPE_ED2_B"	"LEVEL3_SPE_COM_B"	"LEVEL3_SPE_HUF_W"	"LEVEL3_SPE_HUMa_W"	"LEVEL3_SPE_HUMe_W"	"LEVEL3_SPE_HUC_W"	"LEVEL3_SPE_HUA_W"	"LEVEL3_SPE_FD2_W"	"LEVEL3_SPE_ED2_W"	"LEVEL3_SPE_COM_W"	"LEVEL3_SPE_HUF_R"	"LEVEL3_SPE_HUMa_R"	"LEVEL3_SPE_HUMe_R"	"LEVEL3_SPE_HUC_R"	"LEVEL3_SPE_HUA_R"	"LEVEL3_SPE_FD2_R"	"LEVEL3_SPE_ED2_R"	"LEVEL3_SPE_COM_R"	"LEVEL3_SPE_HUF_B2"	"LEVEL3_SPE_HUMa_B2"	"LEVEL3_SPE_HUMe_B2"	"LEVEL3_SPE_HUC_B2"	"LEVEL3_SPE_HUA_B2"	"LEVEL3_SPE_FD2_B2"	"LEVEL3_SPE_ED2_B2"	"LEVEL3_SPE_COM_B2"	"LEVEL3_SPE_HUF_W2"	"LEVEL3_SPE_HUMa_W2"	"LEVEL3_SPE_HUMe_W2"	"LEVEL3_SPE_HUC_W2"	"LEVEL3_SPE_HUA_W2"	"LEVEL3_SPE_FD2_W2"	"LEVEL3_SPE_ED2_W2"	"LEVEL3_SPE_COM_W2"	"LEVEL3_SPE_HUF_R2"	"LEVEL3_SPE_HUMa_R2"	"LEVEL3_SPE_HUMe_R2"	"LEVEL3_SPE_HUC_R2"	"LEVEL3_SPE_HUA_R2"	"LEVEL3_SPE_FD2_R2"	"LEVEL3_SPE_ED2_R2"	"LEVEL3_SPE_COM_R2"	"LEVEL3_SPE_GAP_RL"	"LEVEL3_SPE_GAP_RLML"	"LEVEL3_SPE_speNum"	"LEVEL3_SPE_speNumCat"
"Réunion"	"REU"	29	2	0	0	0	0	8.33333333333333	0	0	7.69230769230769	14.2857142857143	10	0	0	16.6666666666667	0	9.09090909090909	15.3846153846154	0	0	0	0	8.33333333333333	0	0	7.69230769230769	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	11	5	13	"11-50"
"Rhode I."	"RHO"	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Rodrigues"	"ROD"	29	2	0	33.3333333333333	100	NA	33.3333333333333	NA	33.3333333333333	33.3333333333333	100	66.6666666666667	100	NA	66.6666666666667	NA	66.6666666666667	66.6666666666667	0	0	0	NA	0	NA	0	0	"0_20"	"20_40"	"80_100"	"NOC"	"20_40"	"NOC"	"20_40"	"20_40"	"80_100"	"60_80"	"80_100"	"NOC"	"60_80"	"NOC"	"60_80"	"60_80"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	3	1	3	"1-10"
"Romania"	"ROM"	13	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Central European Russia"	"RUC"	14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"East European Russia"	"RUE"	14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"North European Russia"	"RUN"	14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"South European Russia"	"RUS"	14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Northwest European Russia"	"RUW"	14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Rwanda"	"RWA"	23	2	0	0	0	0	0	50	25	25	0	0	0	0	0	50	25	25	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	4	"1-10"
"Sakhalin"	"SAK"	31	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Samoa"	"SAM"	60	6	0	0	0	0	33.3333333333333	0	10	9.09090909090909	0	0	0	0	33.3333333333333	0	20	18.1818181818182	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	13	8	13	"11-50"
"Sardegna"	"SAR"	12	1	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	0	0	1	"1-10"
"Saskatchewan"	"SAS"	71	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Saudi Arabia"	"SAU"	35	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	4	"1-10"
"South Carolina"	"SCA"	78	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	5	0	5	"1-10"
"Society Is."	"SCI"	61	6	0	0	0	0	7.14285714285714	0	20	7.14285714285714	0	8.33333333333333	14.2857142857143	0	21.4285714285714	0	20	21.4285714285714	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	10	1	14	"11-50"
"South China Sea"	"SCS"	41	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"Santa Cruz Is."	"SCZ"	60	6	0	0	0	0	0	0	0	0	20	40	0	25	33.3333333333333	33.3333333333333	50	42.8571428571429	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"40_60"	"0_20"	"20_40"	"20_40"	"20_40"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	6	1	7	"1-10"
"South Dakota"	"SDA"	74	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Selvagens"	"SEL"	21	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Senegal"	"SEN"	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	4	0	12	"11-50"
"Seychelles"	"SEY"	29	2	33.3333333333333	33.3333333333333	33.3333333333333	0	40	33.3333333333333	50	50	33.3333333333333	33.3333333333333	33.3333333333333	0	40	33.3333333333333	50	50	33.3333333333333	33.3333333333333	33.3333333333333	0	40	33.3333333333333	50	50	"20_40"	"20_40"	"20_40"	"0_20"	"40_60"	"20_40"	"40_60"	"40_60"	"20_40"	"20_40"	"20_40"	"0_20"	"40_60"	"20_40"	"40_60"	"40_60"	"20_40"	"20_40"	"20_40"	"0_20"	"40_60"	"20_40"	"40_60"	"40_60"	1	0	8	"1-10"
"South Georgia"	"SGE"	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sicilia"	"SIC"	13	1	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	3	"1-10"
"Sierra Leone"	"SIE"	22	2	0	0	0	0	0	10	7.69230769230769	7.69230769230769	0	0	0	0	0	10	7.69230769230769	7.69230769230769	0	0	0	0	0	10	7.69230769230769	7.69230769230769	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	3	0	13	"11-50"
"Sinai"	"SIN"	34	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	2	"1-10"
"South Australia"	"SOA"	50	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	2	"1-10"
"Socotra"	"SOC"	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	2	"1-10"
"Solomon Is."	"SOL"	43	4	0	0	0	7.69230769230769	16.6666666666667	0	15.3846153846154	17.3913043478261	9.09090909090909	13.3333333333333	0	15.3846153846154	27.7777777777778	14.2857142857143	23.0769230769231	26.0869565217391	0	0	0	7.69230769230769	5.55555555555556	0	0	4.34782608695652	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	33	12	38	"11-50"
"Somalia"	"SOM"	24	2	0	0	0	0	0	0	0	0	0	16.6666666666667	0	0	14.2857142857143	33.3333333333333	25	25	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	4	0	8	"1-10"
"Spain"	"SPA"	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	3	0	5	"1-10"
"Sri Lanka"	"SRL"	40	4	0	8.33333333333333	5.26315789473684	0	10	11.7647058823529	0	8.69565217391304	0	8.33333333333333	10.5263157894737	0	15	17.6470588235294	0	13.0434782608696	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	19	14	23	"11-50"
"South Sandwich Is."	"SSA"	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"St.Helena"	"STH"	28	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sudan"	"SUD"	24	2	0	0	0	0	0	0	0	0	12.5	22.2222222222222	12.5	14.2857142857143	22.2222222222222	16.6666666666667	22.2222222222222	22.2222222222222	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	3	0	9	"1-10"
"Sulawesi"	"SUL"	42	4	6.25	21.875	0	0	20.5882352941176	21.0526315789474	17.6470588235294	19.6078431372549	18.75	28.125	9.09090909090909	0	32.3529411764706	28.9473684210526	23.5294117647059	27.4509803921569	0	0	0	0	0	0	0	0	"0_20"	"20_40"	"0_20"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	56	28	62	"51-100"
"Sumatera"	"SUM"	42	4	9.375	6.02409638554217	2.56410256410256	6.66666666666667	5.49450549450549	8.33333333333333	10.2040816326531	9.21985815602837	21.875	21.6867469879518	17.9487179487179	13.3333333333333	26.3736263736264	30	22.4489795918367	29.7872340425532	6.25	2.40963855421687	2.56410256410256	6.66666666666667	2.1978021978022	0	2.04081632653061	1.41843971631206	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	148	51	161	">100"
"Surinam"	"SUR"	82	8	0	3.2258064516129	0	3.57142857142857	3.03030303030303	5.26315789473684	0	4.25531914893617	3.44827586206897	6.45161290322581	3.84615384615385	7.14285714285714	6.06060606060606	31.5789473684211	11.1111111111111	21.2765957446809	0	3.2258064516129	0	3.57142857142857	3.03030303030303	0	0	2.12765957446809	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	53	5	56	"51-100"
"Svalbard"	"SVA"	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Southwest Caribbean"	"SWC"	81	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	3	0	3	"1-10"
"Sweden"	"SWE"	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Switzerland"	"SWI"	11	1	0	0	0	NA	0	NA	NA	0	0	0	0	NA	0	NA	NA	0	0	0	0	NA	0	NA	NA	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"NOC"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"NOC"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"NOC"	"NOC"	"0_20"	1	0	1	"1-10"
"Swaziland"	"SWZ"	27	2	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	0	0	1	"1-10"
"Taiwan"	"TAI"	38	3	0	0	0	0	0	12.5	33.3333333333333	10	20	16.6666666666667	16.6666666666667	0	14.2857142857143	25	33.3333333333333	20	0	0	0	0	0	12.5	33.3333333333333	10	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	6	1	11	"11-50"
"Tanzania"	"TAN"	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	10	"1-10"
"Tasmania"	"TAS"	50	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Turks-Caicos Is."	"TCI"	81	8	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	0	NA	0	0	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	3	1	5	"1-10"
"Transcaucasus"	"TCS"	33	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Tristan da Cunha"	"TDC"	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Tennessee"	"TEN"	78	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Texas"	"TEX"	77	7	NA	NA	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	"NOC"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	2	"1-10"
"Thailand"	"THA"	41	4	10.5263157894737	7.14285714285714	5.66037735849057	11.1111111111111	6.59340659340659	11.2068965517241	16.1290322580645	14	18.4210526315789	21.4285714285714	15.0943396226415	16.6666666666667	23.0769230769231	35.3448275862069	30.6451612903226	36	5.26315789473684	3.57142857142857	3.77358490566038	5.55555555555556	3.2967032967033	1.72413793103448	1.61290322580645	2.66666666666667	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	152	25	167	">100"
"Turkmenistan"	"TKM"	32	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Togo"	"TOG"	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	4	0	10	"1-10"
"Tokelau-Manihiki"	"TOK"	60	6	0	0	0	0	50	0	50	50	0	0	0	0	50	0	50	50	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"0_20"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"0_20"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	2	"1-10"
"Tonga"	"TON"	60	6	0	0	0	0	33.3333333333333	0	66.6666666666667	50	0	0	0	0	33.3333333333333	0	66.6666666666667	50	0	0	0	0	0	0	33.3333333333333	25	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"60_80"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"60_80"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	2	0	4	"1-10"
