"accepted_name"	"Nocc"	"IUCN_TS_detail"	"IUCN_TS_sum"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld"	"Subset"	"NsubPop"	"Nloc"	"AOO"	"EOO"	"HFI"	"HPD"	"FLO"	"Tseas"	"Pseas"	"Tflex"	"Pflex"	"ECO"	"TDWG3"
"Arenga westerhoutii"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	14	14	60	1812802.55017558	27.6561264711268	109.226924082812	0.116746720748351	226.429451437557	78.6904074724983	0.720172962015341	0.0414025623735672	11	11
"Arenga wightii"	2	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	2	2	8	10806	41.9036655426025	2043.79103088379	0.00636146310716867	111.009735107422	88.8271903991699	0.791104450445742	0.0205724508050089	2	1
"Asterogyne martiana"	365	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	132	199	1212	1143408.08659054	30.882969777878	39.0068178137688	0.0869588509881359	71.5718566528738	48.7287079066446	0.816577170056466	0.169213994682174	15	8
"Asterogyne spicata"	1	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	25.051233291626	262.067779541016	0.00298465276136994	73.1970977783203	58.178295135498	0.785225709673019	0.101694915254237	1	1
"Asterogyne yaracuyense"	1	"NE"	"NE"	"CR"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	27.4497585296631	171.074905395508	0.0292323473840952	47.671272277832	56.2078552246094	0.788678603999821	0.0993788819875776	1	1
"Astrocaryum acaule"	56	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	44	45	196	4288041.45855385	11.2609292949949	4.26743464584329	0.0660823601174343	66.5135006564004	51.1286514486585	0.794673113626023	0.189388565754008	13	4
"Astrocaryum alatum"	62	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	40	46	224	226073.556324984	34.7222627824353	50.2052738281988	0.0937302661646578	73.6456556627827	51.628467405996	0.827147900134001	0.138320422399507	6	5
"Astrocaryum campestre"	70	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	61	63	268	2022112.95089074	22.9413048812321	14.6220826425324	0.0718884796985159	113.796752711705	81.8518474033901	0.706390058214347	0.0321830641213901	6	4
"Astrocaryum chambira"	233	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	90	121	776	3505732.22569311	11.0228856157336	8.90022536514271	0.0417250491078651	47.9903266481064	20.886023728121	0.808663473843587	0.535009538995987	11	5
"Astrocaryum chonta"	56	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	22	172	415098.774147441	8.25491241897855	1.71773954161576	0.0623140338263641	53.4089999198914	37.8868490968432	0.791332195515598	0.325513819985825	4	2
"Astrocaryum ciliatum"	20	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	10	60	35646.506183555	6.52075827121735	0.735442454367876	0.0143190633389167	57.2201995849609	22.1245779037476	0.823939838531806	0.503640187671898	3	3
"Astrocaryum echinatum"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	37.7905502319336	1.80902481079102	0.0341903641819954	145.714141845703	73.8784561157227	0.702135980202669	0.0584192439862543	1	1
"Astrocaryum faranae"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	12	24.5158157360306	9.36353635787964	16.5869028270245	0.0614114124182379	51.4509296417236	41.7041530609131	0.788898076654329	0.220512820512821	1	2
"Astrocaryum farinosum"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	20956	9.54465818405151	4.44672203063965	0.0122804357670248	56.3952941894531	60.0545711517334	0.829487330271191	0.210914454277286	2	3
"Astrocaryum gratum"	74	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	16	27	192	249694.634518641	15.7603736439267	7.21850014417558	0.10290236378441	146.592751322566	55.3090184701456	0.741351388111751	0.19657767626465	4	2
"Astrocaryum huaimi"	26	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	21	21	92	1375685.95896948	17.0552218510554	3.41160076398116	0.0428777622135105	135.123079740084	69.4414529066819	0.721120109076218	0.0902072909220872	6	3
"Astrocaryum jauari"	105	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	60	69	308	4885410.6224426	10.3271528062366	3.81407603479124	0.0524712486297219	53.2659760974702	35.7682535216922	0.805391873354142	0.36739198010569	17	9
"Astrocaryum javarense"	24	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	11	80	3645.55153640726	11.9022609790166	6.33642741044362	0.0333336539964269	42.9794898033142	23.3914437294006	0.809386012929782	0.477629118112501	1	2
"Astrocaryum macrocalyx"	62	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	23	31	196	170266.852424399	10.6958186741798	12.9561086551797	0.0537835128301184	45.5159806897563	19.0613059536103	0.811457211872024	0.572653146560737	4	2
"Astrocaryum malybo"	21	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	20	20	84	153990.5195031	32.4292374565488	55.7029351961045	0.106063482174206	38.298034123012	51.455371493385	0.81558462739195	0.13745045390615	6	1
"Astrocaryum mexicanum"	95	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	50	64	344	325015.758266462	29.247774294803	74.6998320905786	0.0795225487911682	195.085595542506	65.790115677683	0.736895518937007	0.117644082376157	10	8
"Astrocaryum murumuru"	17	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	14	14	60	2298261.71992885	15.0461328169879	144.492857596426	0.0953685916645233	53.0546891829547	53.9369374443503	0.792679617000877	0.17896900154136	9	5
"Astrocaryum paramaca"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	198403.8945867	10.9633547067642	18.3736287727952	0.0972701652353862	61.4762229919434	51.8376884460449	0.819742435246814	0.162412993039443	3	3
"Astrocaryum perangustatum"	7	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	4	5	28	67671.7666930296	9.18512501035418	5.88488667351859	0.0902992939310414	51.6359116690499	45.3165108816964	0.78392996202943	0.268264172998247	2	1
"Astrocaryum rodriguesii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	12.7949190139771	5.61571264266968	0.0655456706881523	58.8569107055664	58.0883827209473	0.814861301198385	0.145214521452145	1	3
"Astrocaryum sciophilum"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	28	223414.815588397	10.414587801153	95.7893738367341	0.0165308368371122	58.6530050797896	58.7924863641912	0.821582341400085	0.160061365379698	2	4
"Astrocaryum scopatum"	1	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	1	1	4	NA	8.45334720611572	2.79589056968689	0.0176570564508438	33.1448974609375	16.4124794006348	0.803775576885551	0.630901287553648	1	1
"Astrocaryum sociale"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	3	16	230.489558110749	29.7573171854019	1016.71531966329	0.0707751072477549	49.8366413116455	44.5931510925293	0.834894718837019	0.254071661237785	1	1
"Astrocaryum standleyanum"	69	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	36	41	212	799465.40786748	32.0225082065748	111.270146770754	0.0517078030878084	52.2490239350692	55.7692681464596	0.842358314295055	0.205067825279427	9	4
"Astrocaryum triandrum"	2	"NE"	"NE"	"EN"	"nonLC"	"NOT_ASSESSED"	2	2	8	2412	21.9583501815796	37.5297336578369	0.127855520695448	35.3940296173096	42.6701946258545	0.817598396753479	0.192457737321196	1	1
"Astrocaryum tucuma"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	28.5858631134033	6.48329973220825	0.0842097103595734	63.8495674133301	70.7910842895508	0.834702478789204	0.0840840840840841	1	8
"Astrocaryum ulei"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	43426.6387207834	8.79872159957886	1.12231792807579	0.0520682673901319	80.6968360900879	56.9537200927734	0.760389229088587	0.118160190325139	1	3
"Astrocaryum urostachys"	123	"NE"	"NE"	"LC"	"LC"	"NOT_ASSESSED"	36	49	332	136308.292065223	11.7403322836248	3.98338879614584	0.0284867834174869	46.7577609395593	16.0962088282515	0.809825364564269	0.586415670312897	2	3
"Astrocaryum vulgare"	33	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	28	28	116	2924038.21820477	27.2361978184093	129.19332021822	0.0910676357929002	75.4685738303445	75.7167175755356	0.778807882056496	0.0675226307038612	11	6
"Attalea allenii"	65	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	33	42	224	264981.378867318	28.2563060173622	43.1103402192776	0.0397437936174146	38.2873809521015	35.5112289281992	0.849613728793785	0.374811068480408	6	2
"Attalea amygdalina"	3	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	3	3	12	1619.10984487881	41.3292147318522	140.893280029297	0.0233834447960059	34.5485235850016	33.614377339681	0.800462104081192	0.341666666666667	2	1
"Attalea anisitsiana"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	29.8408851623535	11.0035181045532	0.0461817122995853	326.454406738281	40.7690353393555	0.673609351074461	0.21195652173913	1	2
"Attalea apoda"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	63479.6765053972	33.1608662605286	65.9192638397217	0.0859857331961393	205.279819488525	71.7501907348633	0.698212118305884	0.100414078674948	2	2
"Attalea attaleoides"	6	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	4	4	24	121311.152285468	16.3166443904241	349.555165298283	0.0598412673765173	47.0034974416097	49.9079119364421	0.818642792566585	0.194459243473628	2	4
"Attalea bassleriana"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	15.2846460342407	5.76528930664062	0.0798932835459709	42.7111930847168	22.8082656860352	0.80682716151547	0.479245283018868	1	1
"Attalea brejinhoensis"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	24	145082.761879563	24.2509757677714	8.55712928374608	0.0706485388800502	107.483034769694	89.7163441975911	0.708828379893088	0.00722673893405599	2	1
"Attalea burretiana"	34	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	28	29	124	233902.127467813	33.8812244639677	435.992587229785	0.094978428007487	149.677305782543	33.7952368119184	0.782727947960622	0.382884544448543	6	2
"Attalea butyracea"	241	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	118	143	740	4555250.57677394	18.0423710803768	70.140433883024	0.0514114153720207	64.3282727997333	38.9327561449708	0.797113585562475	0.305478458730279	25	7
"Attalea cephalotus"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	46305	18.3553280830383	12.4325637370348	0.132170736091211	55.6768207550049	38.3872289657593	0.791467104184416	0.2912	2	1
"Attalea cohune"	56	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	35	37	180	1528390.2527118	26.4748397895268	30.6597112246922	0.100481559235569	160.884093557085	63.5028018951416	0.742340493426053	0.131361243419403	12	8
"Attalea colenda"	32	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	18	19	92	85905.5617781548	32.7154352068901	60.8687760084867	0.0878014733461896	62.2035614848137	81.9028223752975	0.821310730053448	0.123492011737855	6	2
"Attalea compta"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	36	214543.170163185	31.566076596578	73.547620455424	0.0746163306757808	193.256174723307	70.6084925333659	0.708493511845322	0.101349128002633	3	1
"Attalea crassispatha"	6	"NE"	"NE"	"CR"	"nonLC"	"NOT_ASSESSED"	2	2	8	23.3547908280678	36.7846260070801	412.706802368164	0.0201662834733725	118.910106658936	53.3928871154785	0.76050889197306	0.182142857142857	1	1
"Attalea dahlgreniana"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	8	32	391505.559809675	31.6753723621368	35.3048125803471	0.196031700819731	74.4432592391968	81.0921411514282	0.776574831606653	0.0530474040632054	4	2
"Attalea dubia"	11	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	10	10	44	103925.19442894	33.8727120486173	190.000252636996	0.0824621588796039	272.105264837092	43.6101098494096	0.682460532630772	0.278560830860534	2	2
"Attalea eichleri"	33	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	26	29	128	1264684.70269528	22.0866694594875	40.7717910326284	0.0932417676896986	106.121217554266	81.4019369645552	0.697953608914355	0.0268870251603355	6	3
"Attalea exigua"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	52	1163088.93793433	25.5310555604788	32.9292806490109	0.0330835380860103	159.011222839355	78.219058403602	0.695384467543123	0.05010501050105	4	3
"Attalea geraensis"	48	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	35	38	172	1682309.62103118	26.9274843533834	52.3028595565508	0.0854156885300957	187.588459173838	71.2058864831924	0.692844384233008	0.0901222450254306	6	4
"Attalea guacuyule"	10	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	9	40	18522.1015348811	35.6782691955566	132.9606429206	0.0182583091314882	219.173789978027	120.244348144531	0.697337650027395	0.00357491062723432	2	1
"Attalea humilis"	16	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	11	13	64	177795.528580253	37.4399409294128	218.153790310025	0.0710259710322134	168.60897064209	39.2741269469261	0.771088983436733	0.327779557834028	3	2
"Attalea iguadummat"	6	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	2	3	24	351.641292428955	39.6834761301676	108.539032141368	0.0368042665844162	68.6806392669678	57.5158672332764	0.864948726688466	0.0564276622825627	1	2
"Attalea insignis"	78	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	39	45	252	453335.671640738	8.65693697134534	3.38071764145906	0.0298283160949583	57.3947027157514	25.7649062596835	0.815394410946948	0.451678340414132	8	4
"Attalea luetzelburgii"	8	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	7	7	32	118185.893711968	7.70243066549301	5.97307342384011	0.025547265278874	63.0630030632019	33.9078340530396	0.811448627999934	0.344724618447246	5	3
"Attalea magdalenica"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	20.9403114318848	5.42789363861084	0.00282833119854331	109.111488342285	60.2661781311035	0.798893509880593	0.0491452991452991	1	1
"Attalea maracaibensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	30.3533210754395	26.5350723266602	0.0622717142105103	71.7514419555664	70.1177062988281	0.786077568185984	0.062015503875969	1	2
"Attalea maripa"	256	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	132	160	824	6226699.14607072	11.9061159070116	31.7906216334522	0.0408325381024497	58.2448051348329	38.9643179159611	0.803617742286568	0.326139939355798	27	12
"Attalea microcarpa"	112	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	43	56	332	2200433.53103474	9.7595786090408	40.4291146988315	0.0302472039226944	53.1485441241946	33.3941101942744	0.810156812213289	0.347128998070598	14	7
"Attalea moorei"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	33895.6531345936	9.86625973383586	2.16048363844554	0.206378926212589	60.4229113260905	48.5632260640462	0.780331905311935	0.204387990762124	2	2
"Attalea nucifera"	13	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	11	11	52	53476.2128783913	32.8380636802086	69.4493400867169	0.0879240876708466	37.3072219261756	44.7252065218412	0.813349275079327	0.169727675744142	4	1
"Attalea phalerata"	216	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	52	86	648	4820064.37518828	11.7103528468697	16.3538765995591	0.0838638468707763	70.5184619868243	38.6117231514719	0.779882840644359	0.317965935145759	9	6
"Attalea pindobassu"	19	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	16	15	64	199194.942724788	33.1475073161878	753.363349989841	0.0763272760730041	148.013446607088	49.0817096107884	0.749201174121565	0.213140398904967	3	1
"Attalea plowmanii"	38	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	17	22	128	127687.244818615	14.6447601443843	35.6543163217996	0.0699630005616008	42.6670740027177	22.6498543588739	0.8096419932542	0.484340997256125	4	3
"Attalea princeps"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	9	36	261544.554428344	22.4055774476793	108.720358974404	0.0828121760860085	158.399492899577	61.2029317220052	0.731889409452719	0.120989917506875	4	2
"Attalea racemosa"	103	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	57	66	336	997178.522453534	9.51091475256728	13.1113717516938	0.040848425725979	56.6655176773812	26.0614015477375	0.806932941109132	0.443968460917614	14	4
"Attalea rostrata"	61	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	44	47	220	1247517.30301678	39.4298872400503	157.220901254748	0.0644015447564851	155.58333468828	73.8315152965608	0.756210343486443	0.0813194725709914	14	8
"Attalea salazarii"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	45708.9755291309	5.42898948987325	1.19121162096659	0.0352682924518983	42.9464314778646	29.8149534861247	0.803607530121786	0.438118811881189	2	1
"Attalea salvadorensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	40.4017372131348	149.205276489258	0.0732282474637032	149.974639892578	35.4199905395508	0.781372878606344	0.342391304347826	1	1
"Attalea seabrensis"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	11	48	91067.1259834414	28.4208773885454	11.6301742536681	0.0341786431547786	123.489360264369	74.258686883109	0.713695878189321	0.0677057963955188	3	1
"Attalea speciosa"	59	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	46	46	196	5149315.99941507	24.6335854914229	90.6804272882893	0.103716676674933	95.4595499846895	72.5612136388229	0.74350929276703	0.0554355651547875	14	7
"Attalea spectabilis"	2	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	120672	23.4313831329346	524.269546151161	0.0880058631300926	74.1680641174316	62.2955741882324	0.786320194652348	0.134020618556701	2	1
"Attalea tessmannii"	55	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	19	25	156	1178361.4595296	11.1165858420459	12.4472090038386	0.0830343848649963	47.1168655395508	31.9519885323264	0.793644810637751	0.358478260869565	5	2
"Attalea vitrivir"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	10	10	52	332331.728981715	21.3583938479424	8.11437893006951	0.0917418796962011	128.106570243835	88.2858622074127	0.69268047297387	0.0157635467980296	4	2
"Attalea weberbaueri"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	21.4266910552979	65.9203414916992	0.149179115891457	43.5040740966797	20.7607593536377	0.812408726504712	0.524590163934426	1	1
"Bactris acanthocarpa"	328	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	173	202	1060	9302820.93121356	12.5813568624261	41.7806617778033	0.0642066269872707	65.1909409674202	41.9918555501031	0.797093960724258	0.284474594615489	30	11
"Bactris acanthocarpoides"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	14	56	2427637.05016275	10.0424562957552	117.532658068153	0.0893074018466804	58.8462244669596	60.3551258511013	0.789170411388064	0.142596584314376	6	4
"Bactris ana-juliae"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	12	26.8309080927181	40.1996604919434	114.676232910156	0.0575464263558388	63.6057434082031	64.4405303955078	0.768898769647786	0.0652920962199313	1	1
"Bactris bahiensis"	22	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	20	21	88	97747.4031514276	35.0828830545599	95.1648058132692	0.134463030844927	188.583121559837	49.3090058240024	0.736803667596501	0.24294631710362	4	2
"Bactris balanophora"	33	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	23	25	124	819371.287427726	6.77452491573764	52.950254024204	0.0155580987005427	57.0231256773978	32.597228194728	0.815359746046658	0.357745187901007	8	3
"Bactris barronis"	50	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	20	29	168	237038.747171883	32.1712401199341	93.3663052749634	0.0368599855952198	48.2778413009644	44.4214275360107	0.849130505513932	0.28339240944065	8	2
"Bactris bidentula"	66	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	43	48	216	2758405.18969253	10.9049519553329	30.8552863077458	0.0669607493152646	50.3778888817989	38.0815173206907	0.80420416892912	0.321022866978116	15	5
"Bactris bifida"	118	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	60	68	380	1280598.94266971	10.1752947063769	12.7653445603989	0.0677705406025348	42.2917700945321	24.255841234983	0.803970179627236	0.481826596729402	10	3
"Bactris brongniartii"	194	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	91	110	632	6547765.00230383	10.744762173906	7.51494936729282	0.0597323991712177	50.6410847398424	35.6956636930249	0.80096329887402	0.342775004850174	24	10
"Bactris campestris"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	15	68	1087571.87700363	9.11137176757021	4.38924906946336	0.0608181357315248	57.913927414838	53.8284477907069	0.814973295096669	0.213907902924704	9	8
"Bactris caryotifolia"	26	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	21	22	100	203692.448150481	33.9154316095205	145.623482520764	0.112575273351887	202.889090317946	51.7353009810815	0.718806044292733	0.223703981968444	5	2
"Bactris charnleyae"	5	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	3	20	85.5505246118712	26.0962821960449	12.1507015228271	0.0584945309907198	58.473957824707	56.987459564209	0.865498055623793	0.0602816901408451	2	2
"Bactris chaveziae"	56	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	28	36	192	428280.422701267	12.118160699095	4.35126420855522	0.114917801573548	97.9831897871835	52.6721972056798	0.758624040284405	0.207375504710632	5	3
"Bactris chocoensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	40.9164505004883	113.838005065918	0.0343474894762039	35.4293556213379	43.753532409668	0.720987733472095	0.165605095541401	1	1
"Bactris coloniata"	48	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	20	24	160	458450.802347318	28.878899037838	67.0352610448996	0.0328034764097538	47.9990770022074	43.1360157926877	0.845550258978775	0.378880935236563	6	4
"Bactris coloradonis"	106	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	47	64	376	644171.58214579	31.4275775225657	55.8637312133357	0.0487784974239679	52.8277753074214	41.2538921248238	0.843627595200777	0.290354851997881	10	5
"Bactris concinna"	267	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	105	141	852	2172098.86687392	11.8998965243722	5.59792236823149	0.0698703560239787	60.8613032437442	35.3323987450046	0.790178117488656	0.367653429602887	11	5
"Bactris constanciae"	8	"NE"	"NE"	"LC"	"LC"	"NOT_ASSESSED"	5	6	28	58782.2655589455	10.410924077034	133.211032911669	0.0271889355462918	49.3873748779297	42.5058674812317	0.8302498904249	0.275675675675676	2	3
"Bactris corossilla"	202	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	109	125	672	1850298.80248207	11.7280034980193	11.2400271752388	0.0362295928050414	50.2342339317397	26.6537406350126	0.807516745745839	0.448954636285007	18	6
"Bactris cuspidata"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	5858.9342830241	14.7797243595123	3.3659008666873	0.119218454361544	59.4784379005432	61.1268529891968	0.81631292289464	0.124090386824971	3	3
"Bactris dianeura"	63	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	21	29	200	116317.653660172	34.8439222366091	72.8778921081906	0.030185938066256	66.3486149500287	53.368233877515	0.787376036117224	0.141832669322709	5	3
"Bactris elegans"	68	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	38	41	208	3135233.19258818	14.9104268971611	40.5382740367752	0.0811280117135646	54.5016205451068	59.2046551984899	0.796423703729063	0.15114098870444	14	6
"Bactris faucium"	8	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	6	6	28	36977.9509662885	21.8673298358917	8.5977528989315	0.164623260592634	185.871747970581	53.3138160705566	0.726466141180703	0.20983496126642	2	1
"Bactris gasipaes"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	52	5565567.9043706	35.6492447669689	351.810878159908	0.0466946100104206	94.4626527932974	76.8429169288048	0.777515030929799	0.101094319958312	11	12
"Bactris gastoniana"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	10	10	44	795874.946886662	12.0378876140652	175.798736111494	0.0391231852778825	47.48188940684	48.4232883453369	0.812428606683126	0.200320512820513	4	3
"Bactris glandulosa"	88	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	40	46	248	203107.769490935	36.8761393373663	52.7860851883888	0.0406405768166719	67.3320340026509	59.332099145109	0.794012488667124	0.103503527442305	8	3
"Bactris glassmanii"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	177867.65829811	38.2792142868042	1410.30165164471	0.0981084100902081	119.640673828125	50.7029342651367	0.789234780145259	0.197810789679437	3	1
"Bactris gracilior"	77	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	32	41	244	130367.01645576	31.8689443414862	36.3093812527595	0.0909442931970025	70.3437417265657	43.9164054177024	0.830847184535629	0.191507391017795	6	3
"Bactris grayumii"	26	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	15	80	38233.4964844787	31.1702778889583	19.8776053740428	0.112335226641825	77.9597842876728	47.0772866469163	0.82491137026658	0.165378151260504	2	2
"Bactris guineensis"	78	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	45	50	248	1414592.76530922	38.0229222310054	137.09221334488	0.0844549722551631	56.2004022109203	70.8341473310422	0.815288331465825	0.0741141271042862	11	5
"Bactris halmoorei"	44	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	18	24	136	317223.142262734	9.14156997474757	16.7554387843067	0.0792712030789434	47.0381138541482	33.8680222251199	0.796415589013065	0.396665164488507	3	4
"Bactris herrerana"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	40	4010.91939427926	37.2313405205222	44.9072936001946	0.0427596170236083	70.6544391407686	62.3497242647059	0.780334970925412	0.0712438278861979	2	1
"Bactris hirta"	426	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	193	245	1392	8358392.01036972	11.392137855137	39.4174208874962	0.0526295673327968	64.7802180437974	35.5377659640961	0.800417912081891	0.356008698760725	31	10
"Bactris killipii"	111	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	48	66	376	1981543.18815232	10.3406752691613	26.1193459308538	0.0394791217024888	45.0197593929531	21.673977160239	0.81021853774444	0.519068940332157	13	3
"Bactris kunorum"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	32	366.945558366918	26.9080092112223	67.5232009887695	0.0484837074246671	59.9759296841092	56.0196232265896	0.863071961120474	0.0661490683229814	3	1
