species	NO_EXT	DO_CON	Americas	AfricaWAsia	EAsiaPacific	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	Conspicuousness	AnimalFood	EnvironmentalUses	Fuels	GeneSources	HumanFood	InvertebrateFood	Materials	Medicines	Poisons	SocialUses
Plectocomia elmeri	non-LC	non-LC	0	0	1	1	0	0	0	0	1	25	15	canopy	NA	2.03	NA	0.38	2.5	NA	NA	2.5	NA	NA	small	globose	NA	0	0	0	0	0	0	1	0	0	0
Plectocomia elongata	LC	LC	0	0	1	1	0	0	1	0	1	50	17	canopy	NA	6.55	6.4	0.67	3	NA	NA	2	1	3	small	ovoid	cryptic	0	1	0	0	1	0	1	1	0	0
Plectocomia himalayana	LC	LC	0	0	1	1	0	0	0	0	1	20	10	canopy	NA	3.5	3.5	NA	1.5	NA	NA	1.5	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia khasyana	LC	NA	0	0	1	1	0	0	NA	0	1	25	NA	canopy	NA	1.5	NA	NA	2.6	NA	NA	2.4	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia longistigma	non-LC	NA	0	0	1	1	0	0	0	0	1	20	7	canopy	NA	4.5	NA	0.27	1.6	NA	NA	1.6	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia lorzingii	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia macrostachya	LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia microstachys	non-LC	non-LC	0	0	1	1	0	0	1	0	1	15	6	canopy	NA	1.5	1.5	NA	2	NA	NA	2	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia mulleri	LC	LC	0	0	1	1	0	0	2	0	1	30	15	canopy	NA	7	NA	NA	2.5	NA	NA	2.5	2	3	small	NA	cryptic	0	0	0	0	0	0	1	0	0	0
Plectocomia pierreana	LC	LC	0	0	1	1	0	0	2	0	1	50	10	canopy	NA	4.55	NA	0.64	2.3	NA	NA	2.3	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomia pygmaea	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	1	canopy	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomiopsis corneri	non-LC	NA	0	0	1	1	0	0	0	0	1	25	3.5	canopy	NA	3	NA	0.1	2.5	NA	NA	2.75	2.5	3	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomiopsis geminiflora	LC	LC	0	0	1	1	0	0	0	0	1	50	6	canopy	22	3.9	3.9	0.15	2.75	2.5	3	3.25	3	3.5	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Plectocomiopsis mira	LC	LC	0	0	1	1	0	0	0	0	1	40	3.5	canopy	NA	2.75	NA	0.17	2.5	NA	NA	3	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomiopsis songthanhensis	non-LC	NA	0	0	1	1	0	0	0	0	1	30	1.7	canopy	NA	NA	0.87	0.02	1.8	NA	NA	1.6	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectocomiopsis triquetra	LC	LC	0	0	1	1	0	0	0	0	1	40	2	canopy	NA	2.2	NA	0.22	2.5	NA	NA	3	NA	NA	small	ovoid	cryptic	0	0	0	0	0	0	1	0	0	0
Plectocomiopsis wrayi	non-LC	NA	0	0	1	1	0	0	0	0	1	30	4	canopy	NA	2	1.5	0.55	2.7	NA	NA	3	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podococcus acaulis	non-LC	LC	0	1	0	0	1	0	0	0	0	0	NA	understorey	NA	5	NA	NA	2.5	2	3	0.75	0.5	1	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podococcus barteri	LC	LC	0	1	0	0	0	1	1	0	0	2	2.5	understorey	9	2	0.54	NA	2.5	2	3	0.6	0.6	0.8	small	NA	conspicuous	0	0	0	0	1	0	1	0	0	0
Ponapea hentyi	non-LC	non-LC	0	0	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	1.6	NA	NA	1	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ponapea hosinoi	non-LC	NA	0	0	1	0	0	1	1	0	0	15	20	canopy	NA	3	NA	NA	3	2.8	3.2	1.8	1.7	1.9	small	elongate	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ponapea ledermanniana	non-LC	NA	0	0	1	0	0	1	1	0	0	15	12	canopy	NA	3	3	NA	4	3.6	4.4	1.65	1.6	1.7	large	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ponapea palauensis	non-LC	NA	0	0	1	0	0	1	1	0	0	NA	NA	NA	NA	2	NA	NA	2.25	2.2	2.3	1.15	1.1	1.2	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prestoea acuminata	LC	LC	1	0	0	0	0	1	2	0	0	15	20	canopy	10	3.2	2.6	0.65	1.4	NA	NA	1.4	1	1.8	small	NA	cryptic	1	1	0	0	1	0	1	1	0	1
Prestoea carderi	LC	LC	1	0	0	0	0	1	2	0	0	4	10	understorey	10	4.9	2.4	2.6	0.85	NA	NA	0.85	0.7	1	small	ovoid	cryptic	0	0	0	0	0	0	0	0	0	0
Prestoea decurrens	non-LC	LC	1	0	0	0	0	1	2	0	0	10	12	canopy	10	4.67	3.12	1.65	0.9	NA	NA	0.9	0.7	1.1	small	globose	cryptic	0	0	0	0	1	0	1	0	0	1
Prestoea ensiformis	LC	LC	1	0	0	0	0	1	2	0	0	10	13	canopy	14	3.4	2.3	1.15	0.85	NA	NA	0.85	0.7	1	small	globose	cryptic	0	1	1	0	1	0	1	0	0	0
Prestoea longepetiolata	LC	LC	1	0	0	0	0	1	2	0	0	3	10	understorey	6	NA	2	2	1.05	1	1.1	1.05	1	1.1	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prestoea pubens	LC	LC	1	0	0	0	0	1	2	0	0	3.5	5	understorey	10	2.8	1.8	NA	0.9	NA	NA	0.9	0.8	1	small	ovoid	cryptic	0	0	0	0	1	0	1	0	0	0
Prestoea pubigera	non-LC	NA	1	0	0	0	0	1	1	0	0	4	3.5	understorey	9	1.53	0.8	0.78	1	NA	NA	1	0.8	1.2	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prestoea schultzeana	LC	LC	1	0	0	0	0	1	2	0	0	5	5.5	understorey	10	3.8	2.2	1.7	0.85	NA	NA	0.85	0.7	1	small	elongate	cryptic	1	0	1	0	1	0	1	1	0	1
Prestoea simplicifolia	non-LC	NA	1	0	0	0	0	1	2	0	0	8	7	canopy	12	1.9	1.8	0.12	1.15	NA	NA	1.15	0.9	1.4	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prestoea tenuiramosa	non-LC	NA	1	0	0	0	0	1	2	0	0	10	20	canopy	15	2.2	1.8	0.45	1.1	NA	NA	1.1	1	1.2	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia arecina	non-LC	NA	1	0	0	0	0	1	1	0	0	15	50	canopy	15	1.8	NA	0.02	4.5	NA	NA	3.9	3.8	4	large	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia bakeri	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	3.5	NA	NA	large	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia beccariana	non-LC	NA	1	0	0	0	0	1	1	0	0	20	30	canopy	NA	NA	NA	NA	4	NA	NA	3.5	3	4	large	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia flynnii	non-LC	NA	1	0	0	0	0	1	1	0	0	5	NA	understorey	26	1	NA	NA	3	2.5	3.5	2.05	1.8	2.3	small	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia forbesiana	non-LC	LC	1	0	0	0	0	1	1	0	0	10	NA	canopy	NA	NA	NA	NA	4.25	4	4.5	3.35	3.2	3.5	large	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia glabrata	non-LC	LC	1	0	0	0	0	1	1	0	0	5	20	understorey	16	1.05	0.5	0.6	2.5	2	3	2.25	2	2.5	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia gordonii	non-LC	NA	1	0	0	0	0	1	1	0	0	20	25	canopy	30	1.5	1.5	1.3	5	NA	NA	6	NA	NA	large	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia hardyi	non-LC	NA	1	0	0	0	0	1	1	0	0	10	45	canopy	NA	NA	NA	NA	2.75	2	3.5	1.55	1.5	1.6	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia hillebrandii	non-LC	NA	1	0	0	0	0	1	1	0	0	8	25	canopy	16	1.7	1	NA	1.85	1.5	2.2	1.65	1.4	1.9	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia kaalae	non-LC	NA	1	0	0	0	0	1	1	0	0	10	NA	canopy	NA	1.6	NA	NA	2.5	NA	NA	2.5	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia kahukuensis	non-LC	LC	1	0	0	0	0	1	1	0	0	25	NA	canopy	NA	NA	NA	NA	1.5	NA	NA	1.1	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia lanigera	non-LC	NA	1	0	0	0	0	1	1	0	0	15	50	canopy	NA	NA	NA	NA	4.5	3.5	5.5	3.5	3	4	large	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia lowreyana	non-LC	NA	1	0	0	0	0	1	1	0	0	10	100	canopy	NA	1.7	NA	NA	4.75	3.5	6	3.75	3	4.5	large	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia maideniana	non-LC	NA	1	0	0	0	0	1	1	0	0	10	NA	canopy	NA	NA	NA	NA	1.75	1.2	2.3	1.75	1.2	2.3	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia martii	non-LC	NA	1	0	0	0	0	1	1	0	0	10	NA	canopy	NA	NA	NA	NA	4.5	4	5	3.25	2.5	4	large	ovoid	cryptic	0	0	0	0	0	0	1	0	0	0
Pritchardia minor	non-LC	non-LC	1	0	0	0	0	1	1	0	0	12	10	canopy	11	1.32	NA	NA	2.25	1.5	3	1.25	1.2	1.3	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia mitiaroana	non-LC	NA	1	0	0	0	0	1	1	0	0	25	35	canopy	NA	1.5	NA	NA	0.6	NA	NA	0.6	0.5	0.7	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia munroi	non-LC	LC	1	0	0	0	0	1	1	0	0	5	20	understorey	NA	1.7	0.9	0.85	2.1	NA	NA	2.1	2.2	2	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia napaliensis	non-LC	NA	1	0	0	0	0	1	1	0	0	10	20	canopy	20	1.55	0.85	NA	2.1	1.7	2.5	1.6	1.4	1.8	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia pacifica	non-LC	non-LC	0	0	1	0	0	1	1	0	0	15	40	canopy	NA	1.7	NA	1.15	1.15	NA	NA	1.15	1.1	1.2	small	elongate	cryptic	0	1	0	0	0	0	0	0	0	0
Pritchardia perlmanii	non-LC	NA	1	0	0	0	0	1	1	0	0	10	50	canopy	NA	1	NA	NA	2.95	1.9	4	1.65	1.2	2.1	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia remota	non-LC	NA	1	0	0	0	0	1	1	0	0	10	15	canopy	14	1.85	0.85	NA	1.9	1.8	2	1.85	1.8	1.9	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia schattaueri	non-LC	NA	1	0	0	0	0	1	1	0	0	40	30	canopy	30	1.9	1.8	2.2	4	3	5	3.5	3	4	large	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia thurstonii	non-LC	NA	0	0	1	0	0	1	1	0	0	11	20	canopy	25	1.5	NA	NA	7	NA	NA	7	NA	NA	large	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia viscosa	non-LC	NA	1	0	0	0	0	1	1	0	0	10	50	canopy	NA	1.4	1	2.1	2.95	1.9	4	1.65	1.2	2.1	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia vuylstekeana	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	2.4	NA	NA	2	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia waialealeana	non-LC	LC	1	0	0	0	0	1	1	0	0	20	50	canopy	40	NA	NA	NA	2	NA	NA	1.5	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pritchardia woodii	non-LC	NA	1	0	0	0	0	1	1	0	0	25	25	canopy	20	1.45	2.5	NA	4.75	4.5	5	4.25	NA	NA	large	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudophoenix ekmanii	non-LC	NA	1	0	0	0	0	1	1	0	0	6	80	canopy	12	3	1.61	1.44	1.3	1.18	1.43	1.685	1.17	2.2	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudophoenix lediniana	non-LC	NA	1	0	0	0	0	1	1	0	0	20	30	canopy	17	3.1	2.36	0.79	2.12	1.72	2.51	1.8	1.48	2.17	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudophoenix sargentii	LC	LC	1	0	0	0	0	1	1	0	0	8	30	canopy	16	2.84	1.65	1.24	1.39	1.06	1.71	1.305	0.91	1.7	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudophoenix vinifera	non-LC	non-LC	1	0	0	0	0	1	1	0	0	25	40	canopy	24	3	2.7	0.33	3.07	1.76	2.37	2.06	1.62	2.5	small	globose	conspicuous	0	0	0	0	0	0	1	0	0	0
Ptychococcus lepidotus	LC	LC	0	0	1	0	0	1	1	0	0	11.5	30	canopy	15	4.4	4.4	NA	1.2	NA	NA	0.8	NA	NA	small	globose	conspicuous	0	0	0	0	0	0	1	0	0	0
Ptychococcus paradoxus	LC	LC	0	0	1	0	0	1	1	0	0	26	30	canopy	13	6.5	4.5	2.1	5	4	6	3.5	NA	NA	large	ovoid	conspicuous	1	0	0	0	1	0	1	0	0	1
Ptychosperma ambiguum	LC	NA	0	0	1	0	0	1	1	0	0	5	2.5	understorey	NA	1.6	NA	NA	2	1.8	2.2	0.8	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma buabe	non-LC	non-LC	0	0	1	0	0	1	1	0	0	5	6	understorey	NA	1.55	1.55	NA	1.9	1.8	2	1	NA	NA	small	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma burretianum	non-LC	non-LC	0	0	1	0	0	1	1	0	0	8	3	canopy	7	1.9	1.9	NA	1.5	NA	NA	0.9	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma caryotoides	non-LC	LC	0	0	1	0	0	1	2	0	0	9	10	canopy	5	1.55	1.55	NA	1.1	NA	NA	0.8	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma cuneatum	non-LC	non-LC	0	0	1	0	0	1	1	0	0	5	3	understorey	NA	NA	NA	NA	1.45	1.3	1.6	0.7	0.6	0.8	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma elegans	LC	NA	1	0	0	0	0	1	1	0	0	12	8	canopy	11	3.3	2.3	NA	1.2	0.9	1.5	0.9	0.8	1	small	globose	conspicuous	0	1	0	0	0	0	1	0	0	0
Ptychosperma furcatum	non-LC	LC	0	0	1	0	0	1	2	0	0	5	5	understorey	NA	1.7	1.7	NA	1.3	1.2	1.4	0.7	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma gracile	non-LC	non-LC	0	0	1	0	0	1	1	0	0	12	8	canopy	10	2.5	2.5	NA	1.55	1.4	1.7	0.8	0.7	0.9	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma hartmannii	non-LC	NA	0	0	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma lauterbachii	non-LC	LC	0	0	1	0	0	1	2	0	0	14	9	canopy	NA	2.8	2.8	NA	1.6	1.4	1.8	0.8	0.7	0.9	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma lineare	non-LC	NA	0	0	1	0	0	1	2	0	0	15	4	canopy	NA	2.5	2.5	NA	1.3	1.1	1.5	0.75	0.7	0.8	small	ovoid	conspicuous	0	0	0	0	0	0	1	0	0	0
Ptychosperma macarthurii	LC	LC	0	0	1	0	0	1	0	0	0	10	7	canopy	10	3	2	NA	1.5	1.2	1.8	1	0.8	1.2	small	ovoid	conspicuous	0	1	0	0	1	0	1	0	1	0
Ptychosperma macrocerum	NA	NA	0	0	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma mambare	non-LC	non-LC	0	0	1	0	0	1	0	0	0	6	5	canopy	NA	2.1	2.1	NA	1.4	NA	NA	NA	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma microcarpum	LC	LC	0	0	1	0	0	1	2	0	0	9	13	canopy	8	2.5	2.5	NA	1.3	1.2	1.4	0.8	0.7	0.9	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma mooreanum	non-LC	LC	0	0	1	0	0	1	1	0	0	8	4	canopy	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma nicolai	NA	NA	0	0	1	0	0	1	2	0	0	8	NA	canopy	NA	NA	NA	NA	1	NA	NA	0.5	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma praemorsum	NA	NA	0	0	1	0	0	1	2	0	0	4	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma propinquum	LC	LC	0	0	1	0	0	1	2	0	0	8	5	canopy	9	1.6	NA	0.35	1.85	1.7	2	0.8	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma pullenii	non-LC	NA	0	0	1	0	0	1	1	0	0	6	2	canopy	6	2.26	1.87	0.44	1.2	NA	NA	0.8	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma ramosissimum	non-LC	non-LC	0	0	1	0	0	1	1	0	0	8	5	canopy	NA	0.8	0.8	NA	1	0.8	1.2	0.65	0.5	0.8	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma rosselense	non-LC	non-LC	0	0	1	0	0	1	1	0	0	9	10	canopy	NA	1.65	1.65	0.66	1.7	1.2	2.2	1.05	0.8	1.3	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma salomonense	non-LC	non-LC	0	0	1	0	0	1	1	0	0	12	8	canopy	10	2	2	NA	1.4	1.1	1.7	1	0.7	1.3	small	ovoid	conspicuous	0	0	0	0	0	0	1	0	0	0
Ptychosperma sanderianum	LC	NA	0	0	1	0	0	1	2	0	0	4	10	understorey	NA	1.46	1.46	NA	1.6	1.4	1.8	0.9	NA	NA	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma schefferi	non-LC	NA	0	0	1	0	0	1	2	0	0	7	6	canopy	NA	1.7	1.7	NA	1.55	1.5	1.8	0.6	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma streimannii	non-LC	non-LC	0	0	1	0	0	1	1	0	0	4	2.5	understorey	NA	1	1	NA	1.5	NA	NA	1.05	1	1.1	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma tagulense	non-LC	NA	0	0	1	0	0	1	1	0	0	2.5	2.5	understorey	NA	NA	NA	NA	1.7	NA	NA	0.95	0.9	1	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma vestitum	non-LC	NA	0	0	1	0	0	1	1	0	0	3	2.5	understorey	NA	1.2	1.2	NA	1.55	1.5	1.6	0.8	NA	NA	small	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptychosperma waitianum	non-LC	non-LC	0	0	1	0	0	1	1	0	0	5	2.5	understorey	NA	0.8	0.47	0.38	1.8	1.7	1.9	0.7	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Raphia africana	non-LC	LC	0	1	0	0	0	1	0	0	1	10	7	canopy	NA	NA	NA	NA	8	6	10	4	3	5	large	NA	cryptic	1	0	0	0	0	0	1	0	0	1
Raphia australis	non-LC	non-LC	0	1	0	0	0	1	1	0	1	16	100	canopy	NA	18	NA	NA	7.5	6	9	4	3	5	large	ovoid	cryptic	0	0	0	0	0	0	1	0	0	0
Raphia farinifera	LC	LC	0	1	0	0	0	1	2	0	1	25	60	canopy	12	20	18.5	1.55	7.5	5	10	4.5	3.5	5.5	large	elongate	cryptic	0	1	0	1	1	0	1	1	0	0
Raphia gentiliana	LC	LC	0	1	0	0	0	1	1	0	1	6	NA	canopy	NA	NA	NA	NA	5.25	4	6.5	3.25	3	3.5	large	globose	cryptic	0	0	0	0	1	0	1	1	0	0
Raphia hookeri	LC	LC	0	1	0	0	0	1	0	0	1	15	8	canopy	NA	12	NA	NA	9	5	12	4.5	4	6	large	globose	cryptic	0	1	0	1	1	0	1	1	1	1
Raphia laurentii	non-LC	NA	0	1	0	0	0	1	1	0	1	4	NA	understorey	NA	6	NA	NA	5.25	4.5	6	4	3.5	4.5	large	ovoid	conspicuous	0	0	0	0	0	0	1	0	0	0
Raphia longiflora	non-LC	NA	0	1	0	0	0	1	0	0	1	7	NA	canopy	NA	NA	NA	NA	5	4.5	5.5	3.75	3.5	4	large	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Raphia mambillensis	LC	LC	0	1	0	0	1	0	0	0	1	0	NA	understorey	NA	NA	NA	NA	5.5	3.5	7.5	3	2.5	3.5	large	globose	cryptic	0	1	0	0	1	0	1	1	1	1
Raphia mannii	non-LC	NA	0	1	0	0	0	1	0	0	1	10	NA	canopy	NA	NA	NA	NA	6.25	5	7.5	4	3.5	4.5	large	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Raphia matombe	non-LC	NA	0	1	0	0	0	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Raphia monbuttorum	non-LC	NA	0	1	0	0	0	1	0	0	1	4	4	understorey	NA	NA	NA	NA	6	4.5	7.5	4	3.5	4.5	large	NA	cryptic	0	0	0	0	0	0	1	1	0	0
Raphia palma-pinus	LC	LC	0	1	0	0	0	1	1	0	1	6	NA	canopy	NA	NA	NA	NA	8.75	5.5	9.5	4	NA	NA	large	globose	conspicuous	0	0	0	0	0	0	1	1	0	0
Raphia regalis	non-LC	LC	0	1	0	0	1	0	1	0	1	0	12	understorey	NA	25	NA	NA	7.5	4.5	9.5	3.5	2	4.5	large	globose	cryptic	0	0	0	0	0	0	1	1	0	0
Raphia rostrata	non-LC	NA	0	1	0	0	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	6.75	4.5	9	3.5	3	4	large	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Raphia ruwenzorica	non-LC	NA	0	1	0	0	0	1	1	0	1	10	NA	canopy	NA	8.5	NA	NA	11.5	10	13	5.75	5	6.5	large	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Raphia sese	non-LC	NA	0	1	0	0	0	1	1	0	1	9	NA	canopy	NA	5	NA	NA	6	5	7	4	NA	NA	large	globose	cryptic	0	0	0	0	0	0	1	1	0	0
Raphia sudanica	LC	LC	0	1	0	0	0	1	2	0	1	8	10	canopy	NA	12	NA	NA	8	4	8	4.5	3	4.5	large	globose	conspicuous	0	1	0	0	1	0	1	1	0	1
Raphia taedigera	LC	LC	1	0	0	0	0	1	0	0	1	12	40	canopy	15	20	15	4.75	6	4.5	8	3.5	2.5	4.5	large	ovoid	cryptic	0	0	0	0	0	0	1	0	0	0
Raphia textilis	non-LC	NA	0	1	0	0	0	1	1	0	1	10	NA	canopy	NA	5	NA	NA	6.5	6	7	4.5	NA	NA	large	ovoid	cryptic	0	0	0	0	0	0	1	0	0	0
Raphia vinifera	non-LC	LC	0	1	0	0	0	1	2	0	1	7.6	NA	canopy	NA	17	12	4.75	7.75	5	9.5	3.75	3	4.5	large	globose	cryptic	0	0	0	0	1	0	1	1	1	1
Ravenea albicans	non-LC	non-LC	0	1	0	0	0	1	1	0	0	9	11	canopy	14	4.04	3.7	0.39	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	0	0	0	1	1	0	0	0	0	0
Ravenea beentjei	non-LC	non-LC	0	1	0	0	0	1	1	0	0	10	15	canopy	15	NA	3.5	1.5	1.5	1.4	1.6	1.55	1.5	1.6	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
