"accepted_name"	"Nocc"	"IUCN_TS_detail"	"IUCN_TS_sum"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld"	"Subset"	"NsubPop"	"Nloc"	"AOO"	"EOO"	"FLO"	"ECO"	"TDWG3"
"Iriartea deltoidea"	656	"LC"	"LC"	"LC"	"LC"	"TRAIN"	263	343	2028	4809520.64883384	0.0741754937536448	28	10
"Itaya amicorum"	45	"LC"	"LC"	"LC"	"LC"	"TRAIN"	15	21	128	197779.61588576	0.0511875651359636	6	4
"Kentiopsis magnifica"	7	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	1	2	24	7.76041839185286	0.00371662573888898	1	1
"Kentiopsis oliviformis"	6	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	3	3	24	250.76430344663	0.0125221976389488	2	1
"Kentiopsis piersoniorum"	4	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	1	1	8	0.522098628809333	0.0058986940421164	1	1
"Kentiopsis pyriformis"	9	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	2	3	32	116.194127393177	0.0197663489315245	1	1
"Laccosperma acutiflorum"	16	"LC"	"LC"	"LC"	"LC"	"TRAIN"	8	9	60	315909.456353981	0.129532259539701	5	9
"Laccosperma laeve"	6	"LC"	"LC"	"LC"	"LC"	"TRAIN"	6	6	24	199020.385960776	0.189766228199005	2	8
"Laccosperma opacum"	15	"LC"	"LC"	"LC"	"LC"	"TRAIN"	14	14	60	217839.406918726	0.0510084287418673	4	13
"Laccosperma robustum"	29	"LC"	"LC"	"LC"	"LC"	"TRAIN"	16	17	100	386577.233481006	0.0388301508742031	3	7
"Laccosperma secundiflorum"	78	"LC"	"LC"	"LC"	"LC"	"TRAIN"	40	48	252	1605075.24938517	0.0718200603926865	11	17
"Lemurophoenix halleuxii"	13	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	4	5	40	3331.98619224006	0.102717615664005	1	1
"Licuala bidentata"	20	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	13	13	76	94191.6402893662	0.153357220813632	3	1
"Licuala bintulensis"	10	"Possibly Threatened"	"nonLC"	"Possibly Threatened"	"nonLC"	"TRAIN"	8	9	40	33083.2902269252	0.28760300129652	2	1
"Licuala borneensis"	1	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	1	1	4	NA	0.021127300336957	1	1
"Licuala bruneiana"	7	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	4	5	28	1058.68808654938	0.0571347030677966	2	1
"Licuala burretii"	2	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	2	2	8	NA	0.14844885468483	2	1
"Licuala campestris"	7	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	7	7	28	29954.7151283005	0.200453101258193	2	1
"Licuala collina"	7	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	3	5	28	5475.70217738528	0.0731952995327967	1	1
"Licuala densiflora"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.186854481697083	1	1
"Licuala fordiana"	5	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	5	5	20	3339.39761384394	0.121779958158731	2	2
"Licuala hallieriana"	2	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	2	2	8	NA	0.111087914556265	1	1
"Licuala intermedia"	2	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	2	2	8	NA	0.263468571007252	1	1
"Licuala kuchingensis"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.186854481697083	1	1
"Licuala lanata"	3	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	12	1.70507464117575	0.078869640827179	2	1
"Licuala malajana"	3	"LC"	"LC"	"LC"	"LC"	"TRAIN"	3	3	12	860.778216728228	0.109165462354819	1	2
"Licuala mattanensis"	12	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	8	11	48	2748.28135252568	0.244145321970185	2	1
"Licuala miriensis"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.504022657871246	1	1
"Licuala olivifera"	48	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	38	42	188	780398.857849208	0.171546535158996	6	1
"Licuala paucisecta"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.022773252800107	1	1
"Licuala petiolulata"	19	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	15	16	76	128623.652274608	0.222980963164254	3	1
"Licuala punctulata"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.24662883579731	1	1
"Licuala sabahana"	5	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	4	4	20	5486.23223286957	0.216413314640522	1	1
"Licuala sarawakensis"	3	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	3	3	12	789.652549577154	0.143152991930644	1	1
"Licuala spinosa"	44	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	41	42	176	4466953.17271891	0.121726027054882	14	12
"Licuala telifera"	25	"LC"	"LC"	"LC"	"LC"	"TRAIN"	17	18	84	427105.053019277	0.0657696714811027	7	1
"Linospadix palmerianus"	26	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	15	17	80	7813.91727560241	0.00582551060002655	2	1
"Livistona lorophylla"	100	"LC"	"LC"	"LC"	"LC"	"TRAIN"	36	49	288	1341124.63170536	0.00139777493054453	3	2
"Lodoicea maldivica"	3	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	1	1	8	0.0109990942435414	NA	1	1
"Manjekia maturbongsii"	7	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	3	3	12	12244.3515882399	0.0645724385976791	2	1
"Marojejya darianii"	24	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	9	12	88	19053.1539663867	0.178615494049154	1	1
"Marojejya insignis"	51	"LC"	"LC"	"LC"	"LC"	"TRAIN"	21	24	148	84709.9789413591	0.220957102546213	3	1
"Masoala kona"	18	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	4	6	44	1958.29756940608	0.278860594559875	1	1
"Masoala madagascariensis"	17	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	11	12	60	59072.5364516043	0.225357085795087	3	1
"Metroxylon amicarum"	2	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	1	1	8	NA	NA	1	1
"Nenga gajah"	6	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	2	2	12	5647.72708142654	0.119889146337907	2	2
"Nephrosperma vanhoutteanum"	1	"LC"	"LC"	"LC"	"LC"	"TRAIN"	1	1	4	NA	NA	1	1
"Oncocalamus macrospathus"	7	"LC"	"LC"	"LC"	"LC"	"TRAIN"	5	5	20	92338.491182149	0.0236877124490482	2	6
"Oncocalamus mannii"	26	"LC"	"LC"	"LC"	"LC"	"TRAIN"	16	17	92	60290.712780495	0.101796357704398	4	4
"Oncocalamus tuleyi"	17	"LC"	"LC"	"LC"	"LC"	"TRAIN"	11	13	68	7554.73007212271	0.0634186396731392	2	2
"Oncocalamus wrightianus"	4	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	1	1	8	0.455317067588985	0.0710774352774024	1	2
"Orania ravaka"	14	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	8	9	52	10140.2043694373	0.201730717306158	1	1
"Orania trispatha"	17	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	11	13	68	28685.7453844463	0.176928389105288	1	1
"Parajubaea torallyi"	10	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	4	4	32	1619.42524902718	0.015567582898575	1	1
"Phoenicophorium borsigianum"	2	"LC"	"LC"	"LC"	"LC"	"TRAIN"	2	2	8	184	NA	1	1
"Phoenix canariensis"	1	"LC"	"LC"	"LC"	"LC"	"TRAIN"	1	1	4	NA	0.00078853068407625	1	1
"Pholidocarpus majadum"	5	"LC"	"LC"	"LC"	"LC"	"TRAIN"	3	3	20	9875.49723662213	0.242000342905521	2	1
"Pinanga bicolana"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.0211693700402975	1	1
"Pinanga sclerophylla"	2	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	2	2	8	NA	0.0264945654198527	1	1
"Pinanga sylvestris"	19	"LC"	"LC"	"LC"	"LC"	"TRAIN"	16	17	68	1016942.93444608	0.0925098354560568	9	7
"Plectocomia elmeri"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.0385121181607246	1	1
"Plectocomia himalayana"	2	"LC"	"LC"	"LC"	"LC"	"TRAIN"	2	2	8	NA	0.0635613305494189	2	7
"Plectocomia microstachys"	3	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	3	3	12	5556.61185580931	0.125477641820908	2	1
"Plectocomiopsis triquetra"	10	"LC"	"LC"	"LC"	"LC"	"TRAIN"	6	7	36	46366.8495395049	0.302312115579843	3	1
"Prestoea acuminata"	356	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	168	210	1096	7299371.22990077	0.0387030533715047	32	15
"Pritchardia minor"	1	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	1	1	4	NA	0.0367646180093288	1	1
"Pseudophoenix sargentii"	25	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	15	17	80	1413176.8979961	0.0628743257932365	6	10
"Ptychococcus paradoxus"	31	"LC"	"LC"	"LC"	"LC"	"TRAIN"	18	19	100	588907.488511257	0.0523503544222143	8	3
"Ptychosperma gracile"	8	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	6	6	24	151316.087014713	0.068133742082864	3	1
"Ptychosperma microcarpum"	15	"LC"	"LC"	"LC"	"LC"	"TRAIN"	5	9	52	2414.5972946521	0.0238178020187964	1	1
"Raphia farinifera"	21	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	16	18	80	2441629.1070336	0.0969893528325927	10	21
"Raphia mambillensis"	1	"LC"	"LC"	"LC"	"LC"	"TRAIN"	1	1	4	NA	0.000543958332855254	1	4
"Ravenea albicans"	10	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	8	8	40	12425.772965871	0.206340870261192	1	1
"Ravenea dransfieldii"	19	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	13	14	64	39802.0017437498	0.201636132245001	2	1
"Ravenea glauca"	15	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	6	8	48	12726.0687525714	0.0038116317242384	3	1
"Ravenea hypoleuca"	6	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	3	3	16	1468.43258516344	0.0633492142272492	2	1
"Ravenea julietiae"	18	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	12	12	52	44846.5304408174	0.19612322602835	1	1
"Ravenea lakatra"	12	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	9	11	44	136611.132894381	0.164392938720994	2	1
"Ravenea latisecta"	2	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	2	2	8	138	0.254141412675381	2	1
"Ravenea louvelii"	6	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	3	3	20	663.13794980764	0.316527495781581	1	1
"Ravenea nana"	14	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	10	11	52	128024.75947355	0.137611526197621	2	1
"Ravenea rivularis"	8	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	4	5	28	2050.90875285428	0.00662948505487293	2	1
"Ravenea robustior"	54	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	33	40	212	225938.939299995	0.154501472091026	3	1
"Ravenea sambiranensis"	84	"LC"	"LC"	"LC"	"LC"	"TRAIN"	43	49	252	418340.690884655	0.185400060214479	5	1
"Ravenea xerophila"	12	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	7	8	48	42074.222930528	0.0187235252233222	4	1
"Reinhardtia elegans"	4	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	3	3	12	2414.66814018612	0.0410525919869542	3	3
"Sabal causiarum"	3	"Near Threatened"	"nonLC"	"Near Threatened"	"nonLC"	"TRAIN"	3	3	12	2501.76047804401	0.0363196203761618	3	4
"Sabal gretherae"	17	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	5	5	36	41684.3623900463	0.0484787712202353	3	1
"Sabal uresana"	11	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	7	7	40	61625.1635600235	0.00214395248696581	4	2
"Saribus jeanneneyi"	4	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	1	1	12	0.371163482961535	0.0261939596384764	1	1
"Satranala decussilvae"	24	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	10	13	76	5137.93267638359	0.237954575219192	1	1
"Syagrus amara"	4	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	4	4	16	5419.65781431245	0.154504337813705	3	2
"Syagrus botryophora"	28	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	22	22	96	96740.6467728978	0.134146422946027	4	2
"Syagrus glaucescens"	37	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	16	27	140	16003.7184251378	0.0269447478239198	3	1
"Syagrus insignis"	20	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	10	14	76	9303.77346664812	0.0926417645998299	2	1
"Syagrus macrocarpa"	13	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	8	8	44	91390.7053752047	0.1015323242889	4	1
"Syagrus mendanhensis"	7	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	16	6.22511285699987	0.0310797533020377	1	1
"Syagrus picrophylla"	10	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	5	7	36	21768.1865823165	0.0798575349152088	3	1
"Syagrus pseudococos"	27	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	15	17	88	117355.458020017	0.0962358181778755	3	1
"Syagrus ruschiana"	26	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	12	13	84	10555.0852336639	0.0619070772081614	2	1
"Syagrus schizophylla"	49	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	30	36	164	148741.60095751	0.0985748596033272	6	2
"Tahina spectabilis"	9	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	3	3	16	1789.69193695161	0.0290156364854839	2	1
"Trachycarpus nanus"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.00853713881224394	1	1
"Verschaffeltia splendida"	1	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	1	1	4	NA	NA	1	1
"Voanioala gerardii"	14	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	6	6	36	3551.55828711436	0.0950077539309859	1	1
"Wettinia castanea"	4	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	4	4	16	41156.7638726504	0.0458004507236183	2	1
"Wettinia minima"	6	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	3	3	20	256.175101269734	0.0251763626001775	1	1
"Acoelorrhaphe wrightii"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	12	13	68	294139.72316295	0.0545234616626711	5	12
"Acrocomia aculeata"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	12	13	52	8311322.88521555	0.0380626230367592	8	27
"Acrocomia glaucescens"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	22361.2105087349	0.0494164590102931	1	1
"Acrocomia hassleri"	28	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	16	80	1222969.57723389	0.194198793714999	3	2
"Acrocomia intumescens"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	9	36	643669.459834801	0.0307267798214323	6	1
"Acrocomia totai"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	56	2171030.99592483	0.0499400178502713	8	6
"Actinorhytis calapparia"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	14	14	60	647217.700362143	0.0296207315113861	6	2
"Adonidia dransfieldii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.272148996591568	1	1
"Adonidia merrillii"	3	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	3	3	12	183896.735481535	0.0897866437832514	2	2
"Aiphanes acaulis"	5	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	3	3	20	4119.5531563086	0.0176526591181755	2	1
"Aiphanes bicornis"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	0.0588528803706393	0.0693799356619517	1	1
"Aiphanes buenaventurae"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0455791242420673	1	1
"Aiphanes chiribogensis"	27	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	7	10	60	4212.58405223245	0.0276135847800308	2	1
"Aiphanes concinna"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	48	72501.3993286784	0.0283994889468886	4	1
"Aiphanes deltoidea"	15	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	9	11	56	63918.6136152754	0.0179231201201522	4	3
"Aiphanes duquei"	2	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	2	2	8	12	0.0225063068792224	1	1
"Aiphanes eggersii"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	32	13898.3308592379	0.0570231783203781	4	1
"Aiphanes erinacea"	59	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	16	23	140	24531.6938574647	0.0193347088889992	3	2
"Aiphanes gelatinosa"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	2.41874170273149	0.0207430543377995	1	2
"Aiphanes graminifolia"	2	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	8	NA	0.0161088705062866	1	1
"Aiphanes hirsuta"	89	"NE"	"NE"	"LC"	"LC"	"NOT_ASSESSED"	42	49	272	549846.618321424	0.0240700553194881	8	4
"Aiphanes horrida"	133	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	78	87	440	4714204.10323872	0.0787538893212725	22	6
"Aiphanes killipii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0385702177882195	1	1
"Aiphanes leiostachys"	2	"NE"	"NE"	"EN"	"nonLC"	"NOT_ASSESSED"	1	1	8	NA	0.023083271458745	1	1
"Aiphanes lindeniana"	24	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	15	17	92	82312.0591615872	0.032779233782397	4	2
"Aiphanes linearis"	14	"NE"	"NE"	"LC"	"LC"	"NOT_ASSESSED"	11	10	48	115321.92683608	0.0213179769260543	4	1
"Aiphanes macroloba"	20	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	56	56197.0955964913	0.0140954964794219	2	2
"Aiphanes parvifolia"	10	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	7	8	40	13463.2677216316	0.0783694760873914	3	1
"Aiphanes pilaris"	2	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	8	NA	0.00907417386770248	1	1
"Aiphanes simplex"	48	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	14	26	156	91741.0761529779	0.0565582356454494	6	1
"Aiphanes spicata"	5	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	5	5	20	3489.53565193871	0.147775663249195	2	1
"Aiphanes tricuspidata"	30	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	16	18	80	80482.299938781	0.0431211201008409	5	2
"Aiphanes truncata"	10	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	5	5	32	2583.20961884189	0.0416652476415038	2	1
"Aiphanes ulei"	157	"NE"	"NE"	"LC"	"LC"	"NOT_ASSESSED"	74	83	444	711812.74283175	0.0365041501763177	7	4
"Aiphanes weberbaueri"	51	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	36	40	180	675070.926001309	0.0570970996267016	8	2
"Allagoptera campestris"	261	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	136	168	856	3178466.13271105	0.101459391672705	13	7
"Allagoptera caudescens"	64	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	49	53	244	170696.653218889	0.111610880325316	7	2
"Allagoptera leucocalyx"	99	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	71	78	344	3842305.16748802	0.0706521491852302	13	8
"Allagoptera robusta"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	11	0.0254149232059717	1	1
"Ammandra decasperma"	40	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	17	18	112	193540.704754576	0.0280333550123032	3	2
"Aphandra natalia"	92	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	25	32	248	244396.992015298	0.0597702432086922	6	3
"Archontophoenix alexandrae"	86	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	49	66	312	10248078.7493109	0.0262675380089244	6	1
"Archontophoenix cunninghamiana"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.176869511604309	1	2
"Archontophoenix maxima"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	32	1105.12087270271	0.0157349213647346	2	1
"Archontophoenix myolensis"	2	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	1	1	8	NA	0.0409981720149517	1	1
"Archontophoenix purpurea"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	6	40	1605.96817612493	0.00371553280722135	1	1
"Archontophoenix tuckeri"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	12	13	72	10970.7170583823	0.01031753640402	1	1
"Areca arundinacea"	6	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	3	3	16	8389.64758435846	0.172312745514015	1	1
"Areca caliso"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	4210.81437901183	0.0875897735357285	3	1
"Areca chaiana"	3	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	3	3	12	71.7742925988935	0.180891161163648	1	1
"Areca churchii"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.0272768959403038	1	1
"Areca dayung"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.302051216363907	1	1
"Areca dransfieldii"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	111.729223322998	0.395890777309736	1	1
"Areca furcata"	22	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	20	20	84	208670.29867272	0.141748758794909	3	1
"Areca gurita"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.281157039105892	1	1
"Areca hutchinsoniana"	4	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	3	3	16	1138.65719584621	0.0713102165609598	1	1
"Areca insignis"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	32	30386.049771494	0.1892762882635	2	1
"Areca ipot"	3	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	2	2	12	21.5977941674004	0.0435613269607226	1	1
"Areca jugahpunya"	4	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	3	3	16	31946.4989960895	0.134798650455195	2	1
"Areca kinabaluensis"	24	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	18	19	96	401963.13033941	0.131688945373753	3	1
"Areca laosensis"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	89771.7863995648	0.0629147617146373	3	3
"Areca minuta"	79	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	54	64	304	350556.279941463	0.162215373596719	5	1
"Areca mogeana"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0222549885511398	1	1
"Areca montana"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	3385.71683912707	0.158821036418279	2	4
"Areca rheophytica"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	10	10	52	8440.7491464473	0.22328899284968	2	1
"Areca riparia"	2	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.0999978110194206	1	1
"Areca songthanhensis"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.0924186669290066	2	1
"Areca subacaulis"	7	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	6	6	28	1221.926132718	0.190113291144371	2	1
"Areca triandra"	47	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	37	39	172	3035242.55891403	0.0954153364811568	13	13
"Areca triginticollina"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.186990462243557	1	1
"Areca tunku"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	0.1600661277771	2	3
"Areca vidaliana"	6	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	6	6	24	43152.0350824524	0.0980757086848219	2	2
"Areca whitfordii"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0276606641709805	1	1
"Arenga australasica"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	15	64	514551.818903477	0.0209364283749464	3	1
"Arenga brevipes"	19	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	14	15	72	1515412.22146853	0.162837902378095	5	2
"Arenga caudata"	123	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	78	90	416	1391146.64117335	0.124288087896246	16	8
"Arenga distincta"	15	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	15	60	264964.83503669	0.215001195544998	3	1
"Arenga hastata"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	15	64	735817.682866299	0.222794704577502	4	4
"Arenga hookeriana"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	9	10	48	270882.809929434	0.122536505787418	3	2
"Arenga listeri"	3	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	1	1	12	3.76377942134815	NA	1	1
"Arenga microcarpa"	117	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	71	80	396	2843188.44419446	0.0244594333950469	15	3
"Arenga obtusifolia"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	28	259771.360415433	0.134535803925246	3	4
"Arenga pinnata"	19	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	19	19	76	8256055.14410068	0.0992425429928852	12	8
